trialTrain,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,testlen,version,trial_label,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,alienStim,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,saveACC_choice,corrAns_test,x_movePos_end,y_movePos_end,key_resp_test.keys,key_resp_test.rt,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,start_all_time,testround,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide1.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio1.wav,33.62192100001266,33.560122280591166,1,[2.793521400017198],[2.7935290000168607],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide2.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio2.wav,36.44155849999515,36.43765358001692,2,"[2.793521400017198, 0.3292581000132486]","[0.04550440004095435, 0.3292657000129111]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide3.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio3.wav,36.82149220001884,36.803675240010485,3,"[2.793521400017198, 0.3292581000132486, 0.3028654000372626]","[0.04550440004095435, 0.06982670002616942, 0.30287549999775365]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide4.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio4.wav,37.17113450000761,37.154539639991704,4,"[2.793521400017198, 0.3292581000132486, 0.3028654000372626, 0.2689179999870248]","[0.04550440004095435, 0.06982670002616942, 0.08468540001194924, 0.2689263999927789]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide5.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio5.wav,37.554303999990225,37.470879040006544,5,"[2.793521400017198, 0.3292581000132486, 0.3028654000372626, 0.2689179999870248, 0.22303429996827617]","[0.04550440004095435, 0.06982670002616942, 0.08468540001194924, 0.0002142000012099743, 0.22304349998012185]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide6.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio6.wav,37.74331170000369,37.736817640007935,6,"[2.793521400017198, 0.3292581000132486, 0.3028654000372626, 0.2689179999870248, 0.22303429996827617, 0.2949635999975726]","[0.04550440004095435, 0.06982670002616942, 0.08468540001194924, 0.0002142000012099743, 0.07670320000033826, 0.294975999975577]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide7.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio7.wav,38.0865617999807,38.07140424002427,7,"[2.793521400017198, 0.3292581000132486, 0.3028654000372626, 0.2689179999870248, 0.22303429996827617, 0.2949635999975726, 0.2421737999538891]","[0.04550440004095435, 0.06982670002616942, 0.08468540001194924, 0.0002142000012099743, 0.07670320000033826, 0.07565759995486587, 0.2421813999535516]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide8.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio8.wav,38.37069900002098,38.35362224000273,8,"[2.793521400017198, 0.3292581000132486, 0.3028654000372626, 0.2689179999870248, 0.22303429996827617, 0.2949635999975726, 0.2421737999538891, 0.2768925999989733]","[0.04550440004095435, 0.06982670002616942, 0.08468540001194924, 0.0002142000012099743, 0.07670320000033826, 0.07565759995486587, 0.09202169999480247, 0.27690309996251017]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide9.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio9.wav,38.68685220001498,38.67152613999787,9,"[2.793521400017198, 0.3292581000132486, 0.3028654000372626, 0.2689179999870248, 0.22303429996827617, 0.2949635999975726, 0.2421737999538891, 0.2768925999989733, 0.2096083999495022]","[0.04550440004095435, 0.06982670002616942, 0.08468540001194924, 0.0002142000012099743, 0.07670320000033826, 0.07565759995486587, 0.09202169999480247, 0.05935149994911626, 0.20961649995297194]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide10.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio10.wav,38.95375149999745,38.93722672000295,10,"[2.793521400017198, 0.3292581000132486, 0.3028654000372626, 0.2689179999870248, 0.22303429996827617, 0.2949635999975726, 0.2421737999538891, 0.2768925999989733, 0.2096083999495022, 0.2218735000351444]","[0.04550440004095435, 0.06982670002616942, 0.08468540001194924, 0.0002142000012099743, 0.07670320000033826, 0.07565759995486587, 0.09202169999480247, 0.05935149994911626, 0.05510930001037195, 0.22188100003404543]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide11.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio11.wav,39.24089630000526,39.236811299982946,11,"[2.793521400017198, 0.3292581000132486, 0.3028654000372626, 0.2689179999870248, 0.22303429996827617, 0.2949635999975726, 0.2421737999538891, 0.2768925999989733, 0.2096083999495022, 0.2218735000351444, 0.17864090000512078]","[0.04550440004095435, 0.06982670002616942, 0.08468540001194924, 0.0002142000012099743, 0.07670320000033826, 0.07565759995486587, 0.09202169999480247, 0.05935149994911626, 0.05510930001037195, 0.01587120001204312, 0.17864920001011342]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide12.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio12.wav,39.47028040001169,39.45329784001223,12,"[2.793521400017198, 0.3292581000132486, 0.3028654000372626, 0.2689179999870248, 0.22303429996827617, 0.2949635999975726, 0.2421737999538891, 0.2768925999989733, 0.2096083999495022, 0.2218735000351444, 0.17864090000512078, 0.22199660004116595]","[0.04550440004095435, 0.06982670002616942, 0.08468540001194924, 0.0002142000012099743, 0.07670320000033826, 0.07565759995486587, 0.09202169999480247, 0.05935149994911626, 0.05510930001037195, 0.01587120001204312, 0.05501230002846569, 0.22200320003321394]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide13.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio13.wav,39.803789799974766,39.78703355999896,13,"[2.793521400017198, 0.3292581000132486, 0.3028654000372626, 0.2689179999870248, 0.22303429996827617, 0.2949635999975726, 0.2421737999538891, 0.2768925999989733, 0.2096083999495022, 0.2218735000351444, 0.17864090000512078, 0.22199660004116595, 0.1606109999702312]","[0.04550440004095435, 0.06982670002616942, 0.08468540001194924, 0.0002142000012099743, 0.07670320000033826, 0.07565759995486587, 0.09202169999480247, 0.05935149994911626, 0.05510930001037195, 0.01587120001204312, 0.05501230002846569, 0.22200320003321394, 0.16061849996913224]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide14.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio14.wav,40.00384409999242,39.98701574000297,14,"[2.793521400017198, 0.3292581000132486, 0.3028654000372626, 0.2689179999870248, 0.22303429996827617, 0.2949635999975726, 0.2421737999538891, 0.2768925999989733, 0.2096083999495022, 0.2218735000351444, 0.17864090000512078, 0.22199660004116595, 0.1606109999702312, 0.23811500001465902]","[0.04550440004095435, 0.06982670002616942, 0.08468540001194924, 0.0002142000012099743, 0.07670320000033826, 0.07565759995486587, 0.09202169999480247, 0.05935149994911626, 0.05510930001037195, 0.01587120001204312, 0.05501230002846569, 0.22200320003321394, 0.05511320004006848, 0.23812210001051426]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide15.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio15.wav,40.35372760001337,40.3370051600039,15,"[2.793521400017198, 0.3292581000132486, 0.3028654000372626, 0.2689179999870248, 0.22303429996827617, 0.2949635999975726, 0.2421737999538891, 0.2768925999989733, 0.2096083999495022, 0.2218735000351444, 0.17864090000512078, 0.22199660004116595, 0.1606109999702312, 0.23811500001465902, 0.12134889996377751]","[0.04550440004095435, 0.06982670002616942, 0.08468540001194924, 0.0002142000012099743, 0.07670320000033826, 0.07565759995486587, 0.09202169999480247, 0.05935149994911626, 0.05510930001037195, 0.01587120001204312, 0.05501230002846569, 0.22200320003321394, 0.05511320004006848, 0.23812210001051426, 0.12135509995277971]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide16.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio16.wav,40.52100170002086,40.50341384001076,16,"[2.793521400017198, 0.3292581000132486, 0.3028654000372626, 0.2689179999870248, 0.22303429996827617, 0.2949635999975726, 0.2421737999538891, 0.2768925999989733, 0.2096083999495022, 0.2218735000351444, 0.17864090000512078, 0.22199660004116595, 0.1606109999702312, 0.23811500001465902, 0.12134889996377751, 0.20283620001282543]","[0.04550440004095435, 0.06982670002616942, 0.08468540001194924, 0.0002142000012099743, 0.07670320000033826, 0.07565759995486587, 0.09202169999480247, 0.05935149994911626, 0.05510930001037195, 0.01587120001204312, 0.05501230002846569, 0.22200320003321394, 0.05511320004006848, 0.23812210001051426, 0.052538599993567914, 0.20284390001324937]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
,,,,,,,,,,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide17.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio17.wav,40.82312349998392,40.819926559994926,17,"[2.793521400017198, 0.3292581000132486, 0.3028654000372626, 0.2689179999870248, 0.22303429996827617, 0.2949635999975726, 0.2421737999538891, 0.2768925999989733, 0.2096083999495022, 0.2218735000351444, 0.17864090000512078, 0.22199660004116595, 0.1606109999702312, 0.23811500001465902, 0.12134889996377751, 0.20283620001282543, 0.13262659998144954]","[0.04550440004095435, 0.06982670002616942, 0.08468540001194924, 0.0002142000012099743, 0.07670320000033826, 0.07565759995486587, 0.09202169999480247, 0.05935149994911626, 0.05510930001037195, 0.01587120001204312, 0.05501230002846569, 0.22200320003321394, 0.05511320004006848, 0.23812210001051426, 0.052538599993567914, 0.20284390001324937, 0.13263519998872653]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h13.11.061,HideSeek_v1,2022.2.5,59.98987370204992,
