trialTrain,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,testlen,version,trial_label,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,alienStim,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,saveACC_choice,corrAns_test,x_movePos_end,y_movePos_end,key_resp_test.keys,key_resp_test.rt,fixation_text.started,fixation_text.stopped,image_break.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,draw_alienStim,draw_alienID,test_x,nrepcount,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Slide18.png,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Audio18.wav,66.39874630002305,66.38347328002565,18,"[1.9118402999592945, 0.24637249996885657, 1.438459899974987, 0.5442779998993501, 0.8976691000862047, 1.0467428000411019, 0.1249266000231728, 0.13553750002756715, 0.13309050002135336, 0.09045550005976111, 0.17290420003701001, 0.13212570000905544, 0.12237040000036359, 0.14631679991725832, 0.22475329996086657, 0.2246271000476554, 0.14192660001572222, 0.3518255000235513]","[0.11415209993720055, 0.9552255999296904, 0.5143729998962954, 0.2973513000179082, 0.9292789000319317, 0.0002101999707520008, 0.0001984999980777502, 0.13554480008315295, 0.13309750007465482, 0.0001996000064536929, 0.17291580000892282, 0.13213229994289577, 0.12237739993724972, 0.028684799908660352, 0.014620800036936998, 0.22463439998682588, 0.00022819999139755964, 0.35183239995967597]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Slide19.png,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Audio19.wav,66.81356939999387,66.80055913999676,19,"[1.9118402999592945, 0.24637249996885657, 1.438459899974987, 0.5442779998993501, 0.8976691000862047, 1.0467428000411019, 0.1249266000231728, 0.13553750002756715, 0.13309050002135336, 0.09045550005976111, 0.17290420003701001, 0.13212570000905544, 0.12237040000036359, 0.14631679991725832, 0.22475329996086657, 0.2246271000476554, 0.14192660001572222, 0.3518255000235513, 0.153836700017564]","[0.11415209993720055, 0.9552255999296904, 0.5143729998962954, 0.2973513000179082, 0.9292789000319317, 0.0002101999707520008, 0.0001984999980777502, 0.13554480008315295, 0.13309750007465482, 0.0001996000064536929, 0.17291580000892282, 0.13213229994289577, 0.12237739993724972, 0.028684799908660352, 0.014620800036936998, 0.22463439998682588, 0.00022819999139755964, 0.35183239995967597, 0.15384739998262376]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Slide20.png,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Audio20.wav,67.05033450003248,67.03294379997533,20,"[1.9118402999592945, 0.24637249996885657, 1.438459899974987, 0.5442779998993501, 0.8976691000862047, 1.0467428000411019, 0.1249266000231728, 0.13553750002756715, 0.13309050002135336, 0.09045550005976111, 0.17290420003701001, 0.13212570000905544, 0.12237040000036359, 0.14631679991725832, 0.22475329996086657, 0.2246271000476554, 0.14192660001572222, 0.3518255000235513, 0.153836700017564, 0.296884199953638]","[0.11415209993720055, 0.9552255999296904, 0.5143729998962954, 0.2973513000179082, 0.9292789000319317, 0.0002101999707520008, 0.0001984999980777502, 0.13554480008315295, 0.13309750007465482, 0.0001996000064536929, 0.17291580000892282, 0.13213229994289577, 0.12237739993724972, 0.028684799908660352, 0.014620800036936998, 0.22463439998682588, 0.00022819999139755964, 0.35183239995967597, 0.15384739998262376, 0.2968897999962792]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Slide21.png,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Audio21.wav,67.48308299994096,67.46571823996491,21,"[1.9118402999592945, 0.24637249996885657, 1.438459899974987, 0.5442779998993501, 0.8976691000862047, 1.0467428000411019, 0.1249266000231728, 0.13553750002756715, 0.13309050002135336, 0.09045550005976111, 0.17290420003701001, 0.13212570000905544, 0.12237040000036359, 0.14631679991725832, 0.22475329996086657, 0.2246271000476554, 0.14192660001572222, 0.3518255000235513, 0.153836700017564, 0.296884199953638, 0.05411669996101409]","[0.11415209993720055, 0.9552255999296904, 0.5143729998962954, 0.2973513000179082, 0.9292789000319317, 0.0002101999707520008, 0.0001984999980777502, 0.13554480008315295, 0.13309750007465482, 0.0001996000064536929, 0.17291580000892282, 0.13213229994289577, 0.12237739993724972, 0.028684799908660352, 0.014620800036936998, 0.22463439998682588, 0.00022819999139755964, 0.35183239995967597, 0.15384739998262376, 0.2968897999962792, 0.054123699897900224]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Slide22.png,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Audio22.wav,67.65247920004185,67.64512088000775,22,"[1.9118402999592945, 0.24637249996885657, 1.438459899974987, 0.5442779998993501, 0.8976691000862047, 1.0467428000411019, 0.1249266000231728, 0.13553750002756715, 0.13309050002135336, 0.09045550005976111, 0.17290420003701001, 0.13212570000905544, 0.12237040000036359, 0.14631679991725832, 0.22475329996086657, 0.2246271000476554, 0.14192660001572222, 0.3518255000235513, 0.153836700017564, 0.296884199953638, 0.05411669996101409, 0.06505679991096258]","[0.11415209993720055, 0.9552255999296904, 0.5143729998962954, 0.2973513000179082, 0.9292789000319317, 0.0002101999707520008, 0.0001984999980777502, 0.13554480008315295, 0.13309750007465482, 0.0001996000064536929, 0.17291580000892282, 0.13213229994289577, 0.12237739993724972, 0.028684799908660352, 0.014620800036936998, 0.22463439998682588, 0.00022819999139755964, 0.35183239995967597, 0.15384739998262376, 0.2968897999962792, 0.054123699897900224, 0.06506419996730983]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Slide23.png,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Audio23.wav,67.84969279996585,67.83390957992525,23,"[1.9118402999592945, 0.24637249996885657, 1.438459899974987, 0.5442779998993501, 0.8976691000862047, 1.0467428000411019, 0.1249266000231728, 0.13553750002756715, 0.13309050002135336, 0.09045550005976111, 0.17290420003701001, 0.13212570000905544, 0.12237040000036359, 0.14631679991725832, 0.22475329996086657, 0.2246271000476554, 0.14192660001572222, 0.3518255000235513, 0.153836700017564, 0.296884199953638, 0.05411669996101409, 0.06505679991096258, 0.07636389997787774]","[0.11415209993720055, 0.9552255999296904, 0.5143729998962954, 0.2973513000179082, 0.9292789000319317, 0.0002101999707520008, 0.0001984999980777502, 0.13554480008315295, 0.13309750007465482, 0.0001996000064536929, 0.17291580000892282, 0.13213229994289577, 0.12237739993724972, 0.028684799908660352, 0.014620800036936998, 0.22463439998682588, 0.00022819999139755964, 0.35183239995967597, 0.15384739998262376, 0.2968897999962792, 0.054123699897900224, 0.06506419996730983, 0.07637060002889484]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Slide24.png,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Audio24.wav,67.98286680004094,67.96471784003079,24,"[1.9118402999592945, 0.24637249996885657, 1.438459899974987, 0.5442779998993501, 0.8976691000862047, 1.0467428000411019, 0.1249266000231728, 0.13553750002756715, 0.13309050002135336, 0.09045550005976111, 0.17290420003701001, 0.13212570000905544, 0.12237040000036359, 0.14631679991725832, 0.22475329996086657, 0.2246271000476554, 0.14192660001572222, 0.3518255000235513, 0.153836700017564, 0.296884199953638, 0.05411669996101409, 0.06505679991096258, 0.07636389997787774, 0.3389653000049293]","[0.11415209993720055, 0.9552255999296904, 0.5143729998962954, 0.2973513000179082, 0.9292789000319317, 0.0002101999707520008, 0.0001984999980777502, 0.13554480008315295, 0.13309750007465482, 0.0001996000064536929, 0.17291580000892282, 0.13213229994289577, 0.12237739993724972, 0.028684799908660352, 0.014620800036936998, 0.22463439998682588, 0.00022819999139755964, 0.35183239995967597, 0.15384739998262376, 0.2968897999962792, 0.054123699897900224, 0.06506419996730983, 0.07637060002889484, 0.3389714000513777]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Slide25.png,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Audio25.wav,68.36495550000109,68.36195643998217,25,"[1.9118402999592945, 0.24637249996885657, 1.438459899974987, 0.5442779998993501, 0.8976691000862047, 1.0467428000411019, 0.1249266000231728, 0.13553750002756715, 0.13309050002135336, 0.09045550005976111, 0.17290420003701001, 0.13212570000905544, 0.12237040000036359, 0.14631679991725832, 0.22475329996086657, 0.2246271000476554, 0.14192660001572222, 0.3518255000235513, 0.153836700017564, 0.296884199953638, 0.05411669996101409, 0.06505679991096258, 0.07636389997787774, 0.3389653000049293, 0.16359830007422715]","[0.11415209993720055, 0.9552255999296904, 0.5143729998962954, 0.2973513000179082, 0.9292789000319317, 0.0002101999707520008, 0.0001984999980777502, 0.13554480008315295, 0.13309750007465482, 0.0001996000064536929, 0.17291580000892282, 0.13213229994289577, 0.12237739993724972, 0.028684799908660352, 0.014620800036936998, 0.22463439998682588, 0.00022819999139755964, 0.35183239995967597, 0.15384739998262376, 0.2968897999962792, 0.054123699897900224, 0.06506419996730983, 0.07637060002889484, 0.3389714000513777, 0.16360500000882894]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Slide26.png,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Audio26.wav,68.66712140000891,68.64490117996466,26,"[1.9118402999592945, 0.24637249996885657, 1.438459899974987, 0.5442779998993501, 0.8976691000862047, 1.0467428000411019, 0.1249266000231728, 0.13553750002756715, 0.13309050002135336, 0.09045550005976111, 0.17290420003701001, 0.13212570000905544, 0.12237040000036359, 0.14631679991725832, 0.22475329996086657, 0.2246271000476554, 0.14192660001572222, 0.3518255000235513, 0.153836700017564, 0.296884199953638, 0.05411669996101409, 0.06505679991096258, 0.07636389997787774, 0.3389653000049293, 0.16359830007422715, 0.31021999998483807]","[0.11415209993720055, 0.9552255999296904, 0.5143729998962954, 0.2973513000179082, 0.9292789000319317, 0.0002101999707520008, 0.0001984999980777502, 0.13554480008315295, 0.13309750007465482, 0.0001996000064536929, 0.17291580000892282, 0.13213229994289577, 0.12237739993724972, 0.028684799908660352, 0.014620800036936998, 0.22463439998682588, 0.00022819999139755964, 0.35183239995967597, 0.15384739998262376, 0.2968897999962792, 0.054123699897900224, 0.06506419996730983, 0.07637060002889484, 0.3389714000513777, 0.16360500000882894, 0.31022810004651546]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Slide27.png,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Audio27.wav,69.11716879997402,69.0991721399594,27,"[1.9118402999592945, 0.24637249996885657, 1.438459899974987, 0.5442779998993501, 0.8976691000862047, 1.0467428000411019, 0.1249266000231728, 0.13553750002756715, 0.13309050002135336, 0.09045550005976111, 0.17290420003701001, 0.13212570000905544, 0.12237040000036359, 0.14631679991725832, 0.22475329996086657, 0.2246271000476554, 0.14192660001572222, 0.3518255000235513, 0.153836700017564, 0.296884199953638, 0.05411669996101409, 0.06505679991096258, 0.07636389997787774, 0.3389653000049293, 0.16359830007422715, 0.31021999998483807, 0.14383620000444353]","[0.11415209993720055, 0.9552255999296904, 0.5143729998962954, 0.2973513000179082, 0.9292789000319317, 0.0002101999707520008, 0.0001984999980777502, 0.13554480008315295, 0.13309750007465482, 0.0001996000064536929, 0.17291580000892282, 0.13213229994289577, 0.12237739993724972, 0.028684799908660352, 0.014620800036936998, 0.22463439998682588, 0.00022819999139755964, 0.35183239995967597, 0.15384739998262376, 0.2968897999962792, 0.054123699897900224, 0.06506419996730983, 0.07637060002889484, 0.3389714000513777, 0.16360500000882894, 0.31022810004651546, 0.14384159992914647]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Slide28.png,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Audio28.wav,69.38278029998764,69.36580387994182,28,"[1.9118402999592945, 0.24637249996885657, 1.438459899974987, 0.5442779998993501, 0.8976691000862047, 1.0467428000411019, 0.1249266000231728, 0.13553750002756715, 0.13309050002135336, 0.09045550005976111, 0.17290420003701001, 0.13212570000905544, 0.12237040000036359, 0.14631679991725832, 0.22475329996086657, 0.2246271000476554, 0.14192660001572222, 0.3518255000235513, 0.153836700017564, 0.296884199953638, 0.05411669996101409, 0.06505679991096258, 0.07636389997787774, 0.3389653000049293, 0.16359830007422715, 0.31021999998483807, 0.14383620000444353, 0.15701059997081757]","[0.11415209993720055, 0.9552255999296904, 0.5143729998962954, 0.2973513000179082, 0.9292789000319317, 0.0002101999707520008, 0.0001984999980777502, 0.13554480008315295, 0.13309750007465482, 0.0001996000064536929, 0.17291580000892282, 0.13213229994289577, 0.12237739993724972, 0.028684799908660352, 0.014620800036936998, 0.22463439998682588, 0.00022819999139755964, 0.35183239995967597, 0.15384739998262376, 0.2968897999962792, 0.054123699897900224, 0.06506419996730983, 0.07637060002889484, 0.3389714000513777, 0.16360500000882894, 0.31022810004651546, 0.14384159992914647, 0.15701820002868772]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Slide29.png,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Audio29.wav,69.58918819995597,69.58319523995742,29,"[1.9118402999592945, 0.24637249996885657, 1.438459899974987, 0.5442779998993501, 0.8976691000862047, 1.0467428000411019, 0.1249266000231728, 0.13553750002756715, 0.13309050002135336, 0.09045550005976111, 0.17290420003701001, 0.13212570000905544, 0.12237040000036359, 0.14631679991725832, 0.22475329996086657, 0.2246271000476554, 0.14192660001572222, 0.3518255000235513, 0.153836700017564, 0.296884199953638, 0.05411669996101409, 0.06505679991096258, 0.07636389997787774, 0.3389653000049293, 0.16359830007422715, 0.31021999998483807, 0.14383620000444353, 0.15701059997081757, 0.6436364999972284]","[0.11415209993720055, 0.9552255999296904, 0.5143729998962954, 0.2973513000179082, 0.9292789000319317, 0.0002101999707520008, 0.0001984999980777502, 0.13554480008315295, 0.13309750007465482, 0.0001996000064536929, 0.17291580000892282, 0.13213229994289577, 0.12237739993724972, 0.028684799908660352, 0.014620800036936998, 0.22463439998682588, 0.00022819999139755964, 0.35183239995967597, 0.15384739998262376, 0.2968897999962792, 0.054123699897900224, 0.06506419996730983, 0.07637060002889484, 0.3389714000513777, 0.16360500000882894, 0.31022810004651546, 0.14384159992914647, 0.015231300028972328, 0.6436457000672817]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Slide30.png,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Audio30.wav,70.27042600000277,70.2668514800258,30,"[1.9118402999592945, 0.24637249996885657, 1.438459899974987, 0.5442779998993501, 0.8976691000862047, 1.0467428000411019, 0.1249266000231728, 0.13553750002756715, 0.13309050002135336, 0.09045550005976111, 0.17290420003701001, 0.13212570000905544, 0.12237040000036359, 0.14631679991725832, 0.22475329996086657, 0.2246271000476554, 0.14192660001572222, 0.3518255000235513, 0.153836700017564, 0.296884199953638, 0.05411669996101409, 0.06505679991096258, 0.07636389997787774, 0.3389653000049293, 0.16359830007422715, 0.31021999998483807, 0.14383620000444353, 0.15701059997081757, 0.6436364999972284, 0.2939620000543073]","[0.11415209993720055, 0.9552255999296904, 0.5143729998962954, 0.2973513000179082, 0.9292789000319317, 0.0002101999707520008, 0.0001984999980777502, 0.13554480008315295, 0.13309750007465482, 0.0001996000064536929, 0.17291580000892282, 0.13213229994289577, 0.12237739993724972, 0.028684799908660352, 0.014620800036936998, 0.22463439998682588, 0.00022819999139755964, 0.35183239995967597, 0.15384739998262376, 0.2968897999962792, 0.054123699897900224, 0.06506419996730983, 0.07637060002889484, 0.3389714000513777, 0.16360500000882894, 0.31022810004651546, 0.14384159992914647, 0.015231300028972328, 0.014753399998880923, 0.29396880010608584]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Slide31.png,conditions/schedules/train_y_first/x_decreasing_steps/top_left/instructions/Audio31.wav,70.63321989995893,70.61601743993815,31,"[1.9118402999592945, 0.24637249996885657, 1.438459899974987, 0.5442779998993501, 0.8976691000862047, 1.0467428000411019, 0.1249266000231728, 0.13553750002756715, 0.13309050002135336, 0.09045550005976111, 0.17290420003701001, 0.13212570000905544, 0.12237040000036359, 0.14631679991725832, 0.22475329996086657, 0.2246271000476554, 0.14192660001572222, 0.3518255000235513, 0.153836700017564, 0.296884199953638, 0.05411669996101409, 0.06505679991096258, 0.07636389997787774, 0.3389653000049293, 0.16359830007422715, 0.31021999998483807, 0.14383620000444353, 0.15701059997081757, 0.6436364999972284, 0.2939620000543073, 0.48919679992832243]","[0.11415209993720055, 0.9552255999296904, 0.5143729998962954, 0.2973513000179082, 0.9292789000319317, 0.0002101999707520008, 0.0001984999980777502, 0.13554480008315295, 0.13309750007465482, 0.0001996000064536929, 0.17291580000892282, 0.13213229994289577, 0.12237739993724972, 0.028684799908660352, 0.014620800036936998, 0.22463439998682588, 0.00022819999139755964, 0.35183239995967597, 0.15384739998262376, 0.2968897999962792, 0.054123699897900224, 0.06506419996730983, 0.07637060002889484, 0.3389714000513777, 0.16360500000882894, 0.31022810004651546, 0.14384159992914647, 0.015231300028972328, 0.014753399998880923, 0.29396880010608584, 0.4892023999709636]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
1,3,3,7,4,4,1,22,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/22.png,71.24943680001888,71.24943680001888,71.24943680001888,71.24943680001888,71.24943680001888,0,0,return,1.6768424999900162,0,0,0,0.08,-0.16,return,1.5760960000334308,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
1,3,3,7,4,4,1,22,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.88012059999164,73.88787820003927,73.88787820003927,73.88787820003927,space,4.228177499957383,stimuli/alien_stimuli/22.png,22,3,1,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
2,0,1,0,3,0,2,63,72,test_exp,untrained_1D_first_leftout,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/63.png,78.22361049999017,78.22361049999017,78.22361049999017,78.22361049999017,78.22361049999017,0,0,return,1.3795894000213593,0,0,0,-0.16,-0.32,return,1.274057799950242,,,,,,,,,,,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
2,0,1,0,3,0,2,63,72,test_exp,untrained_1D_first_leftout,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.53325189999305,80.53324719995726,80.53324719995726,80.53324719995726,space,0.7895151999546215,stimuli/alien_stimuli/63.png,63,0,2,A,train_y,x_decreasing_steps,top_left,2024-10-23_15h15.24.934,HideSeek_v1,2022.2.5,60.03633400041431,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/34.png,81.4270330000436,81.4270330000436,81.4270330000436,81.4270330000436,81.4270330000436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
