trialInstr,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,trialLength,version,trialTrain,praclen,testlen,trial_label,break_on_off,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,moveLoop_train.thisRepN,moveLoop_train.thisTrialN,moveLoop_train.thisN,moveLoop_train.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,mini_instr2_trials.thisRepN,mini_instr2_trials.thisTrialN,mini_instr2_trials.thisN,mini_instr2_trials.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,alienStim,instrFile,alienStim_instr,gridImage_instr.started,startPos_3.started,key_instr.started,alienImage_3.started,sounds_1.started,key_instr.keys,key_instr.rt,all_x,all_y,FBy_corrSteps,FBy_fixStart,FBx_corrSteps,FBx_fixStart,FBy_pathSize_check,FBx_pathSize_check,gridImage_9.started,alienImageFB_3.started,startPosFB_3.started,keyFB_3.started,pathLine_ydir_2.started,pathLine_xdir_2.started,alienFace_3.started,sounds_2.started,RTFB_instr,keyFB_3.keys,keyFB_3.rt,draw_alienStim,draw_alienID,test_x,nrepcount,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,gridImage_4.started,startPos.started,movePos.started,key_resp.started,alienImage.started,buttonPress_train,RTchoice_train,cumAcctrain,aCorr,saveACC_choice,corrAns,x_movePos_end,y_movePos_end,key_resp.keys,key_resp.rt,wLy_dir,wLx_dir,x_movePos,y_movePos,text_2.started,text_2.stopped,aft_x_corrPos,aft_y_corrPos,y_pathSize_check,x_pathSize_check,y_pathdirY,x_pathdirY,x_pathdirX,x_corrPos,y_corrPos,gridImage_6.started,alienImageFB_2.started,startPosFB_2.started,movePosFB_2.started,keyFB_2.started,pathLine_xdir.started,pathLine_ydir.started,alienFace.started,sounds_4.started,RT_FBtrain,keyFB_2.keys,keyFB_2.rt,saveACC_pre,ACC,within_saveACC_train,earlystop_wloop,cumAcctrain_check,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,corrAns_test,key_resp_test.keys,key_resp_test.rt,fixation_text.started,fixation_text.stopped,total_time,end_all_time,key_resp_3.keys,slides_2.started,sounds_3.started,nextButton_2.numClicks,nextButton_2.timesOn,nextButton_2.timesOff,prev_but_2.numClicks,prev_but_2.timesOn,prev_but_2.timesOff,bye.started,participant,train_first,00_coordinate,starting corner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/blue_star_00/bottom_right/instructions/Slide11.png,conditions/schedules/train_x_first/blue_star_00/bottom_right/instructions/Audio11.wav,336.06442889990285,336.0619587200228,11,"[9.092126300092787, 19.350472300080582, 16.852465600008145, 20.07295519998297, 5.507731100078672, 4.9516592000145465, 5.470737700117752, 11.924032799899578, 6.2709964998066425, 7.323352999985218, 10.104874999960884]","[0.014378299936652184, 0.013910399982705712, 0.00021749990992248058, 0.036411400185897946, 0.0313404998742044, 0.014211799949407578, 0.04694280005060136, 0.032777899876236916, 0.05041719996370375, 0.04819360002875328, 10.104881400009617]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010UVG,train_x,blue_star,bottom_right,2024-12-06_13h38.53.416,HideSeek_v1,2022.2.5,59.92092835471535,
,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/blue_star_00/bottom_right/instructions/Slide12.png,conditions/schedules/train_x_first/blue_star_00/bottom_right/instructions/Audio12.wav,346.23575589992106,346.23835254996084,12,"[9.092126300092787, 19.350472300080582, 16.852465600008145, 20.07295519998297, 5.507731100078672, 4.9516592000145465, 5.470737700117752, 11.924032799899578, 6.2709964998066425, 7.323352999985218, 10.104874999960884, 13.210068800020963]","[0.014378299936652184, 0.013910399982705712, 0.00021749990992248058, 0.036411400185897946, 0.0313404998742044, 0.014211799949407578, 0.04694280005060136, 0.032777899876236916, 0.05041719996370375, 0.04819360002875328, 0.04897859995253384, 13.210075299954042]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010UVG,train_x,blue_star,bottom_right,2024-12-06_13h38.53.416,HideSeek_v1,2022.2.5,59.92092835471535,
1,9,0,4,0,-5,0,11,2,instr_dim1_1,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/11.png,conditions/schedules/train_x_first/blue_star_00/bottom_right/inputInstr_1.xlsx,stimuli/alien_stimuli/11.png,359.5491291000508,359.5491291000508,359.5491291000508,359.5491291000508,359.5482021101285,return,9.57009070017375,"[-0.16, -0.08, 0, 0.08, 0.16, 0.24, 0.32, 0.4, 0.48, 0.56]","[-0.4, -0.32, -0.24, -0.16, -0.08, 0, 0.08, 0.16, 0.24, 0.32]",0,0,4,9,0.0,0.4,369.273659999948,369.273659999948,369.273659999948,369.273659999948,369.273659999948,369.273659999948,369.273659999948,369.2729125700891,6.756238799775019,return,6.600400500232354,stimuli/alien_stimuli/11.png,11,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010UVG,train_x,blue_star,bottom_right,2024-12-06_13h38.53.416,HideSeek_v1,2022.2.5,59.92092835471535,
,,,,,,,,,,,30,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.7,0,0,99,1,30,0,conditions/schedules/train_x_first/blue_star_00/bottom_right/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010UVG,train_x,blue_star,bottom_right,2024-12-06_13h38.53.416,HideSeek_v1,2022.2.5,59.92092835471535,
,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/blue_star_00/bottom_right/instructions/Slide13.png,conditions/schedules/train_x_first/blue_star_00/bottom_right/instructions/Audio13.wav,376.0246298999991,376.01181894014593,13,"[9.092126300092787, 19.350472300080582, 16.852465600008145, 20.07295519998297, 5.507731100078672, 4.9516592000145465, 5.470737700117752, 11.924032799899578, 6.2709964998066425, 7.323352999985218, 10.104874999960884, 13.210068800020963, 17.715797499986365]","[0.014378299936652184, 0.013910399982705712, 0.00021749990992248058, 0.036411400185897946, 0.0313404998742044, 0.014211799949407578, 0.04694280005060136, 0.032777899876236916, 0.05041719996370375, 0.04819360002875328, 0.04897859995253384, 13.210075299954042, 17.715803400147706]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010UVG,train_x,blue_star,bottom_right,2024-12-06_13h38.53.416,HideSeek_v1,2022.2.5,59.92092835471535,
,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/blue_star_00/bottom_right/instructions/Slide14.png,conditions/schedules/train_x_first/blue_star_00/bottom_right/instructions/Audio14.wav,393.8091633000877,393.81035734992474,14,"[9.092126300092787, 19.350472300080582, 16.852465600008145, 20.07295519998297, 5.507731100078672, 4.9516592000145465, 5.470737700117752, 11.924032799899578, 6.2709964998066425, 7.323352999985218, 10.104874999960884, 13.210068800020963, 17.715797499986365, 12.741995200049132]","[0.014378299936652184, 0.013910399982705712, 0.00021749990992248058, 0.036411400185897946, 0.0313404998742044, 0.014211799949407578, 0.04694280005060136, 0.032777899876236916, 0.05041719996370375, 0.04819360002875328, 0.04897859995253384, 13.210075299954042, 0.031332300044596195, 12.742002400103956]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010UVG,train_x,blue_star,bottom_right,2024-12-06_13h38.53.416,HideSeek_v1,2022.2.5,59.92092835471535,
2,8,2,8,2,0,0,61,2,instr_dim1_1,,,,,,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/61.png,conditions/schedules/train_x_first/blue_star_00/bottom_right/inputInstr_1.xlsx,stimuli/alien_stimuli/61.png,406.65093460003845,406.65093460003845,406.65093460003845,406.65093460003845,406.6371281800792,return,6.358467300189659,"[-0.16, -0.08, 0, 0.08, 0.16, 0.24, 0.32, 0.4, 0.48, 0.56]","[-0.4, -0.32, -0.24, -0.16, -0.08, 0, 0.08, 0.16, 0.24, 0.32]",2,2,8,8,0.0,0.0,413.1607667999342,413.1607667999342,413.1607667999342,413.1607667999342,413.1607667999342,413.1607667999342,413.1607667999342,413.1426041399595,6.939776099985465,return,6.78070929995738,stimuli/alien_stimuli/61.png,61,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010UVG,train_x,blue_star,bottom_right,2024-12-06_13h38.53.416,HideSeek_v1,2022.2.5,59.92092835471535,
,,,,,,,,,,,30,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.7,0,0,99,1,30,0,conditions/schedules/train_x_first/blue_star_00/bottom_right/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010UVG,train_x,blue_star,bottom_right,2024-12-06_13h38.53.416,HideSeek_v1,2022.2.5,59.92092835471535,
,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/blue_star_00/bottom_right/instructions/Slide15.png,conditions/schedules/train_x_first/blue_star_00/bottom_right/instructions/Audio15.wav,420.1022022999823,420.098379170103,15,"[9.092126300092787, 19.350472300080582, 16.852465600008145, 20.07295519998297, 5.507731100078672, 4.9516592000145465, 5.470737700117752, 11.924032799899578, 6.2709964998066425, 7.323352999985218, 10.104874999960884, 13.210068800020963, 17.715797499986365, 12.741995200049132, 30.935765199828893]","[0.014378299936652184, 0.013910399982705712, 0.00021749990992248058, 0.036411400185897946, 0.0313404998742044, 0.014211799949407578, 0.04694280005060136, 0.032777899876236916, 0.05041719996370375, 0.04819360002875328, 0.04897859995253384, 13.210075299954042, 0.031332300044596195, 12.742002400103956, 30.935771599877626]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010UVG,train_x,blue_star,bottom_right,2024-12-06_13h38.53.416,HideSeek_v1,2022.2.5,59.92092835471535,
,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/blue_star_00/bottom_right/instructions/Slide16.png,conditions/schedules/train_x_first/blue_star_00/bottom_right/instructions/Audio16.wav,451.10938600008376,451.10755815007724,16,"[9.092126300092787, 19.350472300080582, 16.852465600008145, 20.07295519998297, 5.507731100078672, 4.9516592000145465, 5.470737700117752, 11.924032799899578, 6.2709964998066425, 7.323352999985218, 10.104874999960884, 13.210068800020963, 17.715797499986365, 12.741995200049132, 30.935765199828893, 21.862866299925372]","[0.014378299936652184, 0.013910399982705712, 0.00021749990992248058, 0.036411400185897946, 0.0313404998742044, 0.014211799949407578, 0.04694280005060136, 0.032777899876236916, 0.05041719996370375, 0.04819360002875328, 0.04897859995253384, 13.210075299954042, 0.031332300044596195, 12.742002400103956, 0.013947299914434552, 21.862872499972582]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010UVG,train_x,blue_star,bottom_right,2024-12-06_13h38.53.416,HideSeek_v1,2022.2.5,59.92092835471535,
