trialInstr,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,trialLength,version,trialTrain,praclen,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,moveLoop_train.thisRepN,moveLoop_train.thisTrialN,moveLoop_train.thisN,moveLoop_train.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,alienStim,instrFile,alienStim_instr,gridImage_instr.started,startPos_3.started,key_instr.started,alienImage_3.started,sounds_1.started,key_instr.keys,key_instr.rt,all_x,all_y,FBy_corrSteps,FBy_fixStart,FBx_corrSteps,FBx_fixStart,FBy_pathSize_check,FBx_pathSize_check,gridImage_9.started,alienImageFB_3.started,startPosFB_3.started,keyFB_3.started,pathLine_ydir_2.started,pathLine_xdir_2.started,alienFace_3.started,sounds_2.started,RTFB_instr,keyFB_3.keys,keyFB_3.rt,draw_alienStim,draw_alienID,test_x,nrepcount,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,gridImage_4.started,startPos.started,movePos.started,key_resp.started,alienImage.started,buttonPress_train,RTchoice_train,cumAcctrain,aCorr,saveACC_choice,corrAns,x_movePos_end,y_movePos_end,key_resp.keys,key_resp.rt,wLy_dir,wLx_dir,x_movePos,y_movePos,text_2.started,aft_x_corrPos,aft_y_corrPos,y_pathSize_check,x_pathSize_check,y_pathdirY,x_pathdirY,x_pathdirX,x_corrPos,y_corrPos,gridImage_6.started,alienImageFB_2.started,startPosFB_2.started,movePosFB_2.started,keyFB_2.started,pathLine_xdir.started,pathLine_ydir.started,alienFace.started,sounds_4.started,RT_FBtrain,keyFB_2.keys,keyFB_2.rt,text_2.stopped,saveACC_pre,ACC,within_saveACC_train,earlystop_wloop,cumAcctrain_check,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
,2,1,4,1,2,0,36,,train_dim1_1,1,30,2,0,2,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/36.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,84.64585630001966,84.64585630001966,84.64585630001966,84.64585630001966,84.64585630001966,right,2.0638261000276543,0,0,0,99,0.08,-0.32,right,1.936631300020963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,1,4,1,2,0,36,,train_dim1_1,1,30,2,0,2,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,86.72219980001682,86.72219980001682,86.72219980001682,86.72219980001682,86.72219980001682,right,0.2871134000015445,0,0,0,99,0.16,-0.32,right,0.13962239999091253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,1,4,1,2,0,36,,train_dim1_1,1,30,2,0,2,0,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,87.02116620005108,87.02116620005108,87.02116620005108,87.02116620005108,87.02116620005108,return,0.35293759999331087,1,0,0,1,0.16,-0.32,return,0.22096790000796318,0,2,0.16,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,4,2,4,0,0,16,,train_dim1_1,2,30,2,0,2,0,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/16.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/36.png,36,2,3,,,,,,,30,,,,,,,,95.50809250003658,95.50809250003658,95.50809250003658,95.50809250003658,95.50809250003658,return,1.7534204000257887,2,0,0,1,0,-0.08,return,1.5791394999832846,0,2,0,-0.08,93.85827940003946,0.16,-0.32,0.0,0.16,-0.32,0.16,0.08,0.16,-0.32,89.11124030000065,89.11124030000065,89.11124030000065,89.11124030000065,89.11124030000065,89.11124030000065,89.11124030000065,89.11124030000065,88.97598387002363,5.0538813000312075,return,4.709876500011887,95.50809250003658,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,4,4,5,4,1,0,26,,train_dim1_1,3,30,2,0,2,0,,,,,,,,,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/16.png,16,2,4,,,,,,,30,,,,,,,,101.28973150003003,101.28973150003003,101.28973150003003,101.28973150003003,101.28973150003003,right,1.5126871999818832,2,0,0,99,0.24,-0.08,right,1.271991399989929,,,,,99.5750071000075,0,-0.08,0.0,0.0,-0.08,0,0.0,0,-0.08,98.89173840003787,98.89173840003787,98.89173840003787,98.89173840003787,98.89173840003787,98.89173840003787,98.89173840003787,98.89173840003787,98.7753974300169,0.9257795999874361,return,0.6488896000082605,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,4,4,5,4,1,0,26,,train_dim1_1,3,30,2,0,2,0,,,,,,,,,0,0,0,0,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,102.70955070003401,102.70955070003401,102.70955070003401,102.70955070003401,102.70955070003401,return,0.38863310002489015,3,0,0,1,0.24,-0.08,return,0.23563869995996356,0,3,0.24,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,3,5,3,3,0,46,,train_dim1_1,4,30,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,26,4,5,,,,,,,30,,,,,,,,107.78765030001523,107.78765030001523,107.78765030001523,107.78765030001523,107.78765030001523,right,6.436702199978754,3,0,0,99,0.08,-0.16,right,6.263619099976495,,,,,106.14147120004054,0.24,-0.08,0.0,0.08,-0.08,0.24,0.2,0.24,-0.08,104.87020240002312,104.87020240002312,104.87020240002312,104.87020240002312,104.87020240002312,104.87020240002312,104.87020240002312,104.87020240002312,104.67570170003455,1.6117700999602675,return,1.226323000038974,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,3,5,3,3,0,46,,train_dim1_1,4,30,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,114.20025250001345,114.20025250001345,114.20025250001345,114.20025250001345,114.20025250001345,right,0.6879645999870263,3,0,0,99,0.16,-0.16,right,0.562321699981112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,3,5,3,3,0,46,,train_dim1_1,4,30,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,114.89968630002113,114.89968630002113,114.89968630002113,114.89968630002113,114.89968630002113,right,0.39296879997709766,3,0,0,99,0.24,-0.16,right,0.2749828000087291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,3,5,3,3,0,46,,train_dim1_1,4,30,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,115.29501940001501,115.29501940001501,115.29501940001501,115.29501940001501,115.29501940001501,return,0.32134660001611337,4,0,0,1,0.24,-0.16,return,0.21127760002855211,0,6,0.24,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,2,5,2,5,0,66,,train_dim1_1,5,30,2,0,2,0,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,46,2,6,,,,,,,30,,,,,,,,119.39222070004325,119.39222070004325,119.39222070004325,119.39222070004325,119.39222070004325,right,1.217381900001783,4,0,0,99,-0.08,-0.24,right,1.0447171999840066,,,,,117.74105360003887,0.24,-0.16,0.0,0.24,-0.16,0.24,0.12,0.24,-0.16,117.2954171000165,117.2954171000165,117.2954171000165,117.2954171000165,117.2954171000165,117.2954171000165,117.2954171000165,117.2954171000165,117.1747122599976,0.6803517999942414,return,0.40105270000640303,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,2,5,2,5,0,66,,train_dim1_1,5,30,2,0,2,0,,,,,,,,,0,0,0,0,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,120.56967920000898,120.56967920000898,120.56967920000898,120.56967920000898,120.56967920000898,right,0.3689025999628939,4,0,0,99,0.0,-0.24,right,0.24321590003091842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,2,5,2,5,0,66,,train_dim1_1,5,30,2,0,2,0,,,,,,,,,0,0,0,0,0,4,4,4,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,120.95056420000037,120.95056420000037,120.95056420000037,120.95056420000037,120.95056420000037,right,0.35521569999400526,4,0,0,99,0.08,-0.24,right,0.22091169998748228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,2,5,2,5,0,66,,train_dim1_1,5,30,2,0,2,0,,,,,,,,,0,0,0,0,0,4,4,4,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,121.32201460003853,121.32201460003853,121.32201460003853,121.32201460003853,121.32201460003853,right,0.35301979997893795,4,0,0,99,0.16,-0.24,right,0.2157333999639377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,2,5,2,5,0,66,,train_dim1_1,5,30,2,0,2,0,,,,,,,,,0,0,0,0,0,4,4,4,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,121.68141240003752,121.68141240003752,121.68141240003752,121.68141240003752,121.68141240003752,right,0.3257346999598667,4,0,0,99,0.24,-0.24,right,0.18969470000592992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,2,5,2,5,0,66,,train_dim1_1,5,30,2,0,2,0,,,,,,,,,0,0,0,0,0,4,4,4,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,122.03234299999895,122.03234299999895,122.03234299999895,122.03234299999895,122.03234299999895,return,0.27044409996597096,5,0,0,1,0.24,-0.24,return,0.1411155000096187,0,11,0.24,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,0,1,0,1,0,26,,train_dim1_1,6,30,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,0,7,,,,,,,30,,,,,,,,126.68011290003778,126.68011290003778,126.68011290003778,126.68011290003778,126.68011290003778,right,0.7726202000048943,5,0,0,99,-0.08,-0.4,right,0.6032809999887832,,,,,125.04079100000672,0.24,-0.24,0.0,0.4,-0.24,0.24,0.039999999999999994,0.24,-0.24,123.97089930000948,123.97089930000948,123.97089930000948,123.97089930000948,123.97089930000948,123.97089930000948,123.97089930000948,123.97089930000948,123.87495010002749,1.3086611999897286,return,1.0410906999604777,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,0,1,0,1,0,26,,train_dim1_1,6,30,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,127.42194430000382,127.42194430000382,127.42194430000382,127.42194430000382,127.42194430000382,return,0.43098789994837716,6,0,0,1,-0.08,-0.4,return,0.3206184000009671,0,12,-0.08,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,3,0,8,0,5,0,66,,train_dim1_1,7,30,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,26,0,8,,,,,,,30,,,,,,,,132.03552790003596,132.03552790003596,132.03552790003596,132.03552790003596,132.03552790003596,right,0.832519699994009,6,0,0,99,0.16,-0.4,right,0.655598099983763,,,,,130.39121460000752,-0.08,-0.4,0.0,0.08,-0.4,-0.08,-0.12,-0.08,-0.4,129.60198390000733,129.60198390000733,129.60198390000733,129.60198390000733,129.60198390000733,129.60198390000733,129.60198390000733,129.60198390000733,129.44160090002697,1.1041678000474349,return,0.7548822000389919,132.03552790003596,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,3,0,8,0,5,0,66,,train_dim1_1,7,30,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,132.85071280004922,132.85071280004922,132.85071280004922,132.85071280004922,132.85071280004922,right,0.20482679997803643,6,0,0,99,0.24,-0.4,right,0.07573300000512972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,3,0,8,0,5,0,66,,train_dim1_1,7,30,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,133.05305450002197,133.05305450002197,133.05305450002197,133.05305450002197,133.05305450002197,right,0.2244730000384152,6,0,0,99,0.32,-0.4,right,0.0931113000260666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,3,0,8,0,5,0,66,,train_dim1_1,7,30,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,133.2923093000427,133.2923093000427,133.2923093000427,133.2923093000427,133.2923093000427,right,0.21899470000062138,6,0,0,99,0.4,-0.4,right,0.07080909999785945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,3,0,8,0,5,0,66,,train_dim1_1,7,30,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,133.53271420003148,133.53271420003148,133.53271420003148,133.53271420003148,133.53271420003148,right,0.20327080000424758,6,0,0,99,0.48000000000000004,-0.4,right,0.07125659997109324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,3,0,8,0,5,0,66,,train_dim1_1,7,30,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,133.73617150000064,133.73617150000064,133.73617150000064,133.73617150000064,133.73617150000064,return,0.3515118000213988,7,0,0,1,0.48000000000000004,-0.4,return,0.2078759999712929,0,17,0.48000000000000004,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,4,2,4,2,0,36,,train_dim1_1,8,30,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/36.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,3,9,,,,,,,30,,,,,,,,137.8889270000509,137.8889270000509,137.8889270000509,137.8889270000509,137.8889270000509,right,1.383110900002066,7,0,0,99,-0.08,-0.08,right,1.1864733999827877,,,,,136.20789950003382,0.48,-0.4,0.0,0.4,-0.4,0.48,0.27999999999999997,0.48,-0.4,135.79179370001657,135.79179370001657,135.79179370001657,135.79179370001657,135.79179370001657,135.79179370001657,135.79179370001657,135.79179370001657,135.67473820003215,0.6736177999991924,return,0.3552961999666877,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,4,2,4,2,0,36,,train_dim1_1,8,30,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,139.20278500003042,139.20278500003042,139.20278500003042,139.20278500003042,139.20278500003042,right,0.3856610000366345,7,0,0,99,0.0,-0.08,right,0.24928129999898374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,4,2,4,2,0,36,,train_dim1_1,8,30,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,139.59967030002736,139.59967030002736,139.59967030002736,139.59967030002736,139.59967030002736,return,0.2730813999660313,8,0,0,1,0.0,-0.08,return,0.14546649996191263,0,19,0.0,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,1,0,4,0,3,0,46,,train_dim1_1,9,30,2,0,2,0,,,,,,,,,0,0,0,0,0,8,8,8,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/36.png,36,0,10,,,,,,,30,,,,,,,,143.72030580003047,143.72030580003047,143.72030580003047,143.72030580003047,143.72030580003047,right,0.572118500014767,8,0,0,99,0.0,-0.4,right,0.4201883000205271,,,,,142.09087830001954,0,-0.08,0.0,0.16,-0.08,0,-0.08,0,-0.08,141.5583226000308,141.5583226000308,141.5583226000308,141.5583226000308,141.5583226000308,141.5583226000308,141.5583226000308,141.5583226000308,141.4418454300205,0.772054200002458,return,0.493697699974291,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,1,0,4,0,3,0,46,,train_dim1_1,9,30,2,0,2,0,,,,,,,,,0,0,0,0,0,8,8,8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,144.26335040002596,144.26335040002596,144.26335040002596,144.26335040002596,144.26335040002596,right,0.4816416999674402,8,0,0,99,0.08,-0.4,right,0.36383719998411834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,1,0,4,0,3,0,46,,train_dim1_1,9,30,2,0,2,0,,,,,,,,,0,0,0,0,0,8,8,8,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,144.76171060005436,144.76171060005436,144.76171060005436,144.76171060005436,144.76171060005436,right,0.9022043000441045,8,0,0,99,0.16,-0.4,right,0.765675300033763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,1,0,4,0,3,0,46,,train_dim1_1,9,30,2,0,2,0,,,,,,,,,0,0,0,0,0,8,8,8,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,145.6751044000266,145.6751044000266,145.6751044000266,145.6751044000266,145.6751044000266,return,0.35443070001201704,9,0,0,1,0.16,-0.4,return,0.2458037000033073,0,22,0.16,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,3,0,3,0,0,16,,train_dim1_1,10,30,2,0,2,0,,,,,,,,,0,0,0,0,0,9,9,9,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/16.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,46,1,11,,,,,,,30,,,,,,,,149.65891610004473,149.65891610004473,149.65891610004473,149.65891610004473,149.65891610004473,return,1.1996717999572866,10,0,0,1,-0.16,-0.16,return,1.0206009999965318,0,22,-0.16,-0.16,148.01020350004546,0.16,-0.4,0.0,0.24,-0.4,0.16,0.04,0.16,-0.4,147.69203880004352,147.69203880004352,147.69203880004352,147.69203880004352,147.69203880004352,147.69203880004352,147.69203880004352,147.69203880004352,147.60806213000907,0.5377904999768361,return,0.2713516000076197,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,2,4,2,2,0,36,,train_dim1_1,11,30,2,0,2,0,,,,,,,,,0,0,0,0,0,10,10,10,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/36.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/16.png,16,0,12,,,,,,,30,,,,,,,,154.79143520002253,154.79143520002253,154.79143520002253,154.79143520002253,154.79143520002253,right,0.7333172999788076,10,0,0,99,0.08,-0.24,right,0.5561736000236124,,,,,153.13353970000753,-0.16,-0.16,0.0,0.0,-0.16,-0.16,-0.16,-0.16,-0.16,152.63776360003976,152.63776360003976,152.63776360003976,152.63776360003976,152.63776360003976,152.63776360003976,152.63776360003976,152.63776360003976,152.44149784001058,0.8721573000075296,return,0.46835390001069754,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,2,4,2,2,0,36,,train_dim1_1,11,30,2,0,2,0,,,,,,,,,0,0,0,0,0,10,10,10,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,155.4808703000308,155.4808703000308,155.4808703000308,155.4808703000308,155.4808703000308,right,0.406180799996946,10,0,0,99,0.16,-0.24,right,0.2969646999845281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,2,4,2,2,0,36,,train_dim1_1,11,30,2,0,2,0,,,,,,,,,0,0,0,0,0,10,10,10,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,155.90121989999898,155.90121989999898,155.90121989999898,155.90121989999898,155.90121989999898,return,0.30704149999655783,11,0,0,1,0.16,-0.24,return,0.19147040002280846,0,24,0.16,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,0,1,0,1,0,26,,train_dim1_1,12,30,2,0,2,0,,,,,,,,,0,0,0,0,0,11,11,11,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/36.png,36,2,13,,,,,,,30,,,,,,,,160.00391190004302,160.00391190004302,160.00391190004302,160.00391190004302,160.00391190004302,right,0.5650802000309341,11,0,0,99,-0.08,-0.4,right,0.3990189000032842,,,,,158.35741990001407,0.16,-0.24,0.0,0.16,-0.24,0.16,0.08,0.16,-0.24,157.90547080000397,157.90547080000397,157.90547080000397,157.90547080000397,157.90547080000397,157.90547080000397,157.90547080000397,157.90547080000397,157.79134540003724,0.7076225000200793,return,0.4151715000043623,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
