trialInstr,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,trialLength,version,trialTrain,praclen,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,moveLoop_train.thisRepN,moveLoop_train.thisTrialN,moveLoop_train.thisN,moveLoop_train.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,alienStim,instrFile,alienStim_instr,gridImage_instr.started,startPos_3.started,key_instr.started,alienImage_3.started,sounds_1.started,key_instr.keys,key_instr.rt,all_x,all_y,FBy_corrSteps,FBy_fixStart,FBx_corrSteps,FBx_fixStart,FBy_pathSize_check,FBx_pathSize_check,gridImage_9.started,alienImageFB_3.started,startPosFB_3.started,keyFB_3.started,pathLine_ydir_2.started,pathLine_xdir_2.started,alienFace_3.started,sounds_2.started,RTFB_instr,keyFB_3.keys,keyFB_3.rt,draw_alienStim,draw_alienID,test_x,nrepcount,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,gridImage_4.started,startPos.started,movePos.started,key_resp.started,alienImage.started,buttonPress_train,RTchoice_train,cumAcctrain,aCorr,saveACC_choice,corrAns,x_movePos_end,y_movePos_end,key_resp.keys,key_resp.rt,wLy_dir,wLx_dir,x_movePos,y_movePos,text_2.started,aft_x_corrPos,aft_y_corrPos,y_pathSize_check,x_pathSize_check,y_pathdirY,x_pathdirY,x_pathdirX,x_corrPos,y_corrPos,gridImage_6.started,alienImageFB_2.started,startPosFB_2.started,movePosFB_2.started,keyFB_2.started,pathLine_xdir.started,pathLine_ydir.started,alienFace.started,sounds_4.started,RT_FBtrain,keyFB_2.keys,keyFB_2.rt,text_2.stopped,saveACC_pre,ACC,within_saveACC_train,earlystop_wloop,cumAcctrain_check,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
,0,0,1,0,1,0,26,,train_dim1_1,12,30,2,0,2,0,,,,,,,,,0,0,0,0,0,11,11,11,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,160.5413949000067,160.5413949000067,160.5413949000067,160.5413949000067,160.5413949000067,return,0.5214016999816522,12,0,0,1,-0.08,-0.4,return,0.3990135999629274,0,25,-0.08,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,4,3,4,3,0,46,,train_dim1_1,13,30,2,0,2,0,,,,,,,,,0,0,0,0,0,12,12,12,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,26,0,14,,,,,,,30,,,,,,,,165.06387000001268,165.06387000001268,165.06387000001268,165.06387000001268,165.06387000001268,right,0.9380227000219747,12,0,0,99,-0.08,-0.08,right,0.7692468999885023,,,,,163.42402050003875,-0.08,-0.4,0.0,0.08,-0.4,-0.08,-0.12,-0.08,-0.4,162.74453240004368,162.74453240004368,162.74453240004368,162.74453240004368,162.74453240004368,162.74453240004368,162.74453240004368,162.74453240004368,162.6419075000449,0.9238882000208832,return,0.6403652000008151,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,4,3,4,3,0,46,,train_dim1_1,13,30,2,0,2,0,,,,,,,,,0,0,0,0,0,12,12,12,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,165.96864380000625,165.96864380000625,165.96864380000625,165.96864380000625,165.96864380000625,right,0.44730559998424724,12,0,0,99,0.0,-0.08,right,0.3273018999607302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,4,3,4,3,0,46,,train_dim1_1,13,30,2,0,2,0,,,,,,,,,0,0,0,0,0,12,12,12,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,166.4244522000081,166.4244522000081,166.4244522000081,166.4244522000081,166.4244522000081,right,0.7719250000081956,12,0,0,99,0.08,-0.08,right,0.6592726000235416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,4,3,4,3,0,46,,train_dim1_1,13,30,2,0,2,0,,,,,,,,,0,0,0,0,0,12,12,12,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,167.21113810001407,167.21113810001407,167.21113810001407,167.21113810001407,167.21113810001407,return,0.2887322000460699,13,0,0,1,0.08,-0.08,return,0.17286449996754527,0,28,0.08,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,4,3,4,3,0,0,16,,train_dim1_1,14,30,2,0,2,0,,,,,,,,,0,0,0,0,0,13,13,13,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/16.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,46,0,15,,,,,,,30,,,,,,,,171.23071960004745,171.23071960004745,171.23071960004745,171.23071960004745,171.23071960004745,return,1.01655539998319,14,0,0,1,0.16,-0.16,return,0.8319876000168733,0,28,0.16,-0.16,169.57632230001036,0.08,-0.08,0.0,0.24,-0.08,0.08,-0.04,0.08,-0.08,169.1801985000493,169.1801985000493,169.1801985000493,169.1801985000493,169.1801985000493,169.1801985000493,169.1801985000493,169.1801985000493,169.07476793004318,0.6382743999711238,return,0.36216700001386926,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,4,2,9,2,5,0,66,,train_dim1_1,15,30,2,0,2,0,,,,,,,,,0,0,0,0,0,14,14,14,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/16.png,16,4,16,,,,,,,30,,,,,,,,176.12784400000237,176.12784400000237,176.12784400000237,176.12784400000237,176.12784400000237,right,0.6651166999945417,14,0,0,99,0.24,-0.24,right,0.46522959996946156,,,,,174.45956570003182,0.16,-0.16,0.0,0.0,-0.16,0.16,0.16,0.16,-0.16,173.89159430004656,173.89159430004656,173.89159430004656,173.89159430004656,173.89159430004656,173.89159430004656,173.89159430004656,173.89159430004656,173.7913344000117,0.8218595999642275,return,0.5408645999850705,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,4,2,9,2,5,0,66,,train_dim1_1,15,30,2,0,2,0,,,,,,,,,0,0,0,0,0,14,14,14,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,176.75744810001925,176.75744810001925,176.75744810001925,176.75744810001925,176.75744810001925,right,0.27206839999416843,14,0,0,99,0.32,-0.24,right,0.13936890003969893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,4,2,9,2,5,0,66,,train_dim1_1,15,30,2,0,2,0,,,,,,,,,0,0,0,0,0,14,14,14,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,177.04119060002267,177.04119060002267,177.04119060002267,177.04119060002267,177.04119060002267,right,0.32224790001055226,14,0,0,99,0.4,-0.24,right,0.19473950000246987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,4,2,9,2,5,0,66,,train_dim1_1,15,30,2,0,2,0,,,,,,,,,0,0,0,0,0,14,14,14,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,177.3719227000256,177.3719227000256,177.3719227000256,177.3719227000256,177.3719227000256,right,0.3522334999870509,14,0,0,99,0.48000000000000004,-0.24,right,0.20611600001575425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,4,2,9,2,5,0,66,,train_dim1_1,15,30,2,0,2,0,,,,,,,,,0,0,0,0,0,14,14,14,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,177.73737370001618,177.73737370001618,177.73737370001618,177.73737370001618,177.73737370001618,right,0.30645939998794347,14,0,0,99,0.56,-0.24,right,0.18793140002526343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,4,2,9,2,5,0,66,,train_dim1_1,15,30,2,0,2,0,,,,,,,,,0,0,0,0,0,14,14,14,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,178.05777170002693,178.05777170002693,178.05777170002693,178.05777170002693,178.05777170002693,return,0.3211635000188835,15,0,0,1,0.56,-0.24,return,0.17235989996697754,0,33,0.56,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,3,3,6,3,3,0,46,,train_dim1_1,16,30,2,0,2,0,,,,,,,,,0,0,0,0,0,15,15,15,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,4,17,,,,,,,30,,,,,,,,182.89622270001564,182.89622270001564,182.89622270001564,182.89622270001564,182.89622270001564,right,1.115358799987007,15,0,0,99,0.16,-0.16,right,0.9550565000390634,,,,,181.2580172000453,0.56,-0.24,0.0,0.4,-0.24,0.56,0.36000000000000004,0.56,-0.24,180.11346090002917,180.11346090002917,180.11346090002917,180.11346090002917,180.11346090002917,180.11346090002917,180.11346090002917,180.11346090002917,180.0084227100073,1.453988300054334,return,1.106809200020507,182.89622270001564,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,3,3,6,3,3,0,46,,train_dim1_1,16,30,2,0,2,0,,,,,,,,,0,0,0,0,0,15,15,15,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,183.97607880004216,183.97607880004216,183.97607880004216,183.97607880004216,183.97607880004216,right,1.154851500003133,15,0,0,99,0.24,-0.16,right,1.0374195000040345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,3,3,6,3,3,0,46,,train_dim1_1,16,30,2,0,2,0,,,,,,,,,0,0,0,0,0,15,15,15,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,185.14713880000636,185.14713880000636,185.14713880000636,185.14713880000636,185.14713880000636,right,0.37014360004104674,15,0,0,99,0.32,-0.16,right,0.2574330000206828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,3,3,6,3,3,0,46,,train_dim1_1,16,30,2,0,2,0,,,,,,,,,0,0,0,0,0,15,15,15,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,185.52563119999832,185.52563119999832,185.52563119999832,185.52563119999832,185.52563119999832,return,0.3874352999846451,16,0,0,1,0.32,-0.16,return,0.27281689998926595,0,36,0.32,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,4,3,4,1,0,26,,train_dim1_1,17,30,2,0,2,0,,,,,,,,,0,0,0,0,0,16,16,16,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,46,3,18,,,,,,,30,,,,,,,,192.0620589000173,192.0620589000173,192.0620589000173,192.0620589000173,192.0620589000173,right,2.18223959999159,16,0,0,99,0.08,-0.08,right,2.022358200047165,,,,,190.42417190002743,0.32,-0.16,0.0,0.24,-0.16,0.32,0.2,0.32,-0.16,187.592113300052,187.592113300052,187.592113300052,187.592113300052,187.592113300052,187.592113300052,187.592113300052,187.592113300052,187.4911190300074,3.0562226999900304,return,2.7915811999700963,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,4,3,4,1,0,26,,train_dim1_1,17,30,2,0,2,0,,,,,,,,,0,0,0,0,0,16,16,16,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,194.2133905000519,194.2133905000519,194.2133905000519,194.2133905000519,194.2133905000519,return,0.4211464000400156,17,0,0,1,0.08,-0.08,return,0.29647199995815754,0,37,0.08,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,1,7,1,5,0,66,,train_dim1_1,18,30,2,0,2,0,,,,,,,,,0,0,0,0,0,17,17,17,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,26,2,19,,,,,,,30,,,,,,,,198.79086460004328,198.79086460004328,198.79086460004328,198.79086460004328,198.79086460004328,right,1.2001539000193588,17,0,0,99,0.08,-0.32,right,0.9866845000069588,,,,,197.12326740002027,0.08,-0.08,0.0,0.08,-0.08,0.08,0.04,0.08,-0.08,196.32539940002607,196.32539940002607,196.32539940002607,196.32539940002607,196.32539940002607,196.32539940002607,196.32539940002607,196.32539940002607,196.22420039999997,1.0416333999601193,return,0.7615963999996893,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,1,7,1,5,0,66,,train_dim1_1,18,30,2,0,2,0,,,,,,,,,0,0,0,0,0,17,17,17,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,199.93615560000762,199.93615560000762,199.93615560000762,199.93615560000762,199.93615560000762,right,0.3041788999689743,17,0,0,99,0.16,-0.32,right,0.18584699998609722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,1,7,1,5,0,66,,train_dim1_1,18,30,2,0,2,0,,,,,,,,,0,0,0,0,0,17,17,17,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,200.2518300000229,200.2518300000229,200.2518300000229,200.2518300000229,200.2518300000229,right,0.3536162999807857,17,0,0,99,0.24,-0.32,right,0.23800199996912852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,1,7,1,5,0,66,,train_dim1_1,18,30,2,0,2,0,,,,,,,,,0,0,0,0,0,17,17,17,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,200.62121450004634,200.62121450004634,200.62121450004634,200.62121450004634,200.62121450004634,right,0.33814850001363084,17,0,0,99,0.32,-0.32,right,0.20950639998773113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,1,7,1,5,0,66,,train_dim1_1,18,30,2,0,2,0,,,,,,,,,0,0,0,0,0,17,17,17,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,200.96757530001923,200.96757530001923,200.96757530001923,200.96757530001923,200.96757530001923,right,0.3207545000477694,17,0,0,99,0.4,-0.32,right,0.1913945999694988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,1,7,1,5,0,66,,train_dim1_1,18,30,2,0,2,0,,,,,,,,,0,0,0,0,0,17,17,17,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,201.30333910003537,201.30333910003537,201.30333910003537,201.30333910003537,201.30333910003537,return,2.087069699948188,18,0,0,1,0.4,-0.32,return,1.9396063999738544,0,42,0.4,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,3,2,3,2,0,36,,train_dim1_1,19,30,2,0,2,0,,,,,,,,,0,0,0,0,0,18,18,18,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/36.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,2,20,,,,,,,30,,,,,,,,207.54894960002275,207.54894960002275,207.54894960002275,207.54894960002275,207.54894960002275,right,1.0155787999974564,18,0,0,99,-0.08,-0.16,right,0.8193161999806762,,,,,205.8899541000137,0.4,-0.32,0.0,0.4,-0.32,0.4,0.2,0.4,-0.32,205.09048190002795,205.09048190002795,205.09048190002795,205.09048190002795,205.09048190002795,205.09048190002795,205.09048190002795,205.09048190002795,204.9579834000324,1.0733111000154167,return,0.7635426999768242,205.09048190002795,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,3,2,3,2,0,36,,train_dim1_1,19,30,2,0,2,0,,,,,,,,,0,0,0,0,0,18,18,18,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,208.52159880002728,208.52159880002728,208.52159880002728,208.52159880002728,208.52159880002728,right,0.6221066999714822,18,0,0,99,0.0,-0.16,right,0.5031941999914125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,3,2,3,2,0,36,,train_dim1_1,19,30,2,0,2,0,,,,,,,,,0,0,0,0,0,18,18,18,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,209.15045760001522,209.15045760001522,209.15045760001522,209.15045760001522,209.15045760001522,return,0.335868299996946,19,0,0,1,0.0,-0.16,return,0.2130580999655649,0,44,0.0,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,1,0,1,0,0,16,,train_dim1_1,20,30,2,0,2,0,,,,,,,,,0,0,0,0,0,19,19,19,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/16.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/36.png,36,0,21,,,,,,,30,,,,,,,,214.4300694000558,214.4300694000558,214.4300694000558,214.4300694000558,214.4300694000558,right,0.6843884999980219,19,0,0,99,-0.08,-0.32,right,0.5062233999487944,,,,,212.77330960001564,0,-0.16,0.0,0.16,-0.16,0,-0.08,0,-0.16,211.2008120000246,211.2008120000246,211.2008120000246,211.2008120000246,211.2008120000246,211.2008120000246,211.2008120000246,211.2008120000246,211.07393499999307,1.8460388000239618,return,1.5347459000186063,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,1,0,1,0,0,16,,train_dim1_1,20,30,2,0,2,0,,,,,,,,,0,0,0,0,0,19,19,19,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,215.0957991000032,215.0957991000032,215.0957991000032,215.0957991000032,215.0957991000032,left,0.850555999961216,19,0,0,99,-0.16,-0.32,left,0.7092660000198521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,0,1,0,1,0,0,16,,train_dim1_1,20,30,2,0,2,0,,,,,,,,,0,0,0,0,0,19,19,19,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,215.93646210001316,215.93646210001316,215.93646210001316,215.93646210001316,215.93646210001316,return,0.3093519000103697,20,0,0,1,-0.16,-0.32,return,0.18534040002850816,0,44,-0.16,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,4,2,6,2,2,0,36,,train_dim1_1,21,30,2,0,2,0,,,,,,,,,0,0,0,0,0,20,20,20,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/36.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/16.png,16,0,22,,,,,,,30,,,,,,,,220.3573621000396,220.3573621000396,220.3573621000396,220.3573621000396,220.3573621000396,right,0.8631922000204213,20,0,0,99,0.24,-0.24,right,0.6797394999885,,,,,218.68989200005308,-0.16,-0.32,0.0,0.0,-0.32,-0.16,-0.16,-0.16,-0.32,217.94013990001986,217.94013990001986,217.94013990001986,217.94013990001986,217.94013990001986,217.94013990001986,217.94013990001986,217.94013990001986,217.84079467002886,1.0143089999910444,return,0.7032289999770001,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,4,2,6,2,2,0,36,,train_dim1_1,21,30,2,0,2,0,,,,,,,,,0,0,0,0,0,20,20,20,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,221.16514750005445,221.16514750005445,221.16514750005445,221.16514750005445,221.16514750005445,right,0.5196339000249282,20,0,0,99,0.32,-0.24,right,0.3983969999826513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,4,2,6,2,2,0,36,,train_dim1_1,21,30,2,0,2,0,,,,,,,,,0,0,0,0,0,20,20,20,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,221.70915860001696,221.70915860001696,221.70915860001696,221.70915860001696,221.70915860001696,return,0.33783940004650503,21,0,0,1,0.32,-0.24,return,0.21604589995695278,0,46,0.32,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,1,0,2,0,1,0,26,,train_dim1_1,22,30,2,0,2,0,,,,,,,,,0,0,0,0,0,21,21,21,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/36.png,36,4,23,,,,,,,30,,,,,,,,225.79581080004573,225.79581080004573,225.79581080004573,225.79581080004573,225.79581080004573,right,2.7663566000410356,21,0,0,99,0.0,-0.4,right,2.5919334999634884,,,,,224.157160200004,0.32,-0.24,0.0,0.16,-0.24,0.32,0.24,0.32,-0.24,223.73814170004334,223.73814170004334,223.73814170004334,223.73814170004334,223.73814170004334,223.73814170004334,223.73814170004334,223.73814170004334,223.6239925000118,0.6886294999858364,return,0.37232379999477416,225.79581080004573,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,1,0,2,0,1,0,26,,train_dim1_1,22,30,2,0,2,0,,,,,,,,,0,0,0,0,0,21,21,21,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,228.55776630004402,228.55776630004402,228.55776630004402,228.55776630004402,228.55776630004402,return,1.6698087999830022,22,0,0,1,0.0,-0.4,return,1.5116312999743968,0,47,0.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
,2,1,7,1,5,0,66,,train_dim1_1,23,30,2,0,2,0,,,,,,,,,0,0,0,0,0,22,22,22,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,26,1,24,,,,,,,30,,,,,,,,235.64170720003312,235.64170720003312,235.64170720003312,235.64170720003312,235.64170720003312,right,0.9482487000059336,22,0,0,99,0.08,-0.32,right,0.7903630000073463,,,,,234.00784830003977,0,-0.4,0.0,0.08,-0.4,0,-0.04,0,-0.4,231.88431140000466,231.88431140000466,231.88431140000466,231.88431140000466,231.88431140000466,231.88431140000466,231.88431140000466,231.88431140000466,231.7907098000287,2.3720014999853447,return,2.0955330999568105,235.64170720003312,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_21h53.21.681,HideSeek_v1,2022.2.5,60.14136829154068,
