trialTrain,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,testlen,version,trial_label,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,alienStim,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,saveACC_choice,corrAns_test,x_movePos_end,y_movePos_end,key_resp_test.keys,key_resp_test.rt,fixation_text.started,image_break_2.started,key_resp_6.started,fixation_text.stopped,key_resp_6.keys,key_resp_6.rt,draw_alienStim,draw_alienID,test_x,nrepcount,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,start_all_time,testround,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide1.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio1.wav,44.4233389000874,44.3762996053556,1,[2.765159400179982],[2.7651711001526564],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h45.22.369,HideSeek_v1,2022.2.5,60.17683563664763,
,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide2.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio2.wav,47.24033040017821,47.22462662006728,2,"[2.765159400179982, 0.7861113001126796]","[0.00029959995299577713, 0.7861198999453336]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h45.22.369,HideSeek_v1,2022.2.5,60.17683563664763,
,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide3.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio3.wav,48.139615199994296,48.12277454009745,3,"[2.765159400179982, 0.7861113001126796, 0.41457100003026426]","[0.00029959995299577713, 0.7861198999453336, 0.414581400109455]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h45.22.369,HideSeek_v1,2022.2.5,60.17683563664763,
,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide4.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio4.wav,48.62239000014961,48.60730270005297,4,"[2.765159400179982, 0.7861113001126796, 0.41457100003026426, 0.28701880015432835]","[0.00029959995299577713, 0.7861198999453336, 0.018332500010728836, 0.28702639997936785]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h45.22.369,HideSeek_v1,2022.2.5,60.17683563664763,
,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide5.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio5.wav,48.97484010015614,48.973819000064395,5,"[2.765159400179982, 0.7861113001126796, 0.41457100003026426, 0.28701880015432835, 0.30003809998743236]","[0.00029959995299577713, 0.7861198999453336, 0.018332500010728836, 0.000246299896389246, 0.3000459000468254]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h45.22.369,HideSeek_v1,2022.2.5,60.17683563664763,
,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide6.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio6.wav,49.34169490006752,49.323200080078095,6,"[2.765159400179982, 0.7861113001126796, 0.41457100003026426, 0.28701880015432835, 0.30003809998743236, 0.27329120016656816]","[0.00029959995299577713, 0.7861198999453336, 0.018332500010728836, 0.000246299896389246, 0.0002700001932680607, 0.27330030011944473]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h45.22.369,HideSeek_v1,2022.2.5,60.17683563664763,
,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide7.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio7.wav,49.67579500004649,49.65750838001259,7,"[2.765159400179982, 0.7861113001126796, 0.41457100003026426, 0.28701880015432835, 0.30003809998743236, 0.27329120016656816, 0.28343469998799264]","[0.00029959995299577713, 0.7861198999453336, 0.018332500010728836, 0.000246299896389246, 0.0002700001932680607, 0.01973200007341802, 0.2834449000656605]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h45.22.369,HideSeek_v1,2022.2.5,60.17683563664763,
,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide8.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio8.wav,50.02860400010832,50.022439400083385,8,"[2.765159400179982, 0.7861113001126796, 0.41457100003026426, 0.28701880015432835, 0.30003809998743236, 0.27329120016656816, 0.28343469998799264, 0.2689952999353409]","[0.00029959995299577713, 0.7861198999453336, 0.018332500010728836, 0.000246299896389246, 0.0002700001932680607, 0.01973200007341802, 0.020074799889698625, 0.26900419988669455]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h45.22.369,HideSeek_v1,2022.2.5,60.17683563664763,
,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide9.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio9.wav,50.36786640016362,50.35772370023187,9,"[2.765159400179982, 0.7861113001126796, 0.41457100003026426, 0.28701880015432835, 0.30003809998743236, 0.27329120016656816, 0.28343469998799264, 0.2689952999353409, 0.2570684999227524]","[0.00029959995299577713, 0.7861198999453336, 0.018332500010728836, 0.000246299896389246, 0.0002700001932680607, 0.01973200007341802, 0.020074799889698625, 0.017384300008416176, 0.25712289987131953]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h45.22.369,HideSeek_v1,2022.2.5,60.17683563664763,
,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide10.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio10.wav,50.690319600049406,50.67322940018494,10,"[2.765159400179982, 0.7861113001126796, 0.41457100003026426, 0.28701880015432835, 0.30003809998743236, 0.27329120016656816, 0.28343469998799264, 0.2689952999353409, 0.2570684999227524, 0.26240809983573854]","[0.00029959995299577713, 0.7861198999453336, 0.018332500010728836, 0.000246299896389246, 0.0002700001932680607, 0.01973200007341802, 0.020074799889698625, 0.017384300008416176, 0.04452689993195236, 0.26241640001535416]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h45.22.369,HideSeek_v1,2022.2.5,60.17683563664763,
