trialTrain,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,testlen,version,trial_label,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,alienStim,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,saveACC_choice,corrAns_test,x_movePos_end,y_movePos_end,key_resp_test.keys,key_resp_test.rt,fixation_text.started,fixation_text.stopped,image_break.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,draw_alienStim,draw_alienID,test_x,nrepcount,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,start_all_time,testround,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide1.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio1.wav,41.95707919995766,41.854415081243495,1,[1.5757526999805123],[1.5757634999463335],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h56.36.088,HideSeek_v1,2022.2.5,60.60969720189929,
,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide2.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio2.wav,43.53144289995544,43.525554859964174,2,"[1.5757526999805123, 0.11446810001507401]","[0.00026350002735853195, 0.1144776000874117]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h56.36.088,HideSeek_v1,2022.2.5,60.60969720189929,
,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide3.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio3.wav,43.72714159998577,43.70771209994564,3,"[1.5757526999805123, 0.11446810001507401, 0.1344899000832811]","[0.00026350002735853195, 0.1144776000874117, 0.13450500008184463]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h56.36.088,HideSeek_v1,2022.2.5,60.60969720189929,
,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide4.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio4.wav,43.943668599938974,43.92704216002021,4,"[1.5757526999805123, 0.11446810001507401, 0.1344899000832811, 0.08154689997900277]","[0.00026350002735853195, 0.1144776000874117, 0.13450500008184463, 0.08155699993949383]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h56.36.088,HideSeek_v1,2022.2.5,60.60969720189929,
,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide5.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio5.wav,44.07265440002084,44.06009284004103,5,"[1.5757526999805123, 0.11446810001507401, 0.1344899000832811, 0.08154689997900277, 0.07283740001730621]","[0.00026350002735853195, 0.1144776000874117, 0.13450500008184463, 0.08155699993949383, 0.07284720009192824]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h56.36.088,HideSeek_v1,2022.2.5,60.60969720189929,
,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide6.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio6.wav,44.227824899950065,44.19023613997269,6,"[1.5757526999805123, 0.11446810001507401, 0.1344899000832811, 0.08154689997900277, 0.07283740001730621, 0.09423419996164739]","[0.00026350002735853195, 0.1144776000874117, 0.13450500008184463, 0.08155699993949383, 0.07284720009192824, 0.09424679994117469]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h56.36.088,HideSeek_v1,2022.2.5,60.60969720189929,
,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide7.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio7.wav,44.37769470002968,44.362139100034256,7,"[1.5757526999805123, 0.11446810001507401, 0.1344899000832811, 0.08154689997900277, 0.07283740001730621, 0.09423419996164739, 0.08429739996790886]","[0.00026350002735853195, 0.1144776000874117, 0.13450500008184463, 0.08155699993949383, 0.07284720009192824, 0.09424679994117469, 0.08430800004862249]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h56.36.088,HideSeek_v1,2022.2.5,60.60969720189929,
,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide8.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio8.wav,44.50602229998913,44.49310253995936,8,"[1.5757526999805123, 0.11446810001507401, 0.1344899000832811, 0.08154689997900277, 0.07283740001730621, 0.09423419996164739, 0.08429739996790886, 0.10624720004852861]","[0.00026350002735853195, 0.1144776000874117, 0.13450500008184463, 0.08155699993949383, 0.07284720009192824, 0.09424679994117469, 0.08430800004862249, 0.10626300005242229]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h56.36.088,HideSeek_v1,2022.2.5,60.60969720189929,
,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide9.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio9.wav,44.67258190002758,44.66036313998047,9,"[1.5757526999805123, 0.11446810001507401, 0.1344899000832811, 0.08154689997900277, 0.07283740001730621, 0.09423419996164739, 0.08429739996790886, 0.10624720004852861, 0.0710018000099808]","[0.00026350002735853195, 0.1144776000874117, 0.13450500008184463, 0.08155699993949383, 0.07284720009192824, 0.09424679994117469, 0.08430800004862249, 0.10626300005242229, 0.07101109996438026]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h56.36.088,HideSeek_v1,2022.2.5,60.60969720189929,
,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide10.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio10.wav,44.784473999985494,44.77319648003904,10,"[1.5757526999805123, 0.11446810001507401, 0.1344899000832811, 0.08154689997900277, 0.07283740001730621, 0.09423419996164739, 0.08429739996790886, 0.10624720004852861, 0.0710018000099808, 0.12776529998518527]","[0.00026350002735853195, 0.1144776000874117, 0.13450500008184463, 0.08155699993949383, 0.07284720009192824, 0.09424679994117469, 0.08430800004862249, 0.10626300005242229, 0.018826100043952465, 0.12777460005600005]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h56.36.088,HideSeek_v1,2022.2.5,60.60969720189929,
