trialInstr,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,trialLength,version,trialTrain,praclen,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,moveLoop_train.thisRepN,moveLoop_train.thisTrialN,moveLoop_train.thisN,moveLoop_train.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,alienStim,instrFile,alienStim_instr,gridImage_instr.started,startPos_3.started,key_instr.started,alienImage_3.started,sounds_1.started,key_instr.keys,key_instr.rt,key_instr.duration,all_x,all_y,FBy_corrSteps,FBy_fixStart,FBx_corrSteps,FBx_fixStart,FBy_pathSize_check,FBx_pathSize_check,gridImage_9.started,alienImageFB_3.started,startPosFB_3.started,keyFB_3.started,pathLine_ydir_2.started,pathLine_xdir_2.started,alienFace_3.started,sounds_2.started,RTFB_instr,keyFB_3.keys,keyFB_3.rt,keyFB_3.duration,draw_alienStim,draw_alienID,test_x,nrepcount,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,gridImage_4.started,startPos.started,movePos.started,key_resp.started,alienImage.started,buttonPress_train,RTchoice_train,cumAcctrain,saveACC_choice,corrAns,x_movePos_end,y_movePos_end,key_resp.keys,key_resp.rt,key_resp.duration,wLy_dir,wLx_dir,x_movePos,y_movePos,text_2.started,text_2.stopped,aft_x_corrPos,aft_y_corrPos,y_pathSize_check,x_pathSize_check,y_pathdirY,x_pathdirY,x_pathdirX,x_corrPos,y_corrPos,gridImage_6.started,alienImageFB_2.started,startPosFB_2.started,movePosFB_2.started,keyFB_2.started,pathLine_xdir.started,pathLine_ydir.started,alienFace.started,sounds_4.started,RT_FBtrain,keyFB_2.keys,keyFB_2.rt,keyFB_2.duration,saveACC_pre,within_saveACC_train,earlystop_wloop,cumAcctrain_check,participant,study_id,session_id,date,expName,psychopyVersion,frameRate,
,3,3,3,8,0,5,66,,train_dim1_1,3,24,2,0,2,0,,,,,,,,,0,0,0,0,0,2,2,2,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,48.06088020000607,48.06088020000607,48.06088020000607,48.06088020000607,48.06088020000607,up,0.21047309995628893,2,0,99,0.08,0.24,up,0.1222169001121074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,3,3,3,8,0,5,66,,train_dim1_1,3,24,2,0,2,0,,,,,,,,,0,0,0,0,0,2,2,2,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,48.27917960006744,48.27917960006744,48.27917960006744,48.27917960006744,48.27917960006744,return,0.4109461000189185,3,0,1,0.08,0.24,return,0.32154850009828806,None,9,0,0.08,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,4,4,4,8,0,4,65,,train_dim1_1,4,24,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,3,5,,,,,,,24,,,,,,,,52.76065930002369,52.76065930002369,52.76065930002369,52.76065930002369,52.76065930002369,up,0.3422016999684274,3,0,99,0.16,0.0,up,0.2653105000499636,None,,,,,51.20900289993733,52.76065930002369,0.08,0.24,0.4,0.0,0.039999999999999994,0.08,0.08,0.08,0.24,50.309124999912456,50.309124999912456,50.309124999912456,50.309124999912456,50.309124999912456,50.309124999912456,50.309124999912456,50.309124999912456,50.29237799998373,1.0676741001661867,return,0.8693113001063466,None,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,4,4,4,8,0,4,65,,train_dim1_1,4,24,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,53.125777000095695,53.125777000095695,53.125777000095695,53.125777000095695,53.125777000095695,up,0.26031899987719953,3,0,99,0.16,0.08,up,0.15980800008401275,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,4,4,4,8,0,4,65,,train_dim1_1,4,24,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,53.376820999896154,53.376820999896154,53.376820999896154,53.376820999896154,53.376820999896154,up,0.2274664998985827,3,0,99,0.16,0.16,up,0.14664600021205842,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,4,4,4,8,0,4,65,,train_dim1_1,4,24,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,53.61046290001832,53.61046290001832,53.61046290001832,53.61046290001832,53.61046290001832,up,0.21062440006062388,3,0,99,0.16,0.24,up,0.12898390018381178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,4,4,4,8,0,4,65,,train_dim1_1,4,24,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,53.84241380007006,53.84241380007006,53.84241380007006,53.84241380007006,53.84241380007006,return,0.31060840003192425,4,0,1,0.16,0.24,return,0.2064449000172317,None,13,0,0.16,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,3,4,3,5,0,1,62,,train_dim1_1,5,24,2,0,2,0,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,4,6,,,,,,,24,,,,,,,,57.89229859993793,57.89229859993793,57.89229859993793,57.89229859993793,57.89229859993793,up,0.47488519991748035,4,0,99,0.08,0.0,up,0.371017400175333,None,,,,,56.32544600008987,57.89229859993793,0.16,0.24,0.32,0.0,0.07999999999999999,0.16,0.16,0.16,0.24,55.72565250005573,55.72565250005573,55.72565250005573,55.72565250005573,55.72565250005573,55.72565250005573,55.72565250005573,55.72565250005573,55.70893710008823,0.7347591000143439,return,0.5749280001036823,None,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,3,4,3,5,0,1,62,,train_dim1_1,5,24,2,0,2,0,,,,,,,,,0,0,0,0,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,58.375498600071296,58.375498600071296,58.375498600071296,58.375498600071296,58.375498600071296,return,0.5069715999998152,5,0,1,0.08,0.0,return,0.4162432001903653,None,14,0,0.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,4,0,4,4,0,4,65,,train_dim1_1,6,24,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,3,7,,,,,,,24,,,,,,,,64.16115699987859,64.16115699987859,64.16115699987859,64.16115699987859,64.16115699987859,up,0.4926456001121551,5,0,99,0.16,-0.32,up,0.40362680004909635,None,,,,,62.60905459988862,64.16115699987859,0.08,0,0.08,0.0,-0.04,0.08,0.08,0.08,0,60.442412100033835,60.442412100033835,60.442412100033835,60.442412100033835,60.442412100033835,60.442412100033835,60.442412100033835,60.442412100033835,60.42550840012264,2.2849503001198173,return,2.138652400113642,None,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,4,0,4,4,0,4,65,,train_dim1_1,6,24,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,64.66136260004714,64.66136260004714,64.66136260004714,64.66136260004714,64.66136260004714,up,0.20944310002960265,5,0,99,0.16,-0.24,up,0.12063730019144714,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,4,0,4,4,0,4,65,,train_dim1_1,6,24,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,64.89206960005686,64.89206960005686,64.89206960005686,64.89206960005686,64.89206960005686,up,0.21074080001562834,5,0,99,0.16,-0.15999999999999998,up,0.10172190004959702,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,4,0,4,4,0,4,65,,train_dim1_1,6,24,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,65.09545899997465,65.09545899997465,65.09545899997465,65.09545899997465,65.09545899997465,up,0.2118353999685496,5,0,99,0.16,-0.07999999999999997,up,0.12464490020647645,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,4,0,4,4,0,4,65,,train_dim1_1,6,24,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,65.32556269993074,65.32556269993074,65.32556269993074,65.32556269993074,65.32556269993074,return,0.4268428001087159,6,0,1,0.16,-0.07999999999999997,return,0.331627800129354,None,18,0,0.16,-0.07999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,0,3,0,6,0,3,64,,train_dim1_1,7,24,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,4,8,,,,,,,24,,,,,,,,69.21264000004157,69.21264000004157,69.21264000004157,69.21264000004157,69.21264000004157,up,0.3754638999234885,6,0,99,-0.16,-0.08,up,0.29571250011213124,None,,,,,67.65900580002926,69.21264000004157,0.16,-0.08,0.32,0.0,-0.24000000000000002,0.16,0.16,0.16,-0.08,67.30890500009991,67.30890500009991,67.30890500009991,67.30890500009991,67.30890500009991,67.30890500009991,67.30890500009991,67.30890500009991,67.2921141001163,0.468335899990052,return,0.3240854002069682,None,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,0,3,0,6,0,3,64,,train_dim1_1,7,24,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,69.59355510002933,69.59355510002933,69.59355510002933,69.59355510002933,69.59355510002933,up,0.2106453999876976,6,0,99,-0.16,0.0,up,0.12720370013266802,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,0,3,0,6,0,3,64,,train_dim1_1,7,24,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,69.81195629993454,69.81195629993454,69.81195629993454,69.81195629993454,69.81195629993454,up,0.21019260003231466,6,0,99,-0.16,0.08,up,0.11955060018226504,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,0,3,0,6,0,3,64,,train_dim1_1,7,24,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,70.02861539996229,70.02861539996229,70.02861539996229,70.02861539996229,70.02861539996229,return,0.31100840005092323,7,0,1,-0.16,0.08,return,0.21520840004086494,None,21,0,-0.16,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,0,9,,,,,,,24,,,,,,,,74.07534829992801,74.07534829992801,74.07534829992801,74.07534829992801,74.07534829992801,up,0.5251500001177192,7,0,99,0.16,-0.24,up,0.42396720009855926,None,,,,,72.50918289995752,74.07534829992801,-0.16,0.08,0.24,0.0,-0.04,-0.16,-0.16,-0.16,0.08,71.90882909996435,71.90882909996435,71.90882909996435,71.90882909996435,71.90882909996435,71.90882909996435,71.90882909996435,71.90882909996435,71.89182760000693,0.7186239999718964,return,0.5754287000745535,None,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,74.59725930006243,74.59725930006243,74.59725930006243,74.59725930006243,74.59725930006243,up,0.21078439988195896,7,0,99,0.16,-0.15999999999999998,up,0.1270998001564294,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,74.81116999988444,74.81116999988444,74.81116999988444,74.81116999988444,74.81116999988444,up,0.19390069996006787,7,0,99,0.16,-0.07999999999999997,up,0.10516069992445409,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,75.01124930009246,75.01124930009246,75.01124930009246,75.01124930009246,75.01124930009246,up,0.19401930016465485,7,0,99,0.16,2.7755575615628914e-17,up,0.10082280007191002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,75.21105109993368,75.21105109993368,75.21105109993368,75.21105109993368,75.21105109993368,up,0.1613784001674503,7,0,99,0.16,0.08000000000000003,up,0.07199260010384023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,75.3919369999785,75.3919369999785,75.3919369999785,75.3919369999785,75.3919369999785,return,0.26055700005963445,8,0,1,0.16,0.08000000000000003,return,0.16469440003857017,None,26,0,0.16,0.08000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,1,3,1,6,0,3,64,,train_dim1_1,9,24,2,0,2,0,,,,,,,,,0,0,0,0,0,8,8,8,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,4,10,,,,,,,24,,,,,,,,79.39204469998367,79.39204469998367,79.39204469998367,79.39204469998367,79.39204469998367,up,0.3585192000027746,8,0,99,-0.08,-0.08,up,0.2515096999704838,None,,,,,77.82559329993092,79.39204469998367,0.16,0.08,0.4,0.0,-0.12,0.16,0.16,0.16,0.08,77.22552759991959,77.22552759991959,77.22552759991959,77.22552759991959,77.22552759991959,77.22552759991959,77.22552759991959,77.22552759991959,77.20864609996788,0.7348244001623243,return,0.5762537000700831,None,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,1,3,1,6,0,3,64,,train_dim1_1,9,24,2,0,2,0,,,,,,,,,0,0,0,0,0,8,8,8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,79.75880509987473,79.75880509987473,79.75880509987473,79.75880509987473,79.75880509987473,up,0.19253220013342798,8,0,99,-0.08,0.0,up,0.09329010033980012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,1,3,1,6,0,3,64,,train_dim1_1,9,24,2,0,2,0,,,,,,,,,0,0,0,0,0,8,8,8,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,79.9587777000852,79.9587777000852,79.9587777000852,79.9587777000852,79.9587777000852,up,0.15944949979893863,8,0,99,-0.08,0.08,up,0.050999300088733435,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,1,3,1,6,0,3,64,,train_dim1_1,9,24,2,0,2,0,,,,,,,,,0,0,0,0,0,8,8,8,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,80.10987680009566,80.10987680009566,80.10987680009566,80.10987680009566,80.10987680009566,return,0.2776135001331568,9,0,1,-0.08,0.08,return,0.18548110011033714,None,29,0,-0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,0,0,0,4,0,4,65,,train_dim1_1,10,24,2,0,2,0,,,,,,,,,0,0,0,0,0,9,9,9,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,1,11,,,,,,,24,,,,,,,,84.07694679987617,84.07694679987617,84.07694679987617,84.07694679987617,84.07694679987617,up,0.4413870999123901,9,0,99,-0.16,-0.32,up,0.35123690008185804,None,,,,,82.5253196998965,84.07694679987617,-0.08,0.08,0.24,0.0,-0.04,-0.08,-0.08,-0.08,0.08,81.9424854000099,81.9424854000099,81.9424854000099,81.9424854000099,81.9424854000099,81.9424854000099,81.9424854000099,81.9424854000099,81.92533730007708,0.6845058999024332,return,0.5595699001569301,None,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,0,0,0,4,0,4,65,,train_dim1_1,10,24,2,0,2,0,,,,,,,,,0,0,0,0,0,9,9,9,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,84.52601530007087,84.52601530007087,84.52601530007087,84.52601530007087,84.52601530007087,up,0.17705279984511435,9,0,99,-0.16,-0.24,up,0.09067069995217025,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,0,0,0,4,0,4,65,,train_dim1_1,10,24,2,0,2,0,,,,,,,,,0,0,0,0,0,9,9,9,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,84.71055319998413,84.71055319998413,84.71055319998413,84.71055319998413,84.71055319998413,up,0.177938099950552,9,0,99,-0.16,-0.15999999999999998,up,0.08521170006133616,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,0,0,0,4,0,4,65,,train_dim1_1,10,24,2,0,2,0,,,,,,,,,0,0,0,0,0,9,9,9,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,84.89476540009491,84.89476540009491,84.89476540009491,84.89476540009491,84.89476540009491,up,0.17726599983870983,9,0,99,-0.16,-0.07999999999999997,up,0.08470210013911128,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,0,0,0,4,0,4,65,,train_dim1_1,10,24,2,0,2,0,,,,,,,,,0,0,0,0,0,9,9,9,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,85.07597679994069,85.07597679994069,85.07597679994069,85.07597679994069,85.07597679994069,return,0.41102360002696514,10,0,1,-0.16,-0.07999999999999997,return,0.3227038001641631,None,33,0,-0.16,-0.07999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,4,2,4,3,0,1,62,,train_dim1_1,11,24,2,0,2,0,,,,,,,,,0,0,0,0,0,10,10,10,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,0,12,,,,,,,24,,,,,,,,88.92812910000794,88.92812910000794,88.92812910000794,88.92812910000794,88.92812910000794,up,0.5249533001333475,10,0,99,0.16,-0.15999999999999998,up,0.4361268002539873,None,,,,,87.37537860008888,88.92812910000794,-0.16,-0.08,0.32,0.0,-0.24000000000000002,-0.16,-0.16,-0.16,-0.08,87.0586486000102,87.0586486000102,87.0586486000102,87.0586486000102,87.0586486000102,87.0586486000102,87.0586486000102,87.0586486000102,87.0418997999979,0.43437670008279383,return,0.2956740001682192,None,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,4,2,4,3,0,1,62,,train_dim1_1,11,24,2,0,2,0,,,,,,,,,0,0,0,0,0,10,10,10,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,89.46012270008214,89.46012270008214,89.46012270008214,89.46012270008214,89.46012270008214,return,0.42686899984255433,11,0,1,0.16,-0.15999999999999998,return,0.3413814001251012,None,34,0,0.16,-0.15999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,3,0,3,5,0,5,66,,train_dim1_1,12,24,2,0,2,0,,,,,,,,,0,0,0,0,0,11,11,11,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,4,13,,,,,,,24,,,,,,,,93.37503900006413,93.37503900006413,93.37503900006413,93.37503900006413,93.37503900006413,up,0.43976280000060797,11,0,99,0.08,-0.32,up,0.3397246999666095,None,,,,,91.80892320000567,93.37503900006413,0.16,-0.16,0.08,0.0,-0.2,0.16,0.16,0.16,-0.16,91.44214569986798,91.44214569986798,91.44214569986798,91.44214569986798,91.44214569986798,91.44214569986798,91.44214569986798,91.44214569986798,91.42511269999667,0.46832420001737773,return,0.34586400003172457,None,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,3,0,3,5,0,5,66,,train_dim1_1,12,24,2,0,2,0,,,,,,,,,0,0,0,0,0,11,11,11,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,93.8103338999208,93.8103338999208,93.8103338999208,93.8103338999208,93.8103338999208,up,0.3780696999747306,11,0,99,0.08,-0.24,up,0.28355260007083416,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,3,0,3,5,0,5,66,,train_dim1_1,12,24,2,0,2,0,,,,,,,,,0,0,0,0,0,11,11,11,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,94.19364769989625,94.19364769989625,94.19364769989625,94.19364769989625,94.19364769989625,up,0.3766713000368327,11,0,99,0.08,-0.15999999999999998,up,0.2955774001311511,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
,3,0,3,5,0,5,66,,train_dim1_1,12,24,2,0,2,0,,,,,,,,,0,0,0,0,0,11,11,11,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,94.57566470000893,94.57566470000893,94.57566470000893,94.57566470000893,94.57566470000893,up,0.34407140011899173,11,0,99,0.08,-0.07999999999999997,up,0.26062610000371933,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h01.43.362,HideSeek_v1,2023.1.3,60.3110481952949,
