trialInstr,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,trialLength,version,trialTrain,praclen,testlen,trial_label,break_on_off,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,moveLoop_train.thisRepN,moveLoop_train.thisTrialN,moveLoop_train.thisN,moveLoop_train.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,mini_instr2_trials.thisRepN,mini_instr2_trials.thisTrialN,mini_instr2_trials.thisN,mini_instr2_trials.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,alienStim,instrFile,alienStim_instr,gridImage_instr.started,startPos_3.started,key_instr.started,alienImage_3.started,sounds_1.started,key_instr.keys,key_instr.rt,all_x,all_y,FBy_corrSteps,FBy_fixStart,FBx_corrSteps,FBx_fixStart,FBy_pathSize_check,FBx_pathSize_check,gridImage_9.started,alienImageFB_3.started,startPosFB_3.started,keyFB_3.started,pathLine_ydir_2.started,pathLine_xdir_2.started,alienFace_3.started,sounds_2.started,RTFB_instr,keyFB_3.keys,keyFB_3.rt,draw_alienStim,draw_alienID,test_x,nrepcount,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,gridImage_4.started,startPos.started,movePos.started,key_resp.started,alienImage.started,buttonPress_train,RTchoice_train,cumAcctrain,aCorr,saveACC_choice,corrAns,x_movePos_end,y_movePos_end,key_resp.keys,key_resp.rt,wLy_dir,wLx_dir,x_movePos,y_movePos,text_2.started,text_2.stopped,aft_x_corrPos,aft_y_corrPos,y_pathSize_check,x_pathSize_check,y_pathdirY,x_pathdirY,x_pathdirX,x_corrPos,y_corrPos,gridImage_6.started,alienImageFB_2.started,startPosFB_2.started,movePosFB_2.started,keyFB_2.started,pathLine_xdir.started,pathLine_ydir.started,alienFace.started,sounds_4.started,RT_FBtrain,keyFB_2.keys,keyFB_2.rt,saveACC_pre,ACC,within_saveACC_train,earlystop_wloop,cumAcctrain_check,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,corrAns_test,key_resp_test.keys,key_resp_test.rt,text_3.started,text_3.stopped,total_time,end_all_time,key_resp_3.keys,slides_2.started,sounds_3.started,nextButton_2.numClicks,nextButton_2.timesOn,nextButton_2.timesOff,prev_but_2.numClicks,prev_but_2.timesOn,prev_but_2.timesOff,bye.started,bye.stopped,participant,train_first,00_coordinate,starting corner,date,expName,psychopyVersion,frameRate,
,7,4,6,9,-1,5,21,,train_dim2_1,21,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,20,20,20,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1719.7674108999781,1719.7674108999781,1719.7674108999781,1719.7674108999781,1719.7674108999781,return,0.8946243999525905,19,0,0,1,0.32,0.32,return,0.8034785999916494,130,-142,0.32,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,5,4,3,8,-2,4,32,,train_dim2_1,22,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,21,21,21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/32.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/21.png,21,7,23,,,,,,,30,,,,,,,,1724.664442999987,1724.664442999987,1724.664442999987,1724.664442999987,1724.664442999987,up,1.6709688999690115,19,0,0,99,0.24,0.0,up,1.5693047000095248,,,,,1723.0750923999585,1722.231794500025,0.32,0.32,0.4,0.08,0.12,0.32,0.36,0.32,0.32,1722.231794500025,1722.231794500025,1722.231794500025,1722.231794500025,1722.231794500025,1722.231794500025,1722.231794500025,1722.231794500025,1722.220159409987,0.9590968999546021,return,0.8141751999501139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,5,4,3,8,-2,4,32,,train_dim2_1,22,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,21,21,21,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1726.3219594999682,1726.3219594999682,1726.3219594999682,1726.3219594999682,1726.3219594999682,up,0.34167979983612895,19,0,0,99,0.24,0.08,up,0.2665492999367416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,5,4,3,8,-2,4,32,,train_dim2_1,22,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,21,21,21,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1726.6688693999313,1726.6688693999313,1726.6688693999313,1726.6688693999313,1726.6688693999313,up,0.35979289980605245,19,0,0,99,0.24,0.16,up,0.27795340004377067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,5,4,3,8,-2,4,32,,train_dim2_1,22,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,21,21,21,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1727.0358537998982,1727.0358537998982,1727.0358537998982,1727.0358537998982,1727.0358537998982,up,0.32666089991107583,19,0,0,99,0.24,0.24,up,0.2555413998197764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,5,4,3,8,-2,4,32,,train_dim2_1,22,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,21,21,21,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1727.3699813999701,1727.3699813999701,1727.3699813999701,1727.3699813999701,1727.3699813999701,left,0.5935054000001401,19,0,0,99,0.15999999999999998,0.24,left,0.5193110001273453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,5,4,3,8,-2,4,32,,train_dim2_1,22,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,21,21,21,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1727.9698282000609,1727.9698282000609,1727.9698282000609,1727.9698282000609,1727.9698282000609,left,0.6941997001413256,19,0,0,99,0.07999999999999997,0.24,left,0.6214268000330776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,5,4,3,8,-2,4,32,,train_dim2_1,22,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,21,21,21,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1728.6744421001058,1728.6744421001058,1728.6744421001058,1728.6744421001058,1728.6744421001058,left,0.6242209998890758,19,0,0,99,-2.7755575615628914e-17,0.24,left,0.5516210999339819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,5,4,3,8,-2,4,32,,train_dim2_1,22,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,21,21,21,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1729.3045659000054,1729.3045659000054,1729.3045659000054,1729.3045659000054,1729.3045659000054,return,1.8779764999635518,19,1,0,0,-2.7755575615628914e-17,0.24,return,1.7907368999440223,134,-145,-2.7755575615628914e-17,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,9,0,4,1,-5,1,65,,train_dim2_1,23,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,22,22,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/32.png,32,5,24,,,,,,,30,,,,,,,,1740.6325793999713,1740.6325793999713,1740.6325793999713,1740.6325793999713,1740.6325793999713,left,1.9187060999684036,19,1,0,99,0.48000000000000004,-0.4,left,1.826595899881795,,,,,1739.0667763999663,1740.6325793999713,0.08,0.24,0.32,0.16,0.07999999999999999,0.08,0.16,0.08,0.24,1732.7449638999533,1732.7449638999533,1732.7449638999533,1732.7449638999533,1732.7449638999533,1732.7449638999533,1732.7449638999533,1732.7449638999533,1732.7287405800075,6.424562799977139,return,6.300613600062206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,9,0,4,1,-5,1,65,,train_dim2_1,23,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,22,22,22,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1742.5535142999142,1742.5535142999142,1742.5535142999142,1742.5535142999142,1742.5535142999142,left,0.3230727999471128,19,1,0,99,0.4,-0.4,left,0.2490137000568211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,9,0,4,1,-5,1,65,,train_dim2_1,23,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,22,22,22,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1742.8839436999988,1742.8839436999988,1742.8839436999988,1742.8839436999988,1742.8839436999988,left,0.34325610008090734,19,1,0,99,0.32,-0.4,left,0.25778889982029796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,9,0,4,1,-5,1,65,,train_dim2_1,23,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,22,22,22,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1743.232957500033,1743.232957500033,1743.232957500033,1743.232957500033,1743.232957500033,left,0.30992829985916615,19,1,0,99,0.24,-0.4,left,0.239215400069952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,9,0,4,1,-5,1,65,,train_dim2_1,23,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,22,22,22,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1743.549026099965,1743.549026099965,1743.549026099965,1743.549026099965,1743.549026099965,left,0.32699489989317954,19,1,0,99,0.15999999999999998,-0.4,left,0.25336530013009906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,9,0,4,1,-5,1,65,,train_dim2_1,23,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,22,22,22,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1743.8827875000425,1743.8827875000425,1743.8827875000425,1743.8827875000425,1743.8827875000425,up,0.4766303999349475,19,1,0,99,0.15999999999999998,-0.32,up,0.40279709990136325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,9,0,4,1,-5,1,65,,train_dim2_1,23,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,22,22,22,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1744.366841299925,1744.366841299925,1744.366841299925,1744.366841299925,1744.366841299925,return,0.31065110000781715,20,0,0,1,0.15999999999999998,-0.32,return,0.22317099990323186,135,-150,0.15999999999999998,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,8,3,5,6,-3,3,43,,train_dim2_1,24,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,23,23,23,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/43.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,9,25,,,,,,,30,,,,,,,,1748.5109059000388,1748.5109059000388,1748.5109059000388,1748.5109059000388,1748.5109059000388,left,2.636740099871531,20,0,0,99,0.39999999999999997,-0.16,left,2.5503895001020283,,,,,1746.9401762001216,1748.5109059000388,0.16,-0.32,0.08,0.4,-0.36,0.16,0.36000000000000004,0.16,-0.32,1746.2637247999664,1746.2637247999664,1746.2637247999664,1746.2637247999664,1746.2637247999664,1746.2637247999664,1746.2637247999664,1746.2637247999664,1746.2567927400116,0.8028270998038352,return,0.6587090999819338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,8,3,5,6,-3,3,43,,train_dim2_1,24,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,23,23,23,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1751.140866599977,1751.140866599977,1751.140866599977,1751.140866599977,1751.140866599977,left,0.44172869995236397,20,0,0,99,0.31999999999999995,-0.16,left,0.3605889000464231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,8,3,5,6,-3,3,43,,train_dim2_1,24,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,23,23,23,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1751.587354300078,1751.587354300078,1751.587354300078,1751.587354300078,1751.587354300078,left,0.4599221001844853,20,0,0,99,0.23999999999999994,-0.16,left,0.3778275998774916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,8,3,5,6,-3,3,43,,train_dim2_1,24,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,23,23,23,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1752.0549006001092,1752.0549006001092,1752.0549006001092,1752.0549006001092,1752.0549006001092,left,0.4430972000118345,20,0,0,99,0.15999999999999992,-0.16,left,0.3667490999214351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,8,3,5,6,-3,3,43,,train_dim2_1,24,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,23,23,23,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1752.5056775000412,1752.5056775000412,1752.5056775000412,1752.5056775000412,1752.5056775000412,up,1.2275487000588328,20,0,0,99,0.15999999999999992,-0.08,up,1.1532970000989735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,8,3,5,6,-3,3,43,,train_dim2_1,24,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,23,23,23,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1753.7455366000067,1753.7455366000067,1753.7455366000067,1753.7455366000067,1753.7455366000067,up,0.33887839992530644,20,0,0,99,0.15999999999999992,0.0,up,0.2625480000860989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,8,3,5,6,-3,3,43,,train_dim2_1,24,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,23,23,23,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1754.0891346998978,1754.0891346998978,1754.0891346998978,1754.0891346998978,1754.0891346998978,up,0.3435666000004858,20,0,0,99,0.15999999999999992,0.08,up,0.2614212001208216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,8,3,5,6,-3,3,43,,train_dim2_1,24,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,23,23,23,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1754.439168999903,1754.439168999903,1754.439168999903,1754.439168999903,1754.439168999903,return,2.2617144000250846,20,1,0,0,0.15999999999999992,0.08,return,2.176849199924618,138,-154,0.15999999999999992,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,6,1,2,3,-4,2,54,,train_dim2_1,25,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,24,24,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/54.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/43.png,43,8,26,,,,,,,30,,,,,,,,1768.9152947999537,1768.9152947999537,1768.9152947999537,1768.9152947999537,1768.9152947999537,left,1.4707174999639392,20,1,0,99,0.24,-0.32,left,1.3726695000659674,,,,,1767.3402637001127,1768.9152947999537,0.24,0.08,0.24,0.24,-0.04,0.24,0.36,0.24,0.08,1758.2629909000825,1758.2629909000825,1758.2629909000825,1758.2629909000825,1758.2629909000825,1758.2629909000825,1758.2629909000825,1758.2629909000825,1758.2501708800905,9.17645679996349,return,9.053225500043482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,6,1,2,3,-4,2,54,,train_dim2_1,25,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,24,24,24,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1770.3708413999993,1770.3708413999993,1770.3708413999993,1770.3708413999993,1770.3708413999993,left,0.42578109982423484,20,1,0,99,0.15999999999999998,-0.32,left,0.3544400001410395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,6,1,2,3,-4,2,54,,train_dim2_1,25,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,24,24,24,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1770.804334500106,1770.804334500106,1770.804334500106,1770.804334500106,1770.804334500106,left,0.393398400163278,20,1,0,99,0.07999999999999997,-0.32,left,0.3164097999688238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,6,1,2,3,-4,2,54,,train_dim2_1,25,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,24,24,24,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1771.2054439000785,1771.2054439000785,1771.2054439000785,1771.2054439000785,1771.2054439000785,left,0.3926844000816345,20,1,0,99,-2.7755575615628914e-17,-0.32,left,0.31951519986614585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,6,1,2,3,-4,2,54,,train_dim2_1,25,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,24,24,24,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1771.6045564999804,1771.6045564999804,1771.6045564999804,1771.6045564999804,1771.6045564999804,up,1.0274771000258625,20,1,0,99,-2.7755575615628914e-17,-0.24,up,0.9463500999845564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,6,1,2,3,-4,2,54,,train_dim2_1,25,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,24,24,24,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1772.6394919001032,1772.6394919001032,1772.6394919001032,1772.6394919001032,1772.6394919001032,up,0.6758207001257688,20,1,0,99,-2.7755575615628914e-17,-0.15999999999999998,up,0.6050016998779029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,6,1,2,3,-4,2,54,,train_dim2_1,25,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,24,24,24,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1773.325099500129,1773.325099500129,1773.325099500129,1773.325099500129,1773.325099500129,return,1.0754323001019657,21,0,0,1,-2.7755575615628914e-17,-0.15999999999999998,return,1.0038294999394566,140,-158,-2.7755575615628914e-17,-0.15999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,9,3,4,4,-5,1,65,,train_dim2_1,26,30,,,,8,0,8,0,,,,,,,,,0,0,0,0,0,25,25,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/54.png,54,6,27,,,,,,,30,,,,,,,,1778.503236599965,1778.503236599965,1778.503236599965,1778.503236599965,1778.503236599965,left,0.9532240000553429,21,0,0,99,0.48000000000000004,-0.16,left,0.8624095998238772,,,,,1776.9316003001295,1778.503236599965,0,-0.16,0.16,0.32,-0.24,0,0.16,0,-0.16,1775.977235800121,1775.977235800121,1775.977235800121,1775.977235800121,1775.977235800121,1775.977235800121,1775.977235800121,1775.977235800121,1775.964653009968,1.0697719000745565,return,0.9308058000169694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
