trialInstr,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,trialLength,version,trialTrain,praclen,testlen,trial_label,break_on_off,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,moveLoop_train.thisRepN,moveLoop_train.thisTrialN,moveLoop_train.thisN,moveLoop_train.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,mini_instr2_trials.thisRepN,mini_instr2_trials.thisTrialN,mini_instr2_trials.thisN,mini_instr2_trials.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,alienStim,instrFile,alienStim_instr,gridImage_instr.started,startPos_3.started,key_instr.started,alienImage_3.started,sounds_1.started,key_instr.keys,key_instr.rt,all_x,all_y,FBy_corrSteps,FBy_fixStart,FBx_corrSteps,FBx_fixStart,FBy_pathSize_check,FBx_pathSize_check,gridImage_9.started,alienImageFB_3.started,startPosFB_3.started,keyFB_3.started,pathLine_ydir_2.started,pathLine_xdir_2.started,alienFace_3.started,sounds_2.started,RTFB_instr,keyFB_3.keys,keyFB_3.rt,draw_alienStim,draw_alienID,test_x,nrepcount,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,gridImage_4.started,startPos.started,movePos.started,key_resp.started,alienImage.started,buttonPress_train,RTchoice_train,cumAcctrain,aCorr,saveACC_choice,corrAns,x_movePos_end,y_movePos_end,key_resp.keys,key_resp.rt,wLy_dir,wLx_dir,x_movePos,y_movePos,text_2.started,text_2.stopped,aft_x_corrPos,aft_y_corrPos,y_pathSize_check,x_pathSize_check,y_pathdirY,x_pathdirY,x_pathdirX,x_corrPos,y_corrPos,gridImage_6.started,alienImageFB_2.started,startPosFB_2.started,movePosFB_2.started,keyFB_2.started,pathLine_xdir.started,pathLine_ydir.started,alienFace.started,sounds_4.started,RT_FBtrain,keyFB_2.keys,keyFB_2.rt,saveACC_pre,ACC,within_saveACC_train,earlystop_wloop,cumAcctrain_check,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,corrAns_test,key_resp_test.keys,key_resp_test.rt,text_3.started,text_3.stopped,total_time,end_all_time,key_resp_3.keys,slides_2.started,sounds_3.started,nextButton_2.numClicks,nextButton_2.timesOn,nextButton_2.timesOff,prev_but_2.numClicks,prev_but_2.timesOn,prev_but_2.timesOff,bye.started,bye.stopped,participant,train_first,00_coordinate,starting corner,date,expName,psychopyVersion,frameRate,
,8,3,4,3,-4,0,56,,train_dim1_2,16,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,15,15,15,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1299.8687052000314,1299.8687052000314,1299.8687052000314,1299.8687052000314,1299.8687052000314,return,0.9938822998665273,14,0,0,1,0.15999999999999992,-0.16,return,0.909514200175181,67,-47,0.15999999999999992,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,7,4,6,4,-1,0,26,,train_dim1_2,17,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,16,16,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/56.png,56,8,18,,,,,,,30,,,,,,,,1304.7856125999242,1304.7856125999242,1304.7856125999242,1304.7856125999242,1304.7856125999242,left,0.8379390998743474,14,0,0,99,0.32,-0.08,left,0.7489169999025762,,,,,1303.2220934000798,1304.7856125999242,0.16,-0.16,0.0,0.32,-0.16,0.16,0.32,0.16,-0.16,1302.4279688999522,1302.4279688999522,1302.4279688999522,1302.4279688999522,1302.4279688999522,1302.4279688999522,1302.4279688999522,1302.4279688999522,1302.4053287800402,0.9031399001833051,return,0.7646908999886364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,7,4,6,4,-1,0,26,,train_dim1_2,17,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,16,16,16,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1305.6264615999535,1305.6264615999535,1305.6264615999535,1305.6264615999535,1305.6264615999535,right,1.9100766000337899,14,0,0,99,0.4,-0.08,right,1.8266925001516938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,7,4,6,4,-1,0,26,,train_dim1_2,17,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,16,16,16,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1307.543532300042,1307.543532300042,1307.543532300042,1307.543532300042,1307.543532300042,left,0.610043799970299,14,0,0,99,0.32,-0.08,left,0.5217035000678152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,7,4,6,4,-1,0,26,,train_dim1_2,17,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,16,16,16,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1308.1611009000335,1308.1611009000335,1308.1611009000335,1308.1611009000335,1308.1611009000335,return,0.2936986999120563,15,0,0,1,0.32,-0.08,return,0.20392090012319386,67,-48,0.32,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,7,1,2,1,-5,0,66,,train_dim1_2,18,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,17,17,17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,26,7,19,,,,,,,30,,,,,,,,1312.2422961001284,1312.2422961001284,1312.2422961001284,1312.2422961001284,1312.2422961001284,left,0.7208469000179321,15,0,0,99,0.32,-0.32,left,0.6104691000655293,,,,,1310.6616470001172,1312.2422961001284,0.32,-0.08,0.0,0.08,-0.08,0.32,0.36,0.32,-0.08,1310.019014700083,1310.019014700083,1310.019014700083,1310.019014700083,1310.019014700083,1310.019014700083,1310.019014700083,1310.019014700083,1310.0119312100114,0.7524775001220405,return,0.6259593998547643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,7,1,2,1,-5,0,66,,train_dim1_2,18,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,17,17,17,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1312.9469224999193,1312.9469224999193,1312.9469224999193,1312.9469224999193,1312.9469224999193,left,0.2916298001073301,15,0,0,99,0.24,-0.32,left,0.21726189996115863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,7,1,2,1,-5,0,66,,train_dim1_2,18,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,17,17,17,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1313.2441420999821,1313.2441420999821,1313.2441420999821,1313.2441420999821,1313.2441420999821,left,0.3268099999986589,15,0,0,99,0.15999999999999998,-0.32,left,0.23799800011329353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,7,1,2,1,-5,0,66,,train_dim1_2,18,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,17,17,17,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1313.577008600114,1313.577008600114,1313.577008600114,1313.577008600114,1313.577008600114,left,0.30977210006676614,15,0,0,99,0.07999999999999997,-0.32,left,0.22711909981444478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,7,1,2,1,-5,0,66,,train_dim1_2,18,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,17,17,17,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1313.8937385000754,1313.8937385000754,1313.8937385000754,1313.8937385000754,1313.8937385000754,left,0.3266600000206381,15,0,0,99,-2.7755575615628914e-17,-0.32,left,0.24881629995070398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,7,1,2,1,-5,0,66,,train_dim1_2,18,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,17,17,17,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1314.2273407001048,1314.2273407001048,1314.2273407001048,1314.2273407001048,1314.2273407001048,return,0.4766434000339359,16,0,0,1,-2.7755575615628914e-17,-0.32,return,0.3947909998241812,67,-53,-2.7755575615628914e-17,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,5,3,2,3,-3,0,46,,train_dim1_2,19,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,18,18,18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,7,20,,,,,,,30,,,,,,,,1318.9393782000989,1318.9393782000989,1318.9393782000989,1318.9393782000989,1318.9393782000989,left,1.1184750001411885,16,0,0,99,0.15999999999999998,-0.16,left,1.0192378999199718,,,,,1317.300592900021,1318.9393782000989,0,-0.32,0.0,0.4,-0.32,0,0.2,0,-0.32,1316.2719469999429,1316.2719469999429,1316.2719469999429,1316.2719469999429,1316.2719469999429,1316.2719469999429,1316.2719469999429,1316.2719469999429,1316.249999279948,1.136398300062865,return,0.9980305000208318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,5,3,2,3,-3,0,46,,train_dim1_2,19,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,18,18,18,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1320.0495444000699,1320.0495444000699,1320.0495444000699,1320.0495444000699,1320.0495444000699,left,0.49270040006376803,16,0,0,99,0.07999999999999997,-0.16,left,0.41309379995800555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,5,3,2,3,-3,0,46,,train_dim1_2,19,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,18,18,18,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1320.5543484999798,1320.5543484999798,1320.5543484999798,1320.5543484999798,1320.5543484999798,left,0.5103417998179793,16,0,0,99,-2.7755575615628914e-17,-0.16,left,0.4215859998948872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,5,3,2,3,-3,0,46,,train_dim1_2,19,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,18,18,18,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1321.0669195000082,1321.0669195000082,1321.0669195000082,1321.0669195000082,1321.0669195000082,return,0.5432376000098884,17,0,0,1,-2.7755575615628914e-17,-0.16,return,0.46563169988803566,67,-56,-2.7755575615628914e-17,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,5,1,5,1,0,0,16,,train_dim1_2,20,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,19,19,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/16.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,46,5,21,,,,,,,30,,,,,,,,1325.7370211000089,1325.7370211000089,1325.7370211000089,1325.7370211000089,1325.7370211000089,return,1.2219954999163747,18,0,0,1,0.24,-0.32,return,1.1305517998989671,67,-56,0.24,-0.32,1324.1727917001117,1325.7370211000089,0,-0.16,0.0,0.24,-0.16,0,0.12,0,-0.16,1323.1807657000609,1323.1807657000609,1323.1807657000609,1323.1807657000609,1323.1807657000609,1323.1807657000609,1323.1807657000609,1323.1807657000609,1323.1729249099271,1.102548799943179,return,0.9603943000547588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,9,2,6,2,-3,0,46,,train_dim1_2,21,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,20,20,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/16.png,16,5,22,,,,,,,30,,,,,,,,1331.1055968999863,1331.1055968999863,1331.1055968999863,1331.1055968999863,1331.1055968999863,left,0.9039469000417739,18,0,0,99,0.48000000000000004,-0.24,left,0.8190430998802185,,,,,1329.5439613999333,1331.1055968999863,0.24,-0.32,0.0,0.0,-0.32,0.24,0.24,0.24,-0.32,1328.520183299901,1328.520183299901,1328.520183299901,1328.520183299901,1328.520183299901,1328.520183299901,1328.520183299901,1328.520183299901,1328.5103267100176,1.1363079000730067,return,0.9989672000519931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,9,2,6,2,-3,0,46,,train_dim1_2,21,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,20,20,20,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1332.0105260999408,1332.0105260999408,1332.0105260999408,1332.0105260999408,1332.0105260999408,left,0.34243009984493256,18,0,0,99,0.4,-0.24,left,0.26948349992744625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,9,2,6,2,-3,0,46,,train_dim1_2,21,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,20,20,20,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1332.3597083000932,1332.3597083000932,1332.3597083000932,1332.3597083000932,1332.3597083000932,left,0.32657519984059036,18,0,0,99,0.32,-0.24,left,0.24242660007439554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,9,2,6,2,-3,0,46,,train_dim1_2,21,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,20,20,20,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1332.6931946999393,1332.6931946999393,1332.6931946999393,1332.6931946999393,1332.6931946999393,left,0.626480899984017,18,0,0,99,0.24,-0.24,left,0.5492382999509573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,9,2,6,2,-3,0,46,,train_dim1_2,21,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,20,20,20,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1333.3276013999712,1333.3276013999712,1333.3276013999712,1333.3276013999712,1333.3276013999712,right,2.528637500014156,18,0,0,99,0.32,-0.24,right,2.447911399882287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,9,2,6,2,-3,0,46,,train_dim1_2,21,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,20,20,20,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1335.8672766999807,1335.8672766999807,1335.8672766999807,1335.8672766999807,1335.8672766999807,right,3.194653700105846,18,0,0,99,0.4,-0.24,right,3.1098712999373674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,9,2,6,2,-3,0,46,,train_dim1_2,21,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,20,20,20,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1339.0696445000358,1339.0696445000358,1339.0696445000358,1339.0696445000358,1339.0696445000358,return,1.0427000001072884,18,1,0,0,0.4,-0.24,return,0.9622994000092149,67,-58,0.4,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,6,0,5,0,-1,0,26,,train_dim1_2,22,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,21,21,21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,46,9,23,,,,,,,30,,,,,,,,1344.5849675999489,1344.5849675999489,1344.5849675999489,1344.5849675999489,1344.5849675999489,left,1.2219402000773698,18,1,0,99,0.24,-0.4,left,1.1152667999267578,,,,,1343.0051959000994,1344.5849675999489,0.32,-0.24,0.0,0.24,-0.24,0.32,0.44000000000000006,0.32,-0.24,1341.6897011999972,1341.6897011999972,1341.6897011999972,1341.6897011999972,1341.6897011999972,1341.6897011999972,1341.6897011999972,1341.6897011999972,1341.6713450101206,1.4366015999112278,return,1.2900762998033315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,6,0,5,0,-1,0,26,,train_dim1_2,22,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,21,21,21,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1345.792638400104,1345.792638400104,1345.792638400104,1345.792638400104,1345.792638400104,return,0.34279410005547106,19,0,0,1,0.24,-0.4,return,0.2598848999477923,67,-59,0.24,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,7,1,2,1,-5,0,66,,train_dim1_2,23,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,22,22,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,26,6,24,,,,,,,30,,,,,,,,1351.7251699999906,1351.7251699999906,1351.7251699999906,1351.7251699999906,1351.7251699999906,left,0.7359704999253154,19,0,0,99,0.32,-0.32,left,0.6445152000524104,,,,,1350.1610461999662,1351.7251699999906,0.24,-0.4,0.0,0.08,-0.4,0.24,0.28,0.24,-0.4,1347.7012024000287,1347.7012024000287,1347.7012024000287,1347.7012024000287,1347.7012024000287,1347.7012024000287,1347.7012024000287,1347.7012024000287,1347.692810910009,2.5713738999329507,return,2.44411229994148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,7,1,2,1,-5,0,66,,train_dim1_2,23,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,22,22,22,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1352.4632357000373,1352.4632357000373,1352.4632357000373,1352.4632357000373,1352.4632357000373,left,0.32570960000157356,19,0,0,99,0.24,-0.32,left,0.23984050005674362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,7,1,2,1,-5,0,66,,train_dim1_2,23,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,22,22,22,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1352.7932835000101,1352.7932835000101,1352.7932835000101,1352.7932835000101,1352.7932835000101,left,0.326541599817574,19,0,0,99,0.15999999999999998,-0.32,left,0.25350150000303984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,7,1,2,1,-5,0,66,,train_dim1_2,23,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,22,22,22,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1353.1263749999925,1353.1263749999925,1353.1263749999925,1353.1263749999925,1353.1263749999925,left,0.3267498000059277,19,0,0,99,0.07999999999999997,-0.32,left,0.24467119993641973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,7,1,2,1,-5,0,66,,train_dim1_2,23,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,22,22,22,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1353.4598533001263,1353.4598533001263,1353.4598533001263,1353.4598533001263,1353.4598533001263,left,0.3098724000155926,19,0,0,99,-2.7755575615628914e-17,-0.32,left,0.22860129992477596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
,7,1,2,1,-5,0,66,,train_dim1_2,23,30,,,,5,0,5,0,,,,,,,,,0,0,0,0,0,22,22,22,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,1353.777816100046,1353.777816100046,1353.777816100046,1353.777816100046,1353.777816100046,return,0.5934486000332981,20,0,0,1,-2.7755575615628914e-17,-0.32,return,0.5083228000439703,67,-64,-2.7755575615628914e-17,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D369YD,train_y,red_square,bottom_right,2025-06-27_16h09.06.301,HideSeek_v1,2022.2.5,59.95099600377018,
