trialTrain,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,testlen,version,trial_label,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,mini_instr2_trials.thisRepN,mini_instr2_trials.thisTrialN,mini_instr2_trials.thisN,mini_instr2_trials.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,alienStim,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,saveACC_choice,corrAns_test,x_movePos_end,y_movePos_end,key_resp_test.keys,key_resp_test.rt,fixation_text.started,fixation_text.stopped,draw_alienStim,draw_alienID,test_x,nrepcount,total_time,end_all_time,key_resp_3.keys,slides_2.started,sounds_3.started,nextButton_2.numClicks,nextButton_2.timesOn,nextButton_2.timesOff,prev_but_2.numClicks,prev_but_2.timesOn,prev_but_2.timesOff,bye.started,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
3,3,1,6,4,3,3,34,72,test_exp,train_2D_new,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/34.png,110.32383880007546,110.32383880007546,110.32383880007546,110.32383880007546,110.32383880007546,0,0,return,0.33087519998662174,0,0,0,0.08,-0.32,return,0.20256430003792048,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
3,3,1,6,4,3,3,34,72,test_exp,train_2D_new,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5609743000241,111.62463090009987,stimuli/alien_stimuli/34.png,34,3,3,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
4,3,4,4,5,1,1,52,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/52.png,111.62463090009987,111.62463090009987,111.62463090009987,111.62463090009987,111.62463090009987,0,0,return,0.2461824999190867,0,0,0,0.08,-0.08,return,0.14988619997166097,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
4,3,4,4,5,1,1,52,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.81023460009601,112.86427430005278,stimuli/alien_stimuli/52.png,52,3,4,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
5,2,0,5,4,3,4,35,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/35.png,112.86427430005278,112.86427430005278,112.86427430005278,112.86427430005278,112.86427430005278,0,0,return,0.14656369993463159,0,0,0,0,-0.4,return,0.05049319996032864,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
5,2,0,5,4,3,4,35,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.96058430010453,114.02294170006644,stimuli/alien_stimuli/35.png,35,2,5,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
6,4,1,6,5,2,4,45,72,test_exp,train_2D_repeat,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/45.png,114.02294170006644,114.02294170006644,114.02294170006644,114.02294170006644,114.02294170006644,0,0,return,0.1971708000637591,0,0,0,0.16,-0.32,return,0.10377709998283535,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
6,4,1,6,5,2,4,45,72,test_exp,train_2D_repeat,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.1609358000569,115.22363220003899,stimuli/alien_stimuli/45.png,45,4,6,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
7,3,0,4,0,1,0,51,72,test_exp,train_1D_sec_new,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/51.png,115.22363220003899,115.22363220003899,115.22363220003899,115.22363220003899,115.22363220003899,0,0,return,0.12983280001208186,0,0,0,0.08,-0.4,return,0.010875999927520752,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
7,3,0,4,0,1,0,51,72,test_exp,train_1D_sec_new,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.29413010005374,116.35632560006343,stimuli/alien_stimuli/51.png,51,3,7,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
8,3,2,7,2,4,0,21,72,test_exp,train_1D_sec_repeat,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/21.png,116.35632560006343,116.35632560006343,116.35632560006343,116.35632560006343,116.35632560006343,0,0,return,0.2471498999511823,0,0,0,0.08,-0.24,return,0.15250109997577965,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
8,3,2,7,2,4,0,21,72,test_exp,train_1D_sec_repeat,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.543720100075,117.5969383000629,stimuli/alien_stimuli/21.png,21,3,8,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
9,0,3,2,6,2,3,44,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/44.png,117.5969383000629,117.5969383000629,117.5969383000629,117.5969383000629,117.5969383000629,0,0,return,0.11276149994228035,0,0,0,-0.16,-0.16,return,0.0015946000348776579,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
9,0,3,2,6,2,3,44,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.66070570005104,118.73479730007239,stimuli/alien_stimuli/44.png,44,0,9,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
10,2,1,7,6,5,5,16,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/16.png,118.73479730007239,118.73479730007239,118.73479730007239,118.73479730007239,118.73479730007239,0,0,return,0.1957808000734076,0,0,0,0,-0.32,return,0.08050959999673069,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
10,2,1,7,6,5,5,16,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.85999810008798,119.9280878000427,stimuli/alien_stimuli/16.png,16,2,10,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
11,2,2,2,5,0,3,64,72,test_exp,train_1D_first_repeat,,,,,,,,,,,,,,,,,,,,,0,10,10,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,119.9280878000427,119.9280878000427,119.9280878000427,119.9280878000427,119.9280878000427,0,0,return,0.22919220000039786,0,0,0,0,-0.24,return,0.13321310002356768,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
11,2,2,2,5,0,3,64,72,test_exp,train_1D_first_repeat,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.09359850001056,121.16014550009277,stimuli/alien_stimuli/64.png,64,2,11,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
12,0,2,5,2,5,0,11,72,test_exp,train_1D_sec_new,,,,,,,,,,,,,,,,,,,,,0,11,11,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/11.png,121.16014550009277,121.16014550009277,121.16014550009277,121.16014550009277,121.16014550009277,0,0,return,0.2791865000035614,0,0,0,-0.16,-0.24,return,0.17126390000339597,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
12,0,2,5,2,5,0,11,72,test_exp,train_1D_sec_new,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.37684300006367,122.43623580003623,stimuli/alien_stimuli/11.png,11,0,12,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
13,2,2,2,2,0,0,61,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,12,12,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/61.png,122.43623580003623,122.43623580003623,122.43623580003623,122.43623580003623,122.43623580003623,0,0,return,0.2802073999773711,1,0,1,0,-0.24,return,0.18814149999525398,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
13,2,2,2,2,0,0,61,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.66049949999433,123.69759049999993,stimuli/alien_stimuli/61.png,61,2,13,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
14,3,3,3,8,0,5,66,72,test_exp,train_1D_first_repeat,,,,,,,,,,,,,,,,,,,,,0,13,13,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,123.69759049999993,123.69759049999993,123.69759049999993,123.69759049999993,123.69759049999993,0,0,return,0.16399329993873835,1,0,0,0.08,-0.16,return,0.09676800004672259,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
14,3,3,3,8,0,5,66,72,test_exp,train_1D_first_repeat,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.82842220005114,124.91116030002013,stimuli/alien_stimuli/66.png,66,3,14,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
15,4,3,9,7,5,4,15,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,14,14,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/15.png,124.91116030002013,124.91116030002013,124.91116030002013,124.91116030002013,124.91116030002013,0,0,return,0.36265290004666895,1,0,0,0.16,-0.16,return,0.26016589999198914,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
15,4,3,9,7,5,4,15,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.21024540008511,126.27231030003168,stimuli/alien_stimuli/15.png,15,4,15,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
16,1,4,2,7,1,3,54,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,15,15,15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/54.png,126.27231030003168,126.27231030003168,126.27231030003168,126.27231030003168,126.27231030003168,0,0,return,0.26223609992302954,1,0,0,-0.08,-0.08,return,0.1697153999703005,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
16,1,4,2,7,1,3,54,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.4777304000454,127.5666140000103,stimuli/alien_stimuli/54.png,54,1,16,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
17,2,3,7,5,5,2,13,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,16,16,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/13.png,127.5666140000103,127.5666140000103,127.5666140000103,127.5666140000103,127.5666140000103,0,0,return,0.22923609998542815,1,0,0,0,-0.16,return,0.11817669996526092,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
17,2,3,7,5,5,2,13,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.7271413000999,128.78773130010813,stimuli/alien_stimuli/13.png,13,2,17,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
18,4,1,7,2,3,1,32,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,17,17,17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/32.png,128.78773130010813,128.78773130010813,128.78773130010813,128.78773130010813,128.78773130010813,0,0,return,0.5966597999213263,1,0,0,0.16,-0.32,return,0.5006930000381544,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
18,4,1,7,2,3,1,32,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.32735310005955,130.38739270006772,stimuli/alien_stimuli/32.png,32,4,18,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
19,1,1,5,4,4,3,24,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,18,18,18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/24.png,130.38739270006772,130.38739270006772,130.38739270006772,130.38739270006772,130.38739270006772,0,0,return,0.4138840000377968,1,0,0,-0.08,-0.32,return,0.321692300029099,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
19,1,1,5,4,4,3,24,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.74420760001522,131.80164810002316,stimuli/alien_stimuli/24.png,24,1,19,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
20,1,2,1,6,0,4,65,72,test_exp,train_1D_first_new,,,,,,,,,,,,,,,,,,,,,0,19,19,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,131.80164810002316,131.80164810002316,131.80164810002316,131.80164810002316,131.80164810002316,0,0,return,0.5469587000552565,1,0,0,-0.08,-0.24,return,0.4466964000603184,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
20,1,2,1,6,0,4,65,72,test_exp,train_1D_first_new,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.29529850010294,133.37704430008307,stimuli/alien_stimuli/65.png,65,1,20,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
21,0,2,3,2,3,0,31,72,test_exp,train_1D_sec_repeat,,,,,,,,,,,,,,,,,,,,,0,20,20,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/31.png,133.37704430008307,133.37704430008307,133.37704430008307,133.37704430008307,133.37704430008307,0,0,return,0.4303568999748677,1,0,0,-0.16,-0.24,return,0.31823109998367727,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
21,0,2,3,2,3,0,31,72,test_exp,train_1D_sec_repeat,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.74293690000195,134.7979221000569,stimuli/alien_stimuli/31.png,31,0,21,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
22,2,4,4,6,2,2,43,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,21,21,21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/43.png,134.7979221000569,134.7979221000569,134.7979221000569,134.7979221000569,134.7979221000569,0,0,return,0.2970752000110224,1,0,0,0,-0.08,return,0.19899149995762855,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
22,2,4,4,6,2,2,43,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.04359060002025,136.10105709999334,stimuli/alien_stimuli/43.png,43,2,22,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
23,2,0,2,1,0,1,62,72,test_exp,train_1D_first_repeat,,,,,,,,,,,,,,,,,,,,,0,22,22,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,136.10105709999334,136.10105709999334,136.10105709999334,136.10105709999334,136.10105709999334,0,0,return,0.4464063999475911,1,0,0,0,-0.4,return,0.35165550000965595,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
23,2,0,2,1,0,1,62,72,test_exp,train_1D_first_repeat,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.49418900010642,137.54785460000858,stimuli/alien_stimuli/62.png,62,2,23,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
24,4,4,8,9,4,5,26,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,23,23,23,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,137.54785460000858,137.54785460000858,137.54785460000858,137.54785460000858,137.54785460000858,0,0,return,0.3462891000090167,1,0,0,0.16,-0.08,return,0.26195049996022135,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
24,4,4,8,9,4,5,26,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.84284719999414,138.89538680005353,stimuli/alien_stimuli/26.png,26,4,24,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
25,0,4,1,8,1,4,55,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,24,24,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/55.png,138.89538680005353,138.89538680005353,138.89538680005353,138.89538680005353,138.89538680005353,0,0,return,0.36330500000622123,1,0,0,-0.16,-0.08,return,0.27930880000349134,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
25,0,4,1,8,1,4,55,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.21046700002626,140.27687580010388,stimuli/alien_stimuli/55.png,55,0,25,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
26,0,1,3,3,3,2,33,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,25,25,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/33.png,140.27687580010388,140.27687580010388,140.27687580010388,140.27687580010388,140.27687580010388,0,0,return,2.330926400027238,1,0,0,-0.16,-0.32,return,2.2331071000080556,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
26,0,1,3,3,3,2,33,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.5449066000292,143.60923729999922,stimuli/alien_stimuli/33.png,33,0,26,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
27,2,4,6,8,4,4,25,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,26,26,26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/25.png,143.60923729999922,143.60923729999922,143.60923729999922,143.60923729999922,143.60923729999922,0,0,return,0.3972772000124678,1,0,0,0,-0.08,return,0.31397400004789233,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
27,2,4,6,8,4,4,25,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.9595668000402,145.02666570001747,stimuli/alien_stimuli/25.png,25,2,27,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
28,1,2,2,4,1,2,53,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,27,27,27,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/53.png,145.02666570001747,145.02666570001747,145.02666570001747,145.02666570001747,145.02666570001747,0,0,return,0.2128044000128284,1,0,0,-0.08,-0.24,return,0.11381010001059622,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
28,1,2,2,4,1,2,53,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.17699680000078,146.22873830003664,stimuli/alien_stimuli/53.png,53,1,28,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
