trialTrain,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,testlen,version,trial_label,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,mini_instr2_trials.thisRepN,mini_instr2_trials.thisTrialN,mini_instr2_trials.thisN,mini_instr2_trials.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,alienStim,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,saveACC_choice,corrAns_test,x_movePos_end,y_movePos_end,key_resp_test.keys,key_resp_test.rt,fixation_text.started,fixation_text.stopped,draw_alienStim,draw_alienID,test_x,nrepcount,total_time,end_all_time,key_resp_3.keys,slides_2.started,sounds_3.started,nextButton_2.numClicks,nextButton_2.timesOn,nextButton_2.timesOff,prev_but_2.numClicks,prev_but_2.timesOn,prev_but_2.timesOff,bye.started,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Slide18.png,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Audio18.wav,70.29197900008876,70.29428658001125,18,"[3.268592400010675, 0.770322100026533, 0.48515119997318834, 0.46908349997829646, 0.8745405999943614, 0.8604201000416651, 0.6903856999706477, 0.5761315000709146, 0.46501200005877763, 1.420696199988015, 4.530058000003919, 5.6848815000848845, 4.926612399984151, 1.922809400013648, 3.5211580999894068, 0.9828849999466911, 0.9991254999767989, 2.218202800024301]","[0.12031110003590584, 0.15226449992042035, 0.16853859997354448, 0.1577991999220103, 0.17546739999670535, 0.17023709998466074, 0.15993920003529638, 0.131582299945876, 0.16993159998673946, 0.16292879998218268, 0.15098380006384104, 0.07618670002557337, 0.13831119996029884, 0.08717319997958839, 0.13198189996182919, 0.11570449999999255, 0.1501196000026539, 2.2182103000814095]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Slide19.png,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Audio19.wav,72.56668810010888,72.56140767999459,19,"[3.268592400010675, 0.770322100026533, 0.48515119997318834, 0.46908349997829646, 0.8745405999943614, 0.8604201000416651, 0.6903856999706477, 0.5761315000709146, 0.46501200005877763, 1.420696199988015, 4.530058000003919, 5.6848815000848845, 4.926612399984151, 1.922809400013648, 3.5211580999894068, 0.9828849999466911, 0.9991254999767989, 2.218202800024301, 6.5596221999730915]","[0.12031110003590584, 0.15226449992042035, 0.16853859997354448, 0.1577991999220103, 0.17546739999670535, 0.17023709998466074, 0.15993920003529638, 0.131582299945876, 0.16993159998673946, 0.16292879998218268, 0.15098380006384104, 0.07618670002557337, 0.13831119996029884, 0.08717319997958839, 0.13198189996182919, 0.11570449999999255, 0.1501196000026539, 0.14213199994992465, 6.559629299910739]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Slide20.png,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Audio20.wav,79.18219780002255,79.17843288003932,20,"[3.268592400010675, 0.770322100026533, 0.48515119997318834, 0.46908349997829646, 0.8745405999943614, 0.8604201000416651, 0.6903856999706477, 0.5761315000709146, 0.46501200005877763, 1.420696199988015, 4.530058000003919, 5.6848815000848845, 4.926612399984151, 1.922809400013648, 3.5211580999894068, 0.9828849999466911, 0.9991254999767989, 2.218202800024301, 6.5596221999730915, 0.9771361999446526]","[0.12031110003590584, 0.15226449992042035, 0.16853859997354448, 0.1577991999220103, 0.17546739999670535, 0.17023709998466074, 0.15993920003529638, 0.131582299945876, 0.16993159998673946, 0.16292879998218268, 0.15098380006384104, 0.07618670002557337, 0.13831119996029884, 0.08717319997958839, 0.13198189996182919, 0.11570449999999255, 0.1501196000026539, 0.14213199994992465, 0.16026929998770356, 0.9771430999971926]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Slide21.png,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Audio21.wav,80.27682810008992,80.27792026000098,21,"[3.268592400010675, 0.770322100026533, 0.48515119997318834, 0.46908349997829646, 0.8745405999943614, 0.8604201000416651, 0.6903856999706477, 0.5761315000709146, 0.46501200005877763, 1.420696199988015, 4.530058000003919, 5.6848815000848845, 4.926612399984151, 1.922809400013648, 3.5211580999894068, 0.9828849999466911, 0.9991254999767989, 2.218202800024301, 6.5596221999730915, 0.9771361999446526, 0.582327299984172]","[0.12031110003590584, 0.15226449992042035, 0.16853859997354448, 0.1577991999220103, 0.17546739999670535, 0.17023709998466074, 0.15993920003529638, 0.131582299945876, 0.16993159998673946, 0.16292879998218268, 0.15098380006384104, 0.07618670002557337, 0.13831119996029884, 0.08717319997958839, 0.13198189996182919, 0.11570449999999255, 0.1501196000026539, 0.14213199994992465, 0.16026929998770356, 0.08202450000680983, 0.5823339999187738]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Slide22.png,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Audio22.wav,80.98232480010483,80.97748806003948,22,"[3.268592400010675, 0.770322100026533, 0.48515119997318834, 0.46908349997829646, 0.8745405999943614, 0.8604201000416651, 0.6903856999706477, 0.5761315000709146, 0.46501200005877763, 1.420696199988015, 4.530058000003919, 5.6848815000848845, 4.926612399984151, 1.922809400013648, 3.5211580999894068, 0.9828849999466911, 0.9991254999767989, 2.218202800024301, 6.5596221999730915, 0.9771361999446526, 0.582327299984172, 1.3599654999561608]","[0.12031110003590584, 0.15226449992042035, 0.16853859997354448, 0.1577991999220103, 0.17546739999670535, 0.17023709998466074, 0.15993920003529638, 0.131582299945876, 0.16993159998673946, 0.16292879998218268, 0.15098380006384104, 0.07618670002557337, 0.13831119996029884, 0.08717319997958839, 0.13198189996182919, 0.11570449999999255, 0.1501196000026539, 0.14213199994992465, 0.16026929998770356, 0.08202450000680983, 0.07830559997819364, 1.3599727000109851]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Slide23.png,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Audio23.wav,82.45121980004478,82.44370878997725,23,"[3.268592400010675, 0.770322100026533, 0.48515119997318834, 0.46908349997829646, 0.8745405999943614, 0.8604201000416651, 0.6903856999706477, 0.5761315000709146, 0.46501200005877763, 1.420696199988015, 4.530058000003919, 5.6848815000848845, 4.926612399984151, 1.922809400013648, 3.5211580999894068, 0.9828849999466911, 0.9991254999767989, 2.218202800024301, 6.5596221999730915, 0.9771361999446526, 0.582327299984172, 1.3599654999561608, 7.0741562999319285]","[0.12031110003590584, 0.15226449992042035, 0.16853859997354448, 0.1577991999220103, 0.17546739999670535, 0.17023709998466074, 0.15993920003529638, 0.131582299945876, 0.16993159998673946, 0.16292879998218268, 0.15098380006384104, 0.07618670002557337, 0.13831119996029884, 0.08717319997958839, 0.13198189996182919, 0.11570449999999255, 0.1501196000026539, 0.14213199994992465, 0.16026929998770356, 0.08202450000680983, 0.07830559997819364, 0.10749909991864115, 7.074162799981423]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Slide24.png,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Audio24.wav,89.5791431000689,89.57749518002383,24,"[3.268592400010675, 0.770322100026533, 0.48515119997318834, 0.46908349997829646, 0.8745405999943614, 0.8604201000416651, 0.6903856999706477, 0.5761315000709146, 0.46501200005877763, 1.420696199988015, 4.530058000003919, 5.6848815000848845, 4.926612399984151, 1.922809400013648, 3.5211580999894068, 0.9828849999466911, 0.9991254999767989, 2.218202800024301, 6.5596221999730915, 0.9771361999446526, 0.582327299984172, 1.3599654999561608, 7.0741562999319285, 2.080320999957621]","[0.12031110003590584, 0.15226449992042035, 0.16853859997354448, 0.1577991999220103, 0.17546739999670535, 0.17023709998466074, 0.15993920003529638, 0.131582299945876, 0.16993159998673946, 0.16292879998218268, 0.15098380006384104, 0.07618670002557337, 0.13831119996029884, 0.08717319997958839, 0.13198189996182919, 0.11570449999999255, 0.1501196000026539, 0.14213199994992465, 0.16026929998770356, 0.08202450000680983, 0.07830559997819364, 0.10749909991864115, 0.08010129991453141, 2.0803277998929843]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Slide25.png,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Audio25.wav,91.71451370010618,91.71068918001838,25,"[3.268592400010675, 0.770322100026533, 0.48515119997318834, 0.46908349997829646, 0.8745405999943614, 0.8604201000416651, 0.6903856999706477, 0.5761315000709146, 0.46501200005877763, 1.420696199988015, 4.530058000003919, 5.6848815000848845, 4.926612399984151, 1.922809400013648, 3.5211580999894068, 0.9828849999466911, 0.9991254999767989, 2.218202800024301, 6.5596221999730915, 0.9771361999446526, 0.582327299984172, 1.3599654999561608, 7.0741562999319285, 2.080320999957621, 2.3446442000567913]","[0.12031110003590584, 0.15226449992042035, 0.16853859997354448, 0.1577991999220103, 0.17546739999670535, 0.17023709998466074, 0.15993920003529638, 0.131582299945876, 0.16993159998673946, 0.16292879998218268, 0.15098380006384104, 0.07618670002557337, 0.13831119996029884, 0.08717319997958839, 0.13198189996182919, 0.11570449999999255, 0.1501196000026539, 0.14213199994992465, 0.16026929998770356, 0.08202450000680983, 0.07830559997819364, 0.10749909991864115, 0.08010129991453141, 0.014027800061739981, 2.3446511999936774]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Slide26.png,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Audio26.wav,94.17620980006177,94.16122699002736,26,"[3.268592400010675, 0.770322100026533, 0.48515119997318834, 0.46908349997829646, 0.8745405999943614, 0.8604201000416651, 0.6903856999706477, 0.5761315000709146, 0.46501200005877763, 1.420696199988015, 4.530058000003919, 5.6848815000848845, 4.926612399984151, 1.922809400013648, 3.5211580999894068, 0.9828849999466911, 0.9991254999767989, 2.218202800024301, 6.5596221999730915, 0.9771361999446526, 0.582327299984172, 1.3599654999561608, 7.0741562999319285, 2.080320999957621, 2.3446442000567913, 0.46803659992292523]","[0.12031110003590584, 0.15226449992042035, 0.16853859997354448, 0.1577991999220103, 0.17546739999670535, 0.17023709998466074, 0.15993920003529638, 0.131582299945876, 0.16993159998673946, 0.16292879998218268, 0.15098380006384104, 0.07618670002557337, 0.13831119996029884, 0.08717319997958839, 0.13198189996182919, 0.11570449999999255, 0.1501196000026539, 0.14213199994992465, 0.16026929998770356, 0.08202450000680983, 0.07830559997819364, 0.10749909991864115, 0.08010129991453141, 0.014027800061739981, 2.3446511999936774, 0.4680445999838412]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Slide27.png,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Audio27.wav,94.76658330007922,94.76107516002376,27,"[3.268592400010675, 0.770322100026533, 0.48515119997318834, 0.46908349997829646, 0.8745405999943614, 0.8604201000416651, 0.6903856999706477, 0.5761315000709146, 0.46501200005877763, 1.420696199988015, 4.530058000003919, 5.6848815000848845, 4.926612399984151, 1.922809400013648, 3.5211580999894068, 0.9828849999466911, 0.9991254999767989, 2.218202800024301, 6.5596221999730915, 0.9771361999446526, 0.582327299984172, 1.3599654999561608, 7.0741562999319285, 2.080320999957621, 2.3446442000567913, 0.46803659992292523, 0.9591971000190824]","[0.12031110003590584, 0.15226449992042035, 0.16853859997354448, 0.1577991999220103, 0.17546739999670535, 0.17023709998466074, 0.15993920003529638, 0.131582299945876, 0.16993159998673946, 0.16292879998218268, 0.15098380006384104, 0.07618670002557337, 0.13831119996029884, 0.08717319997958839, 0.13198189996182919, 0.11570449999999255, 0.1501196000026539, 0.14213199994992465, 0.16026929998770356, 0.08202450000680983, 0.07830559997819364, 0.10749909991864115, 0.08010129991453141, 0.014027800061739981, 2.3446511999936774, 0.014329300029203296, 0.9592036000685766]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Slide28.png,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Audio28.wav,95.84135350002907,95.82748249007855,28,"[3.268592400010675, 0.770322100026533, 0.48515119997318834, 0.46908349997829646, 0.8745405999943614, 0.8604201000416651, 0.6903856999706477, 0.5761315000709146, 0.46501200005877763, 1.420696199988015, 4.530058000003919, 5.6848815000848845, 4.926612399984151, 1.922809400013648, 3.5211580999894068, 0.9828849999466911, 0.9991254999767989, 2.218202800024301, 6.5596221999730915, 0.9771361999446526, 0.582327299984172, 1.3599654999561608, 7.0741562999319285, 2.080320999957621, 2.3446442000567913, 0.46803659992292523, 0.9591971000190824, 2.919584700022824]","[0.12031110003590584, 0.15226449992042035, 0.16853859997354448, 0.1577991999220103, 0.17546739999670535, 0.17023709998466074, 0.15993920003529638, 0.131582299945876, 0.16993159998673946, 0.16292879998218268, 0.15098380006384104, 0.07618670002557337, 0.13831119996029884, 0.08717319997958839, 0.13198189996182919, 0.11570449999999255, 0.1501196000026539, 0.14213199994992465, 0.16026929998770356, 0.08202450000680983, 0.07830559997819364, 0.10749909991864115, 0.08010129991453141, 0.014027800061739981, 2.3446511999936774, 0.014329300029203296, 0.9592036000685766, 2.9195908000692725]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Slide29.png,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Audio29.wav,98.81820010009687,98.8106909800088,29,"[3.268592400010675, 0.770322100026533, 0.48515119997318834, 0.46908349997829646, 0.8745405999943614, 0.8604201000416651, 0.6903856999706477, 0.5761315000709146, 0.46501200005877763, 1.420696199988015, 4.530058000003919, 5.6848815000848845, 4.926612399984151, 1.922809400013648, 3.5211580999894068, 0.9828849999466911, 0.9991254999767989, 2.218202800024301, 6.5596221999730915, 0.9771361999446526, 0.582327299984172, 1.3599654999561608, 7.0741562999319285, 2.080320999957621, 2.3446442000567913, 0.46803659992292523, 0.9591971000190824, 2.919584700022824, 1.0910833000671118]","[0.12031110003590584, 0.15226449992042035, 0.16853859997354448, 0.1577991999220103, 0.17546739999670535, 0.17023709998466074, 0.15993920003529638, 0.131582299945876, 0.16993159998673946, 0.16292879998218268, 0.15098380006384104, 0.07618670002557337, 0.13831119996029884, 0.08717319997958839, 0.13198189996182919, 0.11570449999999255, 0.1501196000026539, 0.14213199994992465, 0.16026929998770356, 0.08202450000680983, 0.07830559997819364, 0.10749909991864115, 0.08010129991453141, 0.014027800061739981, 2.3446511999936774, 0.014329300029203296, 0.9592036000685766, 0.12019859999418259, 1.091090100002475]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Slide30.png,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Audio30.wav,99.97025350003969,99.96153218003455,30,"[3.268592400010675, 0.770322100026533, 0.48515119997318834, 0.46908349997829646, 0.8745405999943614, 0.8604201000416651, 0.6903856999706477, 0.5761315000709146, 0.46501200005877763, 1.420696199988015, 4.530058000003919, 5.6848815000848845, 4.926612399984151, 1.922809400013648, 3.5211580999894068, 0.9828849999466911, 0.9991254999767989, 2.218202800024301, 6.5596221999730915, 0.9771361999446526, 0.582327299984172, 1.3599654999561608, 7.0741562999319285, 2.080320999957621, 2.3446442000567913, 0.46803659992292523, 0.9591971000190824, 2.919584700022824, 1.0910833000671118, 0.6054735000943765]","[0.12031110003590584, 0.15226449992042035, 0.16853859997354448, 0.1577991999220103, 0.17546739999670535, 0.17023709998466074, 0.15993920003529638, 0.131582299945876, 0.16993159998673946, 0.16292879998218268, 0.15098380006384104, 0.07618670002557337, 0.13831119996029884, 0.08717319997958839, 0.13198189996182919, 0.11570449999999255, 0.1501196000026539, 0.14213199994992465, 0.16026929998770356, 0.08202450000680983, 0.07830559997819364, 0.10749909991864115, 0.08010129991453141, 0.014027800061739981, 2.3446511999936774, 0.014329300029203296, 0.9592036000685766, 0.12019859999418259, 0.054303100099787116, 0.6054809000343084]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Slide31.png,conditions/schedules/train_y_first/x_increasing_steps/bottom_left/instructions/Audio31.wav,100.63242710009217,100.62798188005108,31,"[3.268592400010675, 0.770322100026533, 0.48515119997318834, 0.46908349997829646, 0.8745405999943614, 0.8604201000416651, 0.6903856999706477, 0.5761315000709146, 0.46501200005877763, 1.420696199988015, 4.530058000003919, 5.6848815000848845, 4.926612399984151, 1.922809400013648, 3.5211580999894068, 0.9828849999466911, 0.9991254999767989, 2.218202800024301, 6.5596221999730915, 0.9771361999446526, 0.582327299984172, 1.3599654999561608, 7.0741562999319285, 2.080320999957621, 2.3446442000567913, 0.46803659992292523, 0.9591971000190824, 2.919584700022824, 1.0910833000671118, 0.6054735000943765, 4.24458549998235]","[0.12031110003590584, 0.15226449992042035, 0.16853859997354448, 0.1577991999220103, 0.17546739999670535, 0.17023709998466074, 0.15993920003529638, 0.131582299945876, 0.16993159998673946, 0.16292879998218268, 0.15098380006384104, 0.07618670002557337, 0.13831119996029884, 0.08717319997958839, 0.13198189996182919, 0.11570449999999255, 0.1501196000026539, 0.14213199994992465, 0.16026929998770356, 0.08202450000680983, 0.07830559997819364, 0.10749909991864115, 0.08010129991453141, 0.014027800061739981, 2.3446511999936774, 0.014329300029203296, 0.9592036000685766, 0.12019859999418259, 0.054303100099787116, 0.0933182000881061, 4.244592500035651]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
1,3,3,7,4,4,1,22,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/22.png,105.03130520007107,105.03130520007107,105.03130520007107,105.03130520007107,105.03130520007107,0,0,return,2.7949935999931768,0,0,0,0.08,-0.16,return,2.712803400005214,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
1,3,3,7,4,4,1,22,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.77969630004372,108.9127800000133,stimuli/alien_stimuli/22.png,22,3,1,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
2,0,1,0,3,0,2,63,72,test_exp,untrained_1D_first_leftout,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/63.png,108.9127800000133,108.9127800000133,108.9127800000133,108.9127800000133,108.9127800000133,0,0,return,0.4295694000320509,0,0,0,-0.16,-0.32,return,0.2737718999851495,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
2,0,1,0,3,0,2,63,72,test_exp,untrained_1D_first_leftout,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.22721540008206,110.32383880007546,stimuli/alien_stimuli/63.png,63,0,2,,,,,,,,,,,,,A,train_y,x_increasing_steps,bottom_left,2024-10-23_13h38.11.441,HideSeek_v1,2022.2.5,60.12639769574179,
