trialInstr,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,trialLength,version,trialTrain,praclen,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,moveLoop_train.thisRepN,moveLoop_train.thisTrialN,moveLoop_train.thisN,moveLoop_train.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,alienStim,instrFile,alienStim_instr,gridImage_instr.started,startPos_3.started,key_instr.started,alienImage_3.started,sounds_1.started,key_instr.keys,key_instr.rt,key_instr.duration,all_x,all_y,FBy_corrSteps,FBy_fixStart,FBx_corrSteps,FBx_fixStart,FBy_pathSize_check,FBx_pathSize_check,gridImage_9.started,alienImageFB_3.started,startPosFB_3.started,keyFB_3.started,pathLine_ydir_2.started,pathLine_xdir_2.started,alienFace_3.started,sounds_2.started,RTFB_instr,keyFB_3.keys,keyFB_3.rt,keyFB_3.duration,draw_alienStim,draw_alienID,test_x,nrepcount,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,gridImage_4.started,startPos.started,movePos.started,key_resp.started,alienImage.started,buttonPress_train,RTchoice_train,cumAcctrain,saveACC_choice,corrAns,x_movePos_end,y_movePos_end,key_resp.keys,key_resp.rt,key_resp.duration,wLy_dir,wLx_dir,x_movePos,y_movePos,text_2.started,text_2.stopped,aft_x_corrPos,aft_y_corrPos,y_pathSize_check,x_pathSize_check,y_pathdirY,x_pathdirY,x_pathdirX,x_corrPos,y_corrPos,gridImage_6.started,alienImageFB_2.started,startPosFB_2.started,movePosFB_2.started,keyFB_2.started,pathLine_xdir.started,pathLine_ydir.started,alienFace.started,sounds_4.started,RT_FBtrain,keyFB_2.keys,keyFB_2.rt,keyFB_2.duration,saveACC_pre,ACC,within_saveACC_train,earlystop_wloop,cumAcctrain_check,endstatus,url_stopearly,slide_stop.started,key_resp_3.started,participant,study_id,session_id,date,expName,psychopyVersion,frameRate,
,3,4,3,5,0,1,62,,train_dim1_1,5,24,2,0,2,0,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,4,6,,,,,,,24,,,,,,,,43.865502999862656,43.865502999862656,43.865502999862656,43.865502999862656,43.865502999862656,up,0.3249035000335425,4,0,99,0.08,0.0,up,0.23226670012809336,None,,,,,42.298693999880925,43.865502999862656,0.16,0.24,0.32,0.0,0.07999999999999999,0.16,0.16,0.16,0.24,41.948899699840695,41.948899699840695,41.948899699840695,41.948899699840695,41.948899699840695,41.948899699840695,41.948899699840695,41.948899699840695,41.93292496013455,0.5011861000675708,return,0.3180252001620829,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,3,4,3,5,0,1,62,,train_dim1_1,5,24,2,0,2,0,,,,,,,,,0,0,0,0,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,44.18415270000696,44.18415270000696,44.18415270000696,44.18415270000696,44.18415270000696,return,0.5093288000207394,5,0,1,0.08,0.0,return,0.42549280007369816,None,14,0,0.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,0,4,4,0,4,65,,train_dim1_1,6,24,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,3,7,,,,,,,24,,,,,,,,48.467483799904585,48.467483799904585,48.467483799904585,48.467483799904585,48.467483799904585,up,0.5253794000018388,5,0,99,0.16,-0.32,up,0.44613080006092787,None,,,,,46.91570489993319,48.467483799904585,0.08,0,0.08,0.0,-0.04,0.08,0.08,0.08,0,46.25072559993714,46.25072559993714,46.25072559993714,46.25072559993714,46.25072559993714,46.25072559993714,46.25072559993714,46.25072559993714,46.23245154009201,0.7688398999162018,return,0.6455705999396741,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,0,4,4,0,4,65,,train_dim1_1,6,24,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,49.00079089985229,49.00079089985229,49.00079089985229,49.00079089985229,49.00079089985229,up,0.3601533998735249,5,0,99,0.16,-0.24,up,0.2789666000753641,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,0,4,4,0,4,65,,train_dim1_1,6,24,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,49.367949899984524,49.367949899984524,49.367949899984524,49.367949899984524,49.367949899984524,up,0.41068620001897216,5,0,99,0.16,-0.15999999999999998,up,0.3196078999899328,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,0,4,4,0,4,65,,train_dim1_1,6,24,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,49.79912959993817,49.79912959993817,49.79912959993817,49.79912959993817,49.79912959993817,up,0.3770882000681013,5,0,99,0.16,-0.07999999999999997,up,0.2833628002554178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,0,4,4,0,4,65,,train_dim1_1,6,24,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,50.193613999988884,50.193613999988884,50.193613999988884,50.193613999988884,50.193613999988884,return,0.3938601999543607,6,0,1,0.16,-0.07999999999999997,return,0.274411000078544,None,18,0,0.16,-0.07999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,0,3,0,6,0,3,64,,train_dim1_1,7,24,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,4,8,,,,,,,24,,,,,,,,54.115473199868575,54.115473199868575,54.115473199868575,54.115473199868575,54.115473199868575,up,0.573710999917239,6,0,99,-0.16,-0.08,up,0.48084520013071597,None,,,,,52.54861569986679,54.115473199868575,0.16,-0.08,0.32,0.0,-0.24000000000000002,0.16,0.16,0.16,-0.08,52.11534160003066,52.11534160003066,52.11534160003066,52.11534160003066,52.11534160003066,52.11534160003066,52.11534160003066,52.11534160003066,52.09884124007076,0.5351178999990225,return,0.4051870999392122,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,0,3,0,6,0,3,64,,train_dim1_1,7,24,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,54.68503089994192,54.68503089994192,54.68503089994192,54.68503089994192,54.68503089994192,up,0.36009599990211427,6,0,99,-0.16,0.0,up,0.27837680000811815,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,0,3,0,6,0,3,64,,train_dim1_1,7,24,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,55.050093999831006,55.050093999831006,55.050093999831006,55.050093999831006,55.050093999831006,up,0.29365669982507825,6,0,99,-0.16,0.08,up,0.2092838000971824,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,0,3,0,6,0,3,64,,train_dim1_1,7,24,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,55.35149260004982,55.35149260004982,55.35149260004982,55.35149260004982,55.35149260004982,return,0.2773011000826955,7,0,1,-0.16,0.08,return,0.1912276002112776,None,21,0,-0.16,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,0,9,,,,,,,24,,,,,,,,59.21835189987905,59.21835189987905,59.21835189987905,59.21835189987905,59.21835189987905,up,0.641259100055322,7,0,99,0.16,-0.24,up,0.5633853001054376,None,,,,,57.66541270003654,59.21835189987905,-0.16,0.08,0.24,0.0,-0.04,-0.16,-0.16,-0.16,0.08,57.215716999955475,57.215716999955475,57.215716999955475,57.215716999955475,57.215716999955475,57.215716999955475,57.215716999955475,57.215716999955475,57.19975452004001,0.584270799998194,return,0.42779260012321174,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,59.86651899991557,59.86651899991557,59.86651899991557,59.86651899991557,59.86651899991557,up,0.3432420000899583,7,0,99,0.16,-0.15999999999999998,up,0.2532367000821978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,60.21595250000246,60.21595250000246,60.21595250000246,60.21595250000246,60.21595250000246,up,0.3114445998799056,7,0,99,0.16,-0.07999999999999997,up,0.22819950012490153,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,60.53426259988919,60.53426259988919,60.53426259988919,60.53426259988919,60.53426259988919,up,0.29423010000027716,7,0,99,0.16,2.7755575615628914e-17,up,0.20408409996889532,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,60.83707539993338,60.83707539993338,60.83707539993338,60.83707539993338,60.83707539993338,up,0.2603873999323696,7,0,99,0.16,0.08000000000000003,up,0.16790660028345883,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,61.099255400011316,61.099255400011316,61.099255400011316,61.099255400011316,61.099255400011316,return,0.710468600038439,8,0,1,0.16,0.08000000000000003,return,0.6172072002664208,None,26,0,0.16,0.08000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,1,3,1,6,0,3,64,,train_dim1_1,9,24,2,0,2,0,,,,,,,,,0,0,0,0,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,4,10,,,,,,,24,,,,,,,,65.33225269988179,65.33225269988179,65.33225269988179,65.33225269988179,65.33225269988179,up,0.4733669999986887,8,0,99,-0.08,-0.08,up,0.3804518000688404,None,,,,,63.765359999844804,65.33225269988179,0.16,0.08,0.4,0.0,-0.12,0.16,0.16,0.16,0.08,63.366316800005734,63.366316800005734,63.366316800005734,63.366316800005734,63.366316800005734,63.366316800005734,63.366316800005734,63.366316800005734,63.34876643996686,0.5021973999682814,return,0.3790462000761181,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,1,3,1,6,0,3,64,,train_dim1_1,9,24,2,0,2,0,,,,,,,,,0,0,0,0,0,8,8,8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,65.80145410005935,65.80145410005935,65.80145410005935,65.80145410005935,65.80145410005935,up,0.2771302000619471,8,0,99,-0.08,0.0,up,0.18117960006929934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,1,3,1,6,0,3,64,,train_dim1_1,9,24,2,0,2,0,,,,,,,,,0,0,0,0,0,8,8,8,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,66.08510360005312,66.08510360005312,66.08510360005312,66.08510360005312,66.08510360005312,up,0.22689209994859993,8,0,99,-0.08,0.08,up,0.13391450000926852,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,1,3,1,6,0,3,64,,train_dim1_1,9,24,2,0,2,0,,,,,,,,,0,0,0,0,0,8,8,8,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,66.31830259994604,66.31830259994604,66.31830259994604,66.31830259994604,66.31830259994604,return,0.5271759999450296,9,0,1,-0.08,0.08,return,0.44663080014288425,None,29,0,-0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,0,0,0,4,0,4,65,,train_dim1_1,10,24,2,0,2,0,,,,,,,,,0,0,0,0,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,1,11,,,,,,,24,,,,,,,,70.74873710004613,70.74873710004613,70.74873710004613,70.74873710004613,70.74873710004613,up,0.3913856998551637,9,0,99,-0.16,-0.32,up,0.2880991001147777,None,,,,,69.18190509988926,70.74873710004613,-0.08,0.08,0.24,0.0,-0.04,-0.08,-0.08,-0.08,0.08,68.41593909985386,68.41593909985386,68.41593909985386,68.41593909985386,68.41593909985386,68.41593909985386,68.41593909985386,68.41593909985386,68.39922138005494,0.8846603999845684,return,0.748995200265199,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,0,0,0,4,0,4,65,,train_dim1_1,10,24,2,0,2,0,,,,,,,,,0,0,0,0,0,9,9,9,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,71.13487860001624,71.13487860001624,71.13487860001624,71.13487860001624,71.13487860001624,up,0.21024079993367195,9,0,99,-0.16,-0.24,up,0.12228989996947348,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,0,0,0,4,0,4,65,,train_dim1_1,10,24,2,0,2,0,,,,,,,,,0,0,0,0,0,9,9,9,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,71.35009690001607,71.35009690001607,71.35009690001607,71.35009690001607,71.35009690001607,up,0.20971890003420413,9,0,99,-0.16,-0.15999999999999998,up,0.13181880000047386,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,0,0,0,4,0,4,65,,train_dim1_1,10,24,2,0,2,0,,,,,,,,,0,0,0,0,0,9,9,9,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,71.56746100005694,71.56746100005694,71.56746100005694,71.56746100005694,71.56746100005694,up,0.21209509996697307,9,0,99,-0.16,-0.07999999999999997,up,0.12945710006169975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,0,0,0,4,0,4,65,,train_dim1_1,10,24,2,0,2,0,,,,,,,,,0,0,0,0,0,9,9,9,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,71.78638399997726,71.78638399997726,71.78638399997726,71.78638399997726,71.78638399997726,return,0.27723889984190464,10,0,1,-0.16,-0.07999999999999997,return,0.1841134000569582,None,33,0,-0.16,-0.07999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,2,4,3,0,1,62,,train_dim1_1,11,24,2,0,2,0,,,,,,,,,0,0,0,0,0,10,10,10,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,0,12,,,,,,,24,,,,,,,,75.63223410001956,75.63223410001956,75.63223410001956,75.63223410001956,75.63223410001956,up,0.5914129999000579,10,0,99,0.16,-0.15999999999999998,up,0.4995141001418233,None,,,,,74.06528219999745,75.63223410001956,-0.16,-0.08,0.32,0.0,-0.24000000000000002,-0.16,-0.16,-0.16,-0.08,73.63217849982902,73.63217849982902,73.63217849982902,73.63217849982902,73.63217849982902,73.63217849982902,73.63217849982902,73.63217849982902,73.61593138012103,0.551441099960357,return,0.4035690000746399,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,2,4,3,0,1,62,,train_dim1_1,11,24,2,0,2,0,,,,,,,,,0,0,0,0,0,10,10,10,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,76.23232709988952,76.23232709988952,76.23232709988952,76.23232709988952,76.23232709988952,return,0.29272769996896386,11,0,1,0.16,-0.15999999999999998,return,0.18912440002895892,None,34,0,0.16,-0.15999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,3,0,3,5,0,5,66,,train_dim1_1,12,24,2,0,2,0,,,,,,,,,0,0,0,0,0,11,11,11,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,4,13,,,,,,,24,,,,,,,,80.48580739996396,80.48580739996396,80.48580739996396,80.48580739996396,80.48580739996396,up,1.075092100072652,11,0,99,0.08,-0.32,up,0.9857799001038074,None,,,,,78.93180030002259,80.48580739996396,0.16,-0.16,0.08,0.0,-0.2,0.16,0.16,0.16,-0.16,78.06445309985429,78.06445309985429,78.06445309985429,78.06445309985429,78.06445309985429,78.06445309985429,78.06445309985429,78.06445309985429,78.0492492401041,0.9676423000637442,return,0.8354618002194911,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,3,0,3,5,0,5,66,,train_dim1_1,12,24,2,0,2,0,,,,,,,,,0,0,0,0,0,11,11,11,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,81.56758169992827,81.56758169992827,81.56758169992827,81.56758169992827,81.56758169992827,up,0.3763954001478851,11,0,99,0.08,-0.24,up,0.29682729998603463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,3,0,3,5,0,5,66,,train_dim1_1,12,24,2,0,2,0,,,,,,,,,0,0,0,0,0,11,11,11,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,81.94875700003468,81.94875700003468,81.94875700003468,81.94875700003468,81.94875700003468,up,0.4108466999605298,11,0,99,0.08,-0.15999999999999998,up,0.324052199954167,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,3,0,3,5,0,5,66,,train_dim1_1,12,24,2,0,2,0,,,,,,,,,0,0,0,0,0,11,11,11,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,82.36609230004251,82.36609230004251,82.36609230004251,82.36609230004251,82.36609230004251,up,0.34409809997305274,11,0,99,0.08,-0.07999999999999997,up,0.25113150011748075,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,3,0,3,5,0,5,66,,train_dim1_1,12,24,2,0,2,0,,,,,,,,,0,0,0,0,0,11,11,11,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,82.71684999996796,82.71684999996796,82.71684999996796,82.71684999996796,82.71684999996796,return,0.3768531000241637,11,0,0,0.08,-0.07999999999999997,return,0.29453390021808445,None,38,0,0.08,-0.07999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,2,1,2,4,0,3,64,,train_dim1_1,13,24,2,0,2,0,,,,,,,,,0,0,0,0,0,12,12,12,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,3,14,,,,,,,24,,,,,,,,86.56540059996769,86.56540059996769,86.56540059996769,86.56540059996769,86.56540059996769,up,0.3566803999710828,11,0,99,0,-0.24,up,0.25811289995908737,None,,,,,84.99863000004552,86.56540059996769,0.08,0,0.4,0.0,-0.2,0.08,0.08,0.08,0,84.66559599991888,84.66559599991888,84.66559599991888,84.66559599991888,84.66559599991888,84.66559599991888,84.66559599991888,84.66559599991888,84.64936748011968,0.4514240000862628,return,0.3117808001115918,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,2,1,2,4,0,3,64,,train_dim1_1,13,24,2,0,2,0,,,,,,,,,0,0,0,0,0,12,12,12,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,86.91498989984393,86.91498989984393,86.91498989984393,86.91498989984393,86.91498989984393,up,0.29383719991892576,11,0,99,0,-0.15999999999999998,up,0.20240320009179413,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,2,1,2,4,0,3,64,,train_dim1_1,13,24,2,0,2,0,,,,,,,,,0,0,0,0,0,12,12,12,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,87.21549299987964,87.21549299987964,87.21549299987964,87.21549299987964,87.21549299987964,up,0.21082939999178052,11,0,99,0,-0.07999999999999997,up,0.12723489990457892,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,2,1,2,4,0,3,64,,train_dim1_1,13,24,2,0,2,0,,,,,,,,,0,0,0,0,0,12,12,12,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,87.43439509999007,87.43439509999007,87.43439509999007,87.43439509999007,87.43439509999007,return,0.27749130013398826,12,0,1,0,-0.07999999999999997,return,0.182353800162673,None,41,0,0,-0.07999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
