trialInstr,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,trialLength,version,trialTrain,praclen,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,moveLoop_train.thisRepN,moveLoop_train.thisTrialN,moveLoop_train.thisN,moveLoop_train.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,alienStim,instrFile,alienStim_instr,gridImage_instr.started,startPos_3.started,key_instr.started,alienImage_3.started,sounds_1.started,key_instr.keys,key_instr.rt,key_instr.duration,all_x,all_y,FBy_corrSteps,FBy_fixStart,FBx_corrSteps,FBx_fixStart,FBy_pathSize_check,FBx_pathSize_check,gridImage_9.started,alienImageFB_3.started,startPosFB_3.started,keyFB_3.started,pathLine_ydir_2.started,pathLine_xdir_2.started,alienFace_3.started,sounds_2.started,RTFB_instr,keyFB_3.keys,keyFB_3.rt,keyFB_3.duration,draw_alienStim,draw_alienID,test_x,nrepcount,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,gridImage_4.started,startPos.started,movePos.started,key_resp.started,alienImage.started,buttonPress_train,RTchoice_train,cumAcctrain,saveACC_choice,corrAns,x_movePos_end,y_movePos_end,key_resp.keys,key_resp.rt,key_resp.duration,wLy_dir,wLx_dir,x_movePos,y_movePos,text_2.started,text_2.stopped,aft_x_corrPos,aft_y_corrPos,y_pathSize_check,x_pathSize_check,y_pathdirY,x_pathdirY,x_pathdirX,x_corrPos,y_corrPos,gridImage_6.started,alienImageFB_2.started,startPosFB_2.started,movePosFB_2.started,keyFB_2.started,pathLine_xdir.started,pathLine_ydir.started,alienFace.started,sounds_4.started,RT_FBtrain,keyFB_2.keys,keyFB_2.rt,keyFB_2.duration,saveACC_pre,ACC,within_saveACC_train,earlystop_wloop,cumAcctrain_check,endstatus,url_stopearly,slide_stop.started,key_resp_3.started,participant,study_id,session_id,date,expName,psychopyVersion,frameRate,
,4,3,4,7,0,4,65,,train_dim1_1,14,24,2,0,2,0,,,,,,,,,0,0,0,0,0,13,13,13,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,2,15,,,,,,,24,,,,,,,,91.38197800004855,91.38197800004855,91.38197800004855,91.38197800004855,91.38197800004855,up,0.37461649999022484,12,0,99,0.16,-0.08,up,0.283330200240016,None,,,,,89.81557879992761,91.38197800004855,0,-0.08,0.24,0.0,-0.2,0,0.0,0,-0.08,89.28218619991094,89.28218619991094,89.28218619991094,89.28218619991094,89.28218619991094,89.28218619991094,89.28218619991094,89.28218619991094,89.26551928003317,0.6517047001980245,return,0.5145204002037644,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,3,4,7,0,4,65,,train_dim1_1,14,24,2,0,2,0,,,,,,,,,0,0,0,0,0,13,13,13,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,91.7484748000279,91.7484748000279,91.7484748000279,91.7484748000279,91.7484748000279,up,0.2771119000390172,12,0,99,0.16,0.0,up,0.1850344999693334,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,3,4,7,0,4,65,,train_dim1_1,14,24,2,0,2,0,,,,,,,,,0,0,0,0,0,13,13,13,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,92.03262809989974,92.03262809989974,92.03262809989974,92.03262809989974,92.03262809989974,up,0.24419170012697577,12,0,99,0.16,0.08,up,0.1567033000756055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,3,4,7,0,4,65,,train_dim1_1,14,24,2,0,2,0,,,,,,,,,0,0,0,0,0,13,13,13,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,92.29923969996162,92.29923969996162,92.29923969996162,92.29923969996162,92.29923969996162,up,0.22731610015034676,12,0,99,0.16,0.16,up,0.12421970022842288,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,3,4,7,0,4,65,,train_dim1_1,14,24,2,0,2,0,,,,,,,,,0,0,0,0,0,13,13,13,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,92.51849419996142,92.51849419996142,92.51849419996142,92.51849419996142,92.51849419996142,return,0.2939927999395877,13,0,1,0.16,0.16,return,0.19896090007387102,None,45,0,0.16,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,1,0,1,5,0,5,66,,train_dim1_1,15,24,2,0,2,0,,,,,,,,,0,0,0,0,0,14,14,14,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,4,16,,,,,,,24,,,,,,,,96.36648770002648,96.36648770002648,96.36648770002648,96.36648770002648,96.36648770002648,up,0.5754588998388499,13,0,99,-0.08,-0.32,up,0.4889088999480009,None,,,,,94.81526379985735,96.36648770002648,0.16,0.16,0.32,0.0,0.0,0.16,0.16,0.16,0.16,94.3985253998544,94.3985253998544,94.3985253998544,94.3985253998544,94.3985253998544,94.3985253998544,94.3985253998544,94.3985253998544,94.38216842007823,0.5515618999488652,return,0.3946252001915127,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,1,0,1,5,0,5,66,,train_dim1_1,15,24,2,0,2,0,,,,,,,,,0,0,0,0,0,14,14,14,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,96.94855990004726,96.94855990004726,96.94855990004726,96.94855990004726,96.94855990004726,up,0.2931886001024395,13,0,99,-0.08,-0.24,up,0.20419160020537674,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,1,0,1,5,0,5,66,,train_dim1_1,15,24,2,0,2,0,,,,,,,,,0,0,0,0,0,14,14,14,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,97.24801860004663,97.24801860004663,97.24801860004663,97.24801860004663,97.24801860004663,up,0.27677179989404976,13,0,99,-0.08,-0.15999999999999998,up,0.1912609999999404,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,1,0,1,5,0,5,66,,train_dim1_1,15,24,2,0,2,0,,,,,,,,,0,0,0,0,0,14,14,14,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,97.53459559986368,97.53459559986368,97.53459559986368,97.53459559986368,97.53459559986368,up,0.3779814001172781,13,0,99,-0.08,-0.07999999999999997,up,0.2954534001182765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,1,0,1,5,0,5,66,,train_dim1_1,15,24,2,0,2,0,,,,,,,,,0,0,0,0,0,14,14,14,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,97.9189126000274,97.9189126000274,97.9189126000274,97.9189126000274,97.9189126000274,up,0.7436327000614256,13,0,99,-0.08,2.7755575615628914e-17,up,0.6530805001966655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,1,0,1,5,0,5,66,,train_dim1_1,15,24,2,0,2,0,,,,,,,,,0,0,0,0,0,14,14,14,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,98.6665040999651,98.6665040999651,98.6665040999651,98.6665040999651,98.6665040999651,return,0.44383400003425777,14,0,1,-0.08,2.7755575615628914e-17,return,0.36418680008500814,None,50,0,-0.08,2.7755575615628914e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,3,1,3,2,0,1,62,,train_dim1_1,16,24,2,0,2,0,,,,,,,,,0,0,0,0,0,15,15,15,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,1,17,,,,,,,24,,,,,,,,102.73174829990603,102.73174829990603,102.73174829990603,102.73174829990603,102.73174829990603,return,0.4577986001968384,14,0,0,0.08,-0.32,return,0.3598329001106322,None,50,0,0.08,-0.32,101.16492239991203,102.73174829990603,-0.08,0,0.4,0.0,-0.2,-0.08,-0.08,-0.08,0,100.66480119992048,100.66480119992048,100.66480119992048,100.66480119992048,100.66480119992048,100.66480119992048,100.66480119992048,100.66480119992048,100.64881523991934,0.6014306999277323,return,0.47663759998977184,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,0,2,0,7,0,5,66,,train_dim1_1,17,24,2,0,2,0,,,,,,,,,0,0,0,0,0,16,16,16,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,3,18,,,,,,,24,,,,,,,,106.48190460004844,106.48190460004844,106.48190460004844,106.48190460004844,106.48190460004844,return,0.22374950000084937,14,0,0,-0.16,-0.24,return,0.127690700115636,None,50,0,-0.16,-0.24,104.91504099988379,106.48190460004844,0.08,-0.24,0.08,0.0,-0.28,0.08,0.08,0.08,-0.24,104.73178160004318,104.73178160004318,104.73178160004318,104.73178160004318,104.73178160004318,104.73178160004318,104.73178160004318,104.73178160004318,104.71496143997646,0.2854043000843376,return,0.16694379993714392,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,1,2,1,6,0,4,65,,train_dim1_1,18,24,2,0,2,0,,,,,,,,,0,0,0,0,0,17,17,17,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,0,19,,,,,,,24,,,,,,,,110.0820671999827,110.0820671999827,110.0820671999827,110.0820671999827,110.0820671999827,return,0.39074469986371696,14,0,0,-0.08,-0.24,return,0.2962637001182884,None,50,0,-0.08,-0.24,108.5149636999704,110.0820671999827,-0.16,0.16,0.4,0.0,-0.039999999999999994,-0.16,-0.16,-0.16,0.16,108.26545179984532,108.26545179984532,108.26545179984532,108.26545179984532,108.26545179984532,108.26545179984532,108.26545179984532,108.26545179984532,108.23172023999504,0.3692204998806119,return,0.23247940023429692,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,1,4,1,5,0,1,62,,train_dim1_1,19,24,2,0,2,0,,,,,,,,,0,0,0,0,0,18,18,18,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,1,20,,,,,,,24,,,,,,,,113.88157379999757,113.88157379999757,113.88157379999757,113.88157379999757,113.88157379999757,return,0.22377849998883903,14,0,0,-0.08,-0.08,return,0.1309557999484241,None,50,0,-0.08,-0.08,112.31455540005118,113.88157379999757,-0.08,0.08,0.32,0.0,-0.07999999999999999,-0.08,-0.08,-0.08,0.08,112.0155615999829,112.0155615999829,112.0155615999829,112.0155615999829,112.0155615999829,112.0155615999829,112.0155615999829,112.0155615999829,111.99865614008158,0.40118669997900724,return,0.2769442000426352,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,3,2,3,5,0,3,64,,train_dim1_1,20,24,2,0,2,0,,,,,,,,,0,0,0,0,0,19,19,19,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,1,21,,,,,,,24,,,,,,,,117.53155700000934,117.53155700000934,117.53155700000934,117.53155700000934,117.53155700000934,return,0.6905525999609381,14,0,0,0.08,-0.24,return,0.5859884002711624,None,50,0,0.08,-0.24,115.96461609983817,117.53155700000934,-0.08,0,0.08,0.0,-0.04,-0.08,-0.08,-0.08,0,115.6488167999778,115.6488167999778,115.6488167999778,115.6488167999778,115.6488167999778,115.6488167999778,115.6488167999778,115.6488167999778,115.63193754004314,0.41830720007419586,return,0.29539840016514063,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,2,4,2,5,0,1,62,,train_dim1_1,21,24,2,0,2,0,,,,,,,,,0,0,0,0,0,20,20,20,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,3,22,,,,,,,24,,,,,,,,121.74788319994695,121.74788319994695,121.74788319994695,121.74788319994695,121.74788319994695,return,0.49083889997564256,14,0,0,0,-0.08,return,0.38822410022839904,None,50,0,0,-0.08,120.18170469999313,121.74788319994695,0.08,0,0.24,0.0,-0.12,0.08,0.08,0.08,0,119.76549479993992,119.76549479993992,119.76549479993992,119.76549479993992,119.76549479993992,119.76549479993992,119.76549479993992,119.76549479993992,119.74870504010468,0.5184849000070244,return,0.39654290000908077,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,0,1,0,5,0,4,65,,train_dim1_1,22,24,2,0,2,0,,,,,,,,,0,0,0,0,0,21,21,21,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,2,23,,,,,,,24,,,,,,,,125.7487269998528,125.7487269998528,125.7487269998528,125.7487269998528,125.7487269998528,return,0.12337869987823069,14,0,0,-0.16,-0.32,return,0.03145290003158152,None,50,0,-0.16,-0.32,124.18154909997247,125.7487269998528,0,0,0.08,0.0,-0.04,0,0.0,0,0,123.78240430005826,123.78240430005826,123.78240430005826,123.78240430005826,123.78240430005826,123.78240430005826,123.78240430005826,123.78240430005826,123.7648634399753,0.5014674998819828,return,0.3745361000765115,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,2,3,2,6,0,3,64,,train_dim1_1,23,24,2,0,2,0,,,,,,,,,0,0,0,0,0,22,22,22,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,0,24,,,,,,,24,,,,,,,,129.51489649992436,129.51489649992436,129.51489649992436,129.51489649992436,129.51489649992436,return,0.49026589980348945,14,0,0,0,-0.16,return,0.39471499994397163,None,50,0,0,-0.16,127.9478590998333,129.51489649992436,-0.16,0,0.32,0.0,-0.16,-0.16,-0.16,-0.16,0,127.41480859997682,127.41480859997682,127.41480859997682,127.41480859997682,127.41480859997682,127.41480859997682,127.41480859997682,127.41480859997682,127.39792923992499,0.6351408998016268,return,0.5044938002247363,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,1,1,1,6,0,5,66,,train_dim1_1,24,24,2,0,2,0,,,,,,,,,0,0,0,0,0,23,23,23,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,2,25,,,,,,,24,,,,,,,,133.63147399993613,133.63147399993613,133.63147399993613,133.63147399993613,133.63147399993613,return,0.7404182001482695,14,0,0,-0.08,-0.32,return,0.6484195999801159,None,50,0,-0.08,-0.32,132.06477349996567,133.63147399993613,0,0.08,0.24,0.0,-0.04,0,0.0,0,0.08,131.56473909993656,131.56473909993656,131.56473909993656,131.56473909993656,131.56473909993656,131.56473909993656,131.56473909993656,131.56473909993656,131.54837827994487,0.6176756999921054,return,0.47487660008482635,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,2,0,2,1,0,1,62,,train_dim1_1,1,4,2,0,2,0,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,1,26,17,70,58.333333333333336,1,0,1,4,0,conditions/inputTrain_1.2.xlsx,99,1,1,1,0,137.7815711000003,137.7815711000003,137.7815711000003,137.7815711000003,137.7815711000003,up,0.43508370011113584,0,0,99,0,-0.32,up,0.3207906000316143,None,,,,,136.19775609998032,137.7815711000003,-0.08,0.08,0.4,0.0,-0.12,-0.08,-0.08,-0.08,0.08,135.9312541000545,135.9312541000545,135.9312541000545,135.9312541000545,135.9312541000545,135.9312541000545,135.9312541000545,135.9312541000545,135.91496248012407,0.38501870003528893,return,0.2444964002352208,None,0,2.8,0,1,14,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,2,0,2,1,0,1,62,,train_dim1_1,1,4,2,0,2,0,,,,,,,,,1,0,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,138.20324199995957,138.20324199995957,138.20324199995957,138.20324199995957,138.20324199995957,return,0.36020240001380444,1,0,1,0,-0.32,return,0.27540879999287426,None,51,0,0,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,2,2,2,5,0,3,64,,train_dim1_1,2,4,2,0,2,0,,,,,,,,,1,0,1,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,2,1,,,,,,,4,,,,,,,,142.0982309000101,142.0982309000101,142.0982309000101,142.0982309000101,142.0982309000101,up,0.6718955000396818,1,0,99,0,-0.15999999999999998,up,0.576217700028792,None,,,,,140.5312447999604,142.0982309000101,0,-0.32,0.08,0.0,-0.36,0,0.0,0,-0.32,140.131259100046,140.131259100046,140.131259100046,140.131259100046,140.131259100046,140.131259100046,140.131259100046,140.131259100046,140.1149803800974,0.5183738998603076,return,0.3735020002350211,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,2,2,2,5,0,3,64,,train_dim1_1,2,4,2,0,2,0,,,,,,,,,1,0,1,0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,142.7673893000465,142.7673893000465,142.7673893000465,142.7673893000465,142.7673893000465,up,0.36069330014288425,1,0,99,0,-0.07999999999999997,up,0.26562920003198087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,2,2,2,5,0,3,64,,train_dim1_1,2,4,2,0,2,0,,,,,,,,,1,0,1,0,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,143.1347735999152,143.1347735999152,143.1347735999152,143.1347735999152,143.1347735999152,up,0.327078599948436,1,0,99,0,2.7755575615628914e-17,up,0.2459995001554489,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,2,2,2,5,0,3,64,,train_dim1_1,2,4,2,0,2,0,,,,,,,,,1,0,1,0,0,1,1,1,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,143.46735269995406,143.46735269995406,143.46735269995406,143.46735269995406,143.46735269995406,return,0.27759980014525354,2,0,1,0,2.7755575615628914e-17,return,0.18746770010329783,None,54,0,0,2.7755575615628914e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,3,3,3,8,0,5,66,,train_dim1_1,3,4,2,0,2,0,,,,,,,,,1,0,1,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,2,2,,,,,,,4,,,,,,,,147.2981380999554,147.2981380999554,147.2981380999554,147.2981380999554,147.2981380999554,up,0.37432190007530153,2,0,99,0.08,-0.08,up,0.27438870002515614,None,,,,,145.7311219999101,147.2981380999554,0,0,0.24,0.0,-0.12,0,0.0,0,0,145.3143335999921,145.3143335999921,145.3143335999921,145.3143335999921,145.3143335999921,145.3143335999921,145.3143335999921,145.3143335999921,145.2982196801342,0.5342407000716776,return,0.3852074001915753,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,3,3,3,8,0,5,66,,train_dim1_1,3,4,2,0,2,0,,,,,,,,,1,0,1,0,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,147.68193259998225,147.68193259998225,147.68193259998225,147.68193259998225,147.68193259998225,up,0.29368610004894435,2,0,99,0.08,0.0,up,0.18719379999674857,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,3,3,3,8,0,5,66,,train_dim1_1,3,4,2,0,2,0,,,,,,,,,1,0,1,0,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,147.97104349988513,147.97104349988513,147.97104349988513,147.97104349988513,147.97104349988513,up,0.31033540004864335,2,0,99,0.08,0.08,up,0.22247770009562373,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,3,3,3,8,0,5,66,,train_dim1_1,3,4,2,0,2,0,,,,,,,,,1,0,1,0,0,2,2,2,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,148.29816509992816,148.29816509992816,148.29816509992816,148.29816509992816,148.29816509992816,up,0.32588210003450513,2,0,99,0.08,0.16,up,0.22559339995495975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,3,3,3,8,0,5,66,,train_dim1_1,3,4,2,0,2,0,,,,,,,,,1,0,1,0,0,2,2,2,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,148.61386199994013,148.61386199994013,148.61386199994013,148.61386199994013,148.61386199994013,up,0.34320779982954264,2,0,99,0.08,0.24,up,0.2544072000309825,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,3,3,3,8,0,5,66,,train_dim1_1,3,4,2,0,2,0,,,,,,,,,1,0,1,0,0,2,2,2,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,148.96596989990212,148.96596989990212,148.96596989990212,148.96596989990212,148.96596989990212,return,0.32753210002556443,3,0,1,0.08,0.24,return,0.2330545000731945,None,59,0,0.08,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,4,4,8,0,4,65,,train_dim1_1,4,4,2,0,2,0,,,,,,,,,1,0,1,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,3,3,,,,,,,4,,,,,,,,152.83174080005847,152.83174080005847,152.83174080005847,152.83174080005847,152.83174080005847,up,0.723817199934274,3,0,99,0.16,0.0,up,0.6251553001347929,None,,,,,151.26498039998114,152.83174080005847,0.08,0.24,0.4,0.0,0.039999999999999994,0.08,0.08,0.08,0.24,150.85044909990393,150.85044909990393,150.85044909990393,150.85044909990393,150.85044909990393,150.85044909990393,150.85044909990393,150.85044909990393,150.83202273994684,0.5173253000248224,return,0.3820152000989765,None,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
,4,4,4,8,0,4,65,,train_dim1_1,4,4,2,0,2,0,,,,,,,,,1,0,1,0,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,153.54963389993645,153.54963389993645,153.54963389993645,153.54963389993645,153.54963389993645,up,1.02731420006603,3,0,99,0.16,0.08,up,0.9451325002592057,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_16h21.48.545,HideSeek_v1,2023.1.3,60.113566518857226,
