trialInstr,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,trialLength,version,trialTrain,praclen,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,moveLoop_train.thisRepN,moveLoop_train.thisTrialN,moveLoop_train.thisN,moveLoop_train.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,alienStim,instrFile,alienStim_instr,gridImage_instr.started,startPos_3.started,key_instr.started,alienImage_3.started,sounds_1.started,key_instr.keys,key_instr.rt,key_instr.duration,all_x,all_y,FBy_corrSteps,FBy_fixStart,FBx_corrSteps,FBx_fixStart,FBy_pathSize_check,FBx_pathSize_check,gridImage_9.started,alienImageFB_3.started,startPosFB_3.started,keyFB_3.started,pathLine_ydir_2.started,pathLine_xdir_2.started,alienFace_3.started,sounds_2.started,RTFB_instr,keyFB_3.keys,keyFB_3.rt,keyFB_3.duration,draw_alienStim,draw_alienID,test_x,nrepcount,cumAcctrain_check,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,gridImage_4.started,startPos.started,movePos.started,key_resp.started,alienImage.started,buttonPress_train,RTchoice_train,cumAcctrain,saveACC_choice,corrAns,x_movePos_end,y_movePos_end,key_resp.keys,key_resp.rt,key_resp.duration,wLy_dir,wLx_dir,x_movePos,y_movePos,text_2.started,text_2.stopped,aft_x_corrPos,aft_y_corrPos,y_pathSize_check,x_pathSize_check,y_pathdirY,x_pathdirY,x_pathdirX,x_corrPos,y_corrPos,gridImage_6.started,alienImageFB_2.started,startPosFB_2.started,movePosFB_2.started,keyFB_2.started,pathLine_xdir.started,pathLine_ydir.started,alienFace.started,sounds_4.started,RT_FBtrain,keyFB_2.keys,keyFB_2.rt,keyFB_2.duration,saveACC_pre,within_saveACC_train,earlystop_wloop,participant,study_id,session_id,date,expName,psychopyVersion,frameRate,
,3,3,3,8,0,5,66,,train_dim1_1,3,24,2,0,2,0,,,,,,,,,0,0,0,0,0,2,2,2,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,46.70625459984876,46.70625459984876,46.70625459984876,46.70625459984876,46.70625459984876,up,0.2611157998908311,2,0,99,0.08,0.24,up,0.16660959995351732,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,3,3,3,8,0,5,66,,train_dim1_1,3,24,2,0,2,0,,,,,,,,,0,0,0,0,0,2,2,2,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,46.984256099909544,46.984256099909544,46.984256099909544,46.984256099909544,46.984256099909544,return,0.44313959986902773,3,0,1,0.08,0.24,return,0.35070840013213456,None,9,0,0.08,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,4,4,4,8,0,4,65,,train_dim1_1,4,24,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,3,5,,,,,,,,24,,,,,,,,51.11757699982263,51.11757699982263,51.11757699982263,51.11757699982263,51.11757699982263,up,0.356952500063926,3,0,99,0.16,0.0,up,0.2606276001315564,None,,,,,49.55103899980895,51.11757699982263,0.08,0.24,0.4,0.0,0.039999999999999994,0.08,0.08,0.08,0.24,48.97019639983773,48.97019639983773,48.97019639983773,48.97019639983773,48.97019639983773,48.97019639983773,48.97019639983773,48.97019639983773,48.95203293971717,0.6837988002225757,return,0.5522215000819415,None,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,4,4,4,8,0,4,65,,train_dim1_1,4,24,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,51.48424419993535,51.48424419993535,51.48424419993535,51.48424419993535,51.48424419993535,up,0.31014470010995865,3,0,99,0.16,0.08,up,0.21268240013159811,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,4,4,4,8,0,4,65,,train_dim1_1,4,24,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,51.78981149988249,51.78981149988249,51.78981149988249,51.78981149988249,51.78981149988249,up,0.31175530003383756,3,0,99,0.16,0.16,up,0.21455610007978976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,4,4,4,8,0,4,65,,train_dim1_1,4,24,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,52.11751289991662,52.11751289991662,52.11751289991662,52.11751289991662,52.11751289991662,up,0.27635419997386634,3,0,99,0.16,0.24,up,0.18300090031698346,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,4,4,4,8,0,4,65,,train_dim1_1,4,24,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,52.38956979988143,52.38956979988143,52.38956979988143,52.38956979988143,52.38956979988143,return,0.2938673000317067,4,0,1,0.16,0.24,return,0.20207530003972352,None,13,0,0.16,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,3,4,3,5,0,1,62,,train_dim1_1,5,24,2,0,2,0,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,4,6,,,,,,,,24,,,,,,,,56.789407699834555,56.789407699834555,56.789407699834555,56.789407699834555,56.789407699834555,up,0.8749931000638753,4,0,99,0.08,0.0,up,0.791003700112924,None,,,,,55.2342300999444,56.789407699834555,0.16,0.24,0.32,0.0,0.07999999999999999,0.16,0.16,0.16,0.24,54.25114439986646,54.25114439986646,54.25114439986646,54.25114439986646,54.25114439986646,54.25114439986646,54.25114439986646,54.25114439986646,54.23451832986902,1.1013152000959963,return,0.9633099001366645,None,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,3,4,3,5,0,1,62,,train_dim1_1,5,24,2,0,2,0,,,,,,,,,0,0,0,0,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,57.67210470000282,57.67210470000282,57.67210470000282,57.67210470000282,57.67210470000282,return,0.30941809993237257,5,0,1,0.08,0.0,return,0.21662780013866723,None,14,0,0.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,4,0,4,4,0,4,65,,train_dim1_1,6,24,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,3,7,,,,,,,,24,,,,,,,,61.71765539981425,61.71765539981425,61.71765539981425,61.71765539981425,61.71765539981425,up,0.4409574999008328,5,0,99,0.16,-0.32,up,0.3385079000145197,None,,,,,60.15080489986576,61.71765539981425,0.08,0,0.08,0.0,-0.04,0.08,0.08,0.08,0,59.55089179985225,59.55089179985225,59.55089179985225,59.55089179985225,59.55089179985225,59.55089179985225,59.55089179985225,59.55089179985225,59.53455272971186,0.718814899912104,return,0.5752332999836653,None,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,4,0,4,4,0,4,65,,train_dim1_1,6,24,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,62.156434800010175,62.156434800010175,62.156434800010175,62.156434800010175,62.156434800010175,up,0.24407409993000329,5,0,99,0.16,-0.24,up,0.14857740001752973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,4,0,4,4,0,4,65,,train_dim1_1,6,24,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,62.40466849994846,62.40466849994846,62.40466849994846,62.40466849994846,62.40466849994846,up,0.24298810004256666,5,0,99,0.16,-0.15999999999999998,up,0.15956140006892383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,4,0,4,4,0,4,65,,train_dim1_1,6,24,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,62.6555319998879,62.6555319998879,62.6555319998879,62.6555319998879,62.6555319998879,up,0.293937899870798,5,0,99,0.16,-0.07999999999999997,up,0.1992887002415955,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,4,0,4,4,0,4,65,,train_dim1_1,6,24,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,62.96741349995136,62.96741349995136,62.96741349995136,62.96741349995136,62.96741349995136,return,0.32730060000903904,6,0,1,0.16,-0.07999999999999997,return,0.22490830020979047,None,18,0,0.16,-0.07999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,0,3,0,6,0,3,64,,train_dim1_1,7,24,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,4,8,,,,,,,,24,,,,,,,,67.11745639983565,67.11745639983565,67.11745639983565,67.11745639983565,67.11745639983565,up,0.6921601998619735,6,0,99,-0.16,-0.08,up,0.5920866001397371,None,,,,,65.55104479985312,67.11745639983565,0.16,-0.08,0.32,0.0,-0.24000000000000002,0.16,0.16,0.16,-0.08,64.86762639996596,64.86762639996596,64.86762639996596,64.86762639996596,64.86762639996596,64.86762639996596,64.86762639996596,64.86762639996596,64.85109111978672,0.8181815000716597,return,0.661926300264895,None,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,0,3,0,6,0,3,64,,train_dim1_1,7,24,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,67.80668779998086,67.80668779998086,67.80668779998086,67.80668779998086,67.80668779998086,up,0.3594363001175225,6,0,99,-0.16,0.0,up,0.26293190009891987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,0,3,0,6,0,3,64,,train_dim1_1,7,24,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,68.17241899995133,68.17241899995133,68.17241899995133,68.17241899995133,68.17241899995133,up,0.3107648000586778,6,0,99,-0.16,0.08,up,0.21995020029135048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,0,3,0,6,0,3,64,,train_dim1_1,7,24,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,68.49063399992883,68.49063399992883,68.49063399992883,68.49063399992883,68.49063399992883,return,0.3605623000767082,7,0,1,-0.16,0.08,return,0.2639762000180781,None,21,0,-0.16,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,0,9,,,,,,,,24,,,,,,,,72.33438119990751,72.33438119990751,72.33438119990751,72.33438119990751,72.33438119990751,up,0.7072733000386506,7,0,99,0.16,-0.24,up,0.610303400317207,None,,,,,70.76788689987734,72.33438119990751,-0.16,0.08,0.24,0.0,-0.04,-0.16,-0.16,-0.16,0.08,70.41771829989739,70.41771829989739,70.41771829989739,70.41771829989739,70.41771829989739,70.41771829989739,70.41771829989739,70.41771829989739,70.4012294297805,0.46778229996562004,return,0.32411640021018684,None,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,73.05073199979961,73.05073199979961,73.05073199979961,73.05073199979961,73.05073199979961,up,0.32652430003508925,7,0,99,0.16,-0.15999999999999998,up,0.22940370021387935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,73.37198890000582,73.37198890000582,73.37198890000582,73.37198890000582,73.37198890000582,up,0.3603005001787096,7,0,99,0.16,-0.07999999999999997,up,0.26638599997386336,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,73.75088749988936,73.75088749988936,73.75088749988936,73.75088749988936,73.75088749988936,up,0.3108524000272155,7,0,99,0.16,2.7755575615628914e-17,up,0.2023275000974536,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,74.0680762999691,74.0680762999691,74.0680762999691,74.0680762999691,74.0680762999691,up,0.31041919998824596,7,0,99,0.16,0.08000000000000003,up,0.21671590022742748,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,74.38420349988155,74.38420349988155,74.38420349988155,74.38420349988155,74.38420349988155,return,0.3441299998667091,8,0,1,0.16,0.08000000000000003,return,0.23469150019809604,None,26,0,0.16,0.08000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,1,3,1,6,0,3,64,,train_dim1_1,9,24,2,0,2,0,,,,,,,,,0,0,0,0,0,8,8,8,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,4,10,,,,,,,,24,,,,,,,,78.98413339979015,78.98413339979015,78.98413339979015,78.98413339979015,78.98413339979015,up,0.6248558999504894,8,0,99,-0.08,-0.08,up,0.5190235001500696,None,,,,,77.41759189986624,78.98413339979015,0.16,0.08,0.4,0.0,-0.12,0.16,0.16,0.16,0.08,76.28400220000185,76.28400220000185,76.28400220000185,76.28400220000185,76.28400220000185,76.28400220000185,76.28400220000185,76.28400220000185,76.2674764297204,1.2530360999517143,return,1.106425300007686,None,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,1,3,1,6,0,3,64,,train_dim1_1,9,24,2,0,2,0,,,,,,,,,0,0,0,0,0,8,8,8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,79.61766699980944,79.61766699980944,79.61766699980944,79.61766699980944,79.61766699980944,up,0.30979340011253953,8,0,99,-0.08,0.0,up,0.21049050008878112,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,1,3,1,6,0,3,64,,train_dim1_1,9,24,2,0,2,0,,,,,,,,,0,0,0,0,0,8,8,8,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,79.92317419988103,79.92317419988103,79.92317419988103,79.92317419988103,79.92317419988103,up,0.22719600005075336,8,0,99,-0.08,0.08,up,0.13547590002417564,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,1,3,1,6,0,3,64,,train_dim1_1,9,24,2,0,2,0,,,,,,,,,0,0,0,0,0,8,8,8,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,80.16740269982256,80.16740269982256,80.16740269982256,80.16740269982256,80.16740269982256,return,0.36099460022524,9,0,1,-0.08,0.08,return,0.26005080016329885,None,29,0,-0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,0,0,0,4,0,4,65,,train_dim1_1,10,24,2,0,2,0,,,,,,,,,0,0,0,0,0,9,9,9,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,1,11,,,,,,,,24,,,,,,,,84.81739699980244,84.81739699980244,84.81739699980244,84.81739699980244,84.81739699980244,up,0.7917470000684261,9,0,99,-0.16,-0.32,up,0.6953190001659095,None,,,,,83.25078059989028,84.81739699980244,-0.08,0.08,0.24,0.0,-0.04,-0.08,-0.08,-0.08,0.08,82.10106109990738,82.10106109990738,82.10106109990738,82.10106109990738,82.10106109990738,82.10106109990738,82.10106109990738,82.10106109990738,82.08403771985321,1.2855942999012768,return,1.128490500152111,None,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,0,0,0,4,0,4,65,,train_dim1_1,10,24,2,0,2,0,,,,,,,,,0,0,0,0,0,9,9,9,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,85.61748919985257,85.61748919985257,85.61748919985257,85.61748919985257,85.61748919985257,up,0.26002409984357655,9,0,99,-0.16,-0.24,up,0.16724270023405552,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,0,0,0,4,0,4,65,,train_dim1_1,10,24,2,0,2,0,,,,,,,,,0,0,0,0,0,9,9,9,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,85.8841311999131,85.8841311999131,85.8841311999131,85.8841311999131,85.8841311999131,up,0.2926932000555098,9,0,99,-0.16,-0.15999999999999998,up,0.19749030005186796,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,0,0,0,4,0,4,65,,train_dim1_1,10,24,2,0,2,0,,,,,,,,,0,0,0,0,0,9,9,9,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,86.18409210001118,86.18409210001118,86.18409210001118,86.18409210001118,86.18409210001118,up,0.2607130000833422,9,0,99,-0.16,-0.07999999999999997,up,0.1543904000427574,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,0,0,0,4,0,4,65,,train_dim1_1,10,24,2,0,2,0,,,,,,,,,0,0,0,0,0,9,9,9,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,86.45069399988279,86.45069399988279,86.45069399988279,86.45069399988279,86.45069399988279,return,0.3270000999327749,10,0,1,-0.16,-0.07999999999999997,return,0.23051170003600419,None,33,0,-0.16,-0.07999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,4,2,4,3,0,1,62,,train_dim1_1,11,24,2,0,2,0,,,,,,,,,0,0,0,0,0,10,10,10,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,0,12,,,,,,,,24,,,,,,,,90.86726629990153,90.86726629990153,90.86726629990153,90.86726629990153,90.86726629990153,up,0.5084498999640346,10,0,99,0.16,-0.15999999999999998,up,0.414302300196141,None,,,,,89.30060819978826,90.86726629990153,-0.16,-0.08,0.32,0.0,-0.24000000000000002,-0.16,-0.16,-0.16,-0.08,88.32008369988762,88.32008369988762,88.32008369988762,88.32008369988762,88.32008369988762,88.32008369988762,88.32008369988762,88.32008369988762,88.30078273983672,1.0850927999708802,return,0.948205100139603,None,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,4,2,4,3,0,1,62,,train_dim1_1,11,24,2,0,2,0,,,,,,,,,0,0,0,0,0,10,10,10,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,91.3709609999787,91.3709609999787,91.3709609999787,91.3709609999787,91.3709609999787,return,1.0101044999901205,11,0,1,0.16,-0.15999999999999998,return,0.9306159000843763,None,34,0,0.16,-0.15999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,3,0,3,5,0,5,66,,train_dim1_1,12,24,2,0,2,0,,,,,,,,,0,0,0,0,0,11,11,11,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,4,13,,,,,,,,24,,,,,,,,96.01769579993561,96.01769579993561,96.01769579993561,96.01769579993561,96.01769579993561,up,0.42488239984959364,11,0,99,0.08,-0.32,up,0.325587100116536,None,,,,,94.43535319995135,93.95159909990616,0.16,-0.16,0.08,0.0,-0.2,0.16,0.16,0.16,-0.16,93.95159909990616,93.95159909990616,93.95159909990616,93.95159909990616,93.95159909990616,93.95159909990616,93.95159909990616,93.95159909990616,93.93411672979127,0.6027595999184996,return,0.45689560007303953,None,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,3,0,3,5,0,5,66,,train_dim1_1,12,24,2,0,2,0,,,,,,,,,0,0,0,0,0,11,11,11,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,96.45161239989102,96.45161239989102,96.45161239989102,96.45161239989102,96.45161239989102,up,0.2605059000197798,11,0,99,0.08,-0.24,up,0.16248820000328124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,3,0,3,5,0,5,66,,train_dim1_1,12,24,2,0,2,0,,,,,,,,,0,0,0,0,0,11,11,11,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,96.71776599995792,96.71776599995792,96.71776599995792,96.71776599995792,96.71776599995792,up,0.27620500000193715,11,0,99,0.08,-0.15999999999999998,up,0.17236860026605427,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
,3,0,3,5,0,5,66,,train_dim1_1,12,24,2,0,2,0,,,,,,,,,0,0,0,0,0,11,11,11,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,97.01744919992052,97.01744919992052,97.01744919992052,97.01744919992052,97.01744919992052,up,0.24480700003914535,11,0,99,0.08,-0.07999999999999997,up,0.12209300021640956,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h40.09.388,HideSeek_v1,2023.1.3,59.97760434561678,
