beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,start_all_time,testround,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide1.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio1.wav,39.70930280000903,39.635625600453935,1,[3.048866699973587],[3.0488799000158906],0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_22h13.17.951,HideSeek_v1,2022.2.5,59.98559146294874,
0,0,0,0,1,0,1,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide2.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio2.wav,42.751679499982856,42.73468089997768,2,"[3.048866699973587, 0.3230514999595471]","[0.023211899970192462, 0.3230572999455035]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_22h13.17.951,HideSeek_v1,2022.2.5,59.98559146294874,
0,0,0,0,2,0,2,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide3.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio3.wav,43.11836869997205,43.10154874999426,3,"[3.048866699973587, 0.3230514999595471, 0.2852922999882139]","[0.023211899970192462, 0.03545460000168532, 0.2853021000046283]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_22h13.17.951,HideSeek_v1,2022.2.5,59.98559146294874,
0,0,0,0,3,0,3,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide4.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio4.wav,43.45205789996544,43.451794399973004,4,"[3.048866699973587, 0.3230514999595471, 0.2852922999882139, 0.25056950002908707]","[0.023211899970192462, 0.03545460000168532, 0.05021120002493262, 0.2505746000097133]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_22h13.17.951,HideSeek_v1,2022.2.5,59.98559146294874,
0,0,0,0,4,0,4,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide5.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio5.wav,43.740081499970984,43.73543624997256,5,"[3.048866699973587, 0.3230514999595471, 0.2852922999882139, 0.25056950002908707, 0.26062369998544455]","[0.023211899970192462, 0.03545460000168532, 0.05021120002493262, 0.05992369999876246, 0.26063189998967573]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_22h13.17.951,HideSeek_v1,2022.2.5,59.98559146294874,
0,0,0,0,5,0,5,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide6.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio6.wav,44.05140070000198,44.03539844996413,6,"[3.048866699973587, 0.3230514999595471, 0.2852922999882139, 0.25056950002908707, 0.26062369998544455, 0.2546487000072375]","[0.023211899970192462, 0.03545460000168532, 0.05021120002493262, 0.05992369999876246, 0.07107910001650453, 0.2546555000008084]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_22h13.17.951,HideSeek_v1,2022.2.5,59.98559146294874,
0,0,0,0,6,0,6,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide7.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio7.wav,44.34104500000831,44.33490975001478,7,"[3.048866699973587, 0.3230514999595471, 0.2852922999882139, 0.25056950002908707, 0.26062369998544455, 0.2546487000072375, 0.2584991000476293]","[0.023211899970192462, 0.03545460000168532, 0.05021120002493262, 0.05992369999876246, 0.07107910001650453, 0.05840330000501126, 0.25850410002749413]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_22h13.17.951,HideSeek_v1,2022.2.5,59.98559146294874,
0,0,0,0,7,0,7,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide8.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio8.wav,44.65146129997447,44.63523334996426,8,"[3.048866699973587, 0.3230514999595471, 0.2852922999882139, 0.25056950002908707, 0.26062369998544455, 0.2546487000072375, 0.2584991000476293, 0.20657839998602867]","[0.023211899970192462, 0.03545460000168532, 0.05021120002493262, 0.05992369999876246, 0.07107910001650453, 0.05840330000501126, 0.039794999989680946, 0.20658529998036101]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_22h13.17.951,HideSeek_v1,2022.2.5,59.98559146294874,
0,0,0,0,8,0,8,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide9.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio9.wav,44.901706899981946,44.88507664999343,9,"[3.048866699973587, 0.3230514999595471, 0.2852922999882139, 0.25056950002908707, 0.26062369998544455, 0.2546487000072375, 0.2584991000476293, 0.20657839998602867, 0.2052533000241965]","[0.023211899970192462, 0.03545460000168532, 0.05021120002493262, 0.05992369999876246, 0.07107910001650453, 0.05840330000501126, 0.039794999989680946, 0.037599400035105646, 0.2052652999991551]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_22h13.17.951,HideSeek_v1,2022.2.5,59.98559146294874,
0,0,0,0,9,0,9,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide10.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio10.wav,45.13600589998532,45.11847789997701,10,"[3.048866699973587, 0.3230514999595471, 0.2852922999882139, 0.25056950002908707, 0.26062369998544455, 0.2546487000072375, 0.2584991000476293, 0.20657839998602867, 0.2052533000241965, 0.23342510004295036]","[0.023211899970192462, 0.03545460000168532, 0.05021120002493262, 0.05992369999876246, 0.07107910001650453, 0.05840330000501126, 0.039794999989680946, 0.037599400035105646, 0.03325929999118671, 0.23343190003652126]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_22h13.17.951,HideSeek_v1,2022.2.5,59.98559146294874,
0,0,0,0,10,0,10,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide11.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio11.wav,45.41230969998287,45.4018199500104,11,"[3.048866699973587, 0.3230514999595471, 0.2852922999882139, 0.25056950002908707, 0.26062369998544455, 0.2546487000072375, 0.2584991000476293, 0.20657839998602867, 0.2052533000241965, 0.23342510004295036, 0.2217283000354655]","[0.023211899970192462, 0.03545460000168532, 0.05021120002493262, 0.05992369999876246, 0.07107910001650453, 0.05840330000501126, 0.039794999989680946, 0.037599400035105646, 0.03325929999118671, 0.038168500002939254, 0.22173749998910353]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_22h13.17.951,HideSeek_v1,2022.2.5,59.98559146294874,
0,0,0,0,11,0,11,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide12.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio12.wav,45.68505799997365,45.66850904996391,12,"[3.048866699973587, 0.3230514999595471, 0.2852922999882139, 0.25056950002908707, 0.26062369998544455, 0.2546487000072375, 0.2584991000476293, 0.20657839998602867, 0.2052533000241965, 0.23342510004295036, 0.2217283000354655, 0.21998170000733808]","[0.023211899970192462, 0.03545460000168532, 0.05021120002493262, 0.05992369999876246, 0.07107910001650453, 0.05840330000501126, 0.039794999989680946, 0.037599400035105646, 0.03325929999118671, 0.038168500002939254, 0.02024629997322336, 0.21998829999938607]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_22h13.17.951,HideSeek_v1,2022.2.5,59.98559146294874,
