trialInstr,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,trialLength,version,trialTrain,praclen,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,moveLoop_train.thisRepN,moveLoop_train.thisTrialN,moveLoop_train.thisN,moveLoop_train.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,alienStim,instrFile,alienStim_instr,gridImage_instr.started,startPos_3.started,key_instr.started,alienImage_3.started,sounds_1.started,key_instr.keys,key_instr.rt,key_instr.duration,all_x,all_y,FBy_corrSteps,FBy_fixStart,FBx_corrSteps,FBx_fixStart,FBy_pathSize_check,FBx_pathSize_check,gridImage_9.started,alienImageFB_3.started,startPosFB_3.started,keyFB_3.started,pathLine_ydir_2.started,pathLine_xdir_2.started,alienFace_3.started,sounds_2.started,RTFB_instr,keyFB_3.keys,keyFB_3.rt,keyFB_3.duration,draw_alienStim,draw_alienID,test_x,nrepcount,cumAcctrain_check,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,gridImage_4.started,startPos.started,movePos.started,key_resp.started,alienImage.started,wLy_dir,wLx_dir,x_movePos,y_movePos,buttonPress_train,RTchoice_train,cumAcctrain,saveACC_choice,corrAns,x_movePos_end,y_movePos_end,key_resp.keys,key_resp.rt,key_resp.duration,text_2.started,text_2.stopped,aft_x_corrPos,aft_y_corrPos,y_pathSize_check,x_pathSize_check,y_pathdirY,x_pathdirY,x_pathdirX,x_corrPos,y_corrPos,gridImage_6.started,alienImageFB_2.started,startPosFB_2.started,movePosFB_2.started,keyFB_2.started,pathLine_xdir.started,pathLine_ydir.started,alienFace.started,sounds_4.started,RT_FBtrain,keyFB_2.keys,keyFB_2.rt,keyFB_2.duration,saveACC_pre,within_saveACC_train,earlystop_wloop,endstatus,url_stopearly,slide_stop.started,key_resp_3.started,participant,study_id,session_id,date,expName,psychopyVersion,frameRate,
,2,0,2,1,0,1,62,,train_dim1_1,1,24,2,0,2,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,23.07381010008976,23.07381010008976,23.07381010008976,23.07381010008976,23.07381010008976,0,0,0,-0.4,return,2.12837400007993,0,0,0,0,-0.4,return,2.024225699948147,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,2,2,2,5,0,3,64,,train_dim1_1,2,24,2,0,2,0,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,2,3,,,,,,,,24,,,,,,,,28.622883200179785,28.622883200179785,28.622883200179785,28.622883200179785,28.622883200179785,0,0,0,-0.24,return,0.34089939994737506,0,0,0,0,-0.24,return,0.23488959996029735,None,27.054777400102466,28.622883200179785,0,-0.32,0.08,0.0,-0.36,0,0.0,0,-0.32,26.75849450007081,26.75849450007081,26.75849450007081,26.75849450007081,26.75849450007081,26.75849450007081,26.75849450007081,26.75849450007081,26.721296039968728,0.41843770002014935,return,0.26525880000554025,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,3,3,3,8,0,5,66,,train_dim1_1,3,24,2,0,2,0,,,,,,,,,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,2,4,,,,,,,,24,,,,,,,,32.38820570008829,32.38820570008829,32.38820570008829,32.38820570008829,32.38820570008829,0,0,0.08,-0.16,return,0.5731713999994099,0,0,0,0.08,-0.16,return,0.4821314997971058,None,30.821673500118777,32.38820570008829,0,0,0.24,0.0,-0.12,0,0.0,0,0,30.55567999999039,30.55567999999039,30.55567999999039,30.55567999999039,30.55567999999039,30.55567999999039,30.55567999999039,30.55567999999039,30.538039109925737,0.4176870998926461,return,0.2431679000146687,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,4,4,4,8,0,4,65,,train_dim1_1,4,24,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,3,5,,,,,,,,24,,,,,,,,36.421545000048354,36.421545000048354,36.421545000048354,36.421545000048354,36.421545000048354,0,0,0.16,-0.08,return,0.38959779986180365,0,0,0,0.16,-0.08,return,0.2991382998879999,None,34.854746900033206,36.421545000048354,0.08,0.24,0.4,0.0,0.039999999999999994,0.08,0.08,0.08,0.24,34.53989460016601,34.53989460016601,34.53989460016601,34.53989460016601,34.53989460016601,34.53989460016601,34.53989460016601,34.53989460016601,34.53836972014978,0.4344404998701066,return,0.28275539982132614,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,3,4,3,5,0,1,62,,train_dim1_1,5,24,2,0,2,0,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,4,6,,,,,,,,24,,,,,,,,40.25430880021304,40.25430880021304,40.25430880021304,40.25430880021304,40.25430880021304,0,0,0.08,-0.08,return,0.4062707000412047,0,0,0,0.08,-0.08,return,0.27756969979964197,None,38.654688799986616,40.25430880021304,0.16,0.24,0.32,0.0,0.07999999999999999,0.16,0.16,0.16,0.24,38.37134150019847,38.37134150019847,38.37134150019847,38.37134150019847,38.37134150019847,38.37134150019847,38.37134150019847,38.37134150019847,38.35458773009013,0.4014465000946075,return,0.260208300082013,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,4,0,4,4,0,4,65,,train_dim1_1,6,24,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,3,7,,,,,,,,24,,,,,,,,44.02284330013208,44.02284330013208,44.02284330013208,44.02284330013208,44.02284330013208,0,0,0.16,-0.4,return,0.3726773001253605,0,0,0,0.16,-0.4,return,0.28280270006507635,None,42.45468370011076,44.02284330013208,0.08,0,0.08,0.0,-0.04,0.08,0.08,0.08,0,42.20737490011379,42.20737490011379,42.20737490011379,42.20737490011379,42.20737490011379,42.20737490011379,42.20737490011379,42.20737490011379,42.2044463099679,0.3849017999600619,return,0.22730909986421466,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,0,3,0,6,0,3,64,,train_dim1_1,7,24,2,0,2,0,,,,,,,,,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,4,8,,,,,,,,24,,,,,,,,47.7051035000477,47.7051035000477,47.7051035000477,47.7051035000477,47.7051035000477,0,0,-0.16,-0.16,return,0.5390454998705536,0,0,0,-0.16,-0.16,return,0.39646560000255704,None,46.08847840013914,47.7051035000477,0.16,-0.08,0.32,0.0,-0.24000000000000002,0.16,0.16,0.16,-0.08,45.95527830021456,45.95527830021456,45.95527830021456,45.95527830021456,45.95527830021456,45.95527830021456,45.95527830021456,45.95527830021456,45.938178530032744,0.25143259996548295,return,0.1012077999766916,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,4,1,4,6,0,5,66,,train_dim1_1,8,24,2,0,2,0,,,,,,,,,0,0,0,0,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,0,9,,,,,,,,24,,,,,,,,51.588814600137994,51.588814600137994,51.588814600137994,51.588814600137994,51.588814600137994,0,0,0.16,-0.32,return,0.4889022000133991,0,0,0,0.16,-0.32,return,0.39959120005369186,None,50.021223300136626,51.588814600137994,-0.16,0.08,0.24,0.0,-0.04,-0.16,-0.16,-0.16,0.08,49.755275200121105,49.755275200121105,49.755275200121105,49.755275200121105,49.755275200121105,49.755275200121105,49.755275200121105,49.755275200121105,49.737699030037035,0.3852341000456363,return,0.24052589992061257,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,1,3,1,6,0,3,64,,train_dim1_1,9,24,2,0,2,0,,,,,,,,,0,0,0,0,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,4,10,,,,,,,,24,,,,,,,,55.68808290013112,55.68808290013112,55.68808290013112,55.68808290013112,55.68808290013112,0,0,-0.08,-0.16,return,0.3223711000755429,0,0,0,-0.08,-0.16,return,0.2237637999933213,None,54.121253200108185,55.68808290013112,0.16,0.08,0.4,0.0,-0.12,0.16,0.16,0.16,0.08,53.63771230005659,53.63771230005659,53.63771230005659,53.63771230005659,53.63771230005659,53.63771230005659,53.63771230005659,53.63771230005659,53.62188553002197,0.6004526000469923,return,0.4589583999477327,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,0,0,0,4,0,4,65,,train_dim1_1,10,24,2,0,2,0,,,,,,,,,0,0,0,0,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,1,11,,,,,,,,24,,,,,,,,59.42162570008077,59.42162570008077,59.42162570008077,59.42162570008077,59.42162570008077,0,0,-0.16,-0.4,return,0.4222039000596851,0,0,0,-0.16,-0.4,return,0.3204366001300514,None,57.85451310011558,59.42162570008077,-0.08,0.08,0.24,0.0,-0.04,-0.08,-0.08,-0.08,0.08,57.5730787999928,57.5730787999928,57.5730787999928,57.5730787999928,57.5730787999928,57.5730787999928,57.5730787999928,57.5730787999928,57.55513962993864,0.4012144999578595,return,0.2635881002061069,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,4,2,4,3,0,1,62,,train_dim1_1,11,24,2,0,2,0,,,,,,,,,0,0,0,0,0,10,10,10,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,0,12,,,,,,,,24,,,,,,,,63.22073599998839,63.22073599998839,63.22073599998839,63.22073599998839,63.22073599998839,0,0,0.16,-0.24,return,0.4388274000957608,0,0,0,0.16,-0.24,return,0.3453387999907136,None,61.65446100011468,63.22073599998839,-0.16,-0.08,0.32,0.0,-0.24000000000000002,-0.16,-0.16,-0.16,-0.08,61.40445400006138,61.40445400006138,61.40445400006138,61.40445400006138,61.40445400006138,61.40445400006138,61.40445400006138,61.40445400006138,61.38763063012156,0.36891589988954365,return,0.23158719995990396,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,3,0,3,5,0,5,66,,train_dim1_1,12,24,2,0,2,0,,,,,,,,,0,0,0,0,0,11,11,11,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,4,13,,,,,,,,24,,,,,,,,67.0384085001424,67.0384085001424,67.0384085001424,67.0384085001424,67.0384085001424,0,0,0.08,-0.4,return,0.37419130001217127,0,0,0,0.08,-0.4,return,0.275589199969545,None,65.47101020021364,67.0384085001424,0.16,-0.16,0.08,0.0,-0.2,0.16,0.16,0.16,-0.16,65.2218395001255,65.2218395001255,65.2218395001255,65.2218395001255,65.2218395001255,65.2218395001255,65.2218395001255,65.2218395001255,65.20414222993423,0.3680829000659287,return,0.21812300011515617,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,2,1,2,4,0,3,64,,train_dim1_1,13,24,2,0,2,0,,,,,,,,,0,0,0,0,0,12,12,12,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,3,14,,,,,,,,24,,,,,,,,70.88760640006512,70.88760640006512,70.88760640006512,70.88760640006512,70.88760640006512,0,0,0,-0.32,return,0.324106200132519,0,0,0,0,-0.32,return,0.22471729991957545,None,69.32102230004966,70.88760640006512,0.08,0,0.4,0.0,-0.2,0.08,0.08,0.08,0,68.97194010019302,68.97194010019302,68.97194010019302,68.97194010019302,68.97194010019302,68.97194010019302,68.97194010019302,68.97194010019302,68.95469163015952,0.4675049998331815,return,0.31705289985984564,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,4,3,4,7,0,4,65,,train_dim1_1,14,24,2,0,2,0,,,,,,,,,0,0,0,0,0,13,13,13,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,2,15,,,,,,,,24,,,,,,,,74.67170780012384,74.67170780012384,74.67170780012384,74.67170780012384,74.67170780012384,0,0,0.16,-0.16,return,0.3572195000015199,0,0,0,0.16,-0.16,return,0.2504594998899847,None,73.10431820014492,74.67170780012384,0,-0.08,0.24,0.0,-0.2,0,0.0,0,-0.08,72.75633130013011,72.75633130013011,72.75633130013011,72.75633130013011,72.75633130013011,72.75633130013011,72.75633130013011,72.75633130013011,72.75466093008873,0.4511227000039071,return,0.3156979000195861,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,1,0,1,5,0,5,66,,train_dim1_1,15,24,2,0,2,0,,,,,,,,,0,0,0,0,0,14,14,14,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,4,16,,,,,,,,24,,,,,,,,78.42087700008415,78.42087700008415,78.42087700008415,78.42087700008415,78.42087700008415,0,0,-0.08,-0.4,return,0.33994860015809536,0,0,0,-0.08,-0.4,return,0.2485002998728305,None,76.85439700004645,78.42087700008415,0.16,0.16,0.32,0.0,0.0,0.16,0.16,0.16,0.16,76.57094000000507,76.57094000000507,76.57094000000507,76.57094000000507,76.57094000000507,76.57094000000507,76.57094000000507,76.57094000000507,76.55422704000958,0.38540250016376376,return,0.26649200008250773,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,3,1,3,2,0,1,62,,train_dim1_1,16,24,2,0,2,0,,,,,,,,,0,0,0,0,0,15,15,15,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,1,17,,,,,,,,24,,,,,,,,82.38771580019966,82.38771580019966,82.38771580019966,82.38771580019966,82.38771580019966,0,0,0.08,-0.32,return,0.3887835999485105,0,0,0,0.08,-0.32,return,0.2909143001306802,None,80.82086640014313,82.38771580019966,-0.08,0,0.4,0.0,-0.2,-0.08,-0.08,-0.08,0,80.32088230014779,80.32088230014779,80.32088230014779,80.32088230014779,80.32088230014779,80.32088230014779,80.32088230014779,80.32088230014779,80.30412933004555,0.6182053000666201,return,0.4768276000395417,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,0,2,0,7,0,5,66,,train_dim1_1,17,24,2,0,2,0,,,,,,,,,0,0,0,0,0,16,16,16,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,3,18,,,,,,,,24,,,,,,,,86.3709743001964,86.3709743001964,86.3709743001964,86.3709743001964,86.3709743001964,0,0,-0.16,-0.24,return,0.35717449989169836,0,0,0,-0.16,-0.24,return,0.2547454999294132,None,84.80441320012324,86.3709743001964,0.08,-0.24,0.08,0.0,-0.28,0.08,0.08,0.08,-0.24,84.33764080004767,84.33764080004767,84.33764080004767,84.33764080004767,84.33764080004767,84.33764080004767,84.33764080004767,84.33764080004767,84.3208230301505,0.5848918000701815,return,0.4491133999545127,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,1,2,1,6,0,4,65,,train_dim1_1,18,24,2,0,2,0,,,,,,,,,0,0,0,0,0,17,17,17,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,0,19,,,,,,,,24,,,,,,,,90.12112980009988,90.12112980009988,90.12112980009988,90.12112980009988,90.12112980009988,0,0,-0.08,-0.24,return,0.39012609981000423,0,0,0,-0.08,-0.24,return,0.28790859994478524,None,88.55418370012194,90.12112980009988,-0.16,0.16,0.4,0.0,-0.039999999999999994,-0.16,-0.16,-0.16,0.16,88.27220430015586,88.27220430015586,88.27220430015586,88.27220430015586,88.27220430015586,88.27220430015586,88.27220430015586,88.27220430015586,88.27078472992872,0.3844580000732094,return,0.25237330002710223,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,1,4,1,5,0,1,62,,train_dim1_1,19,24,2,0,2,0,,,,,,,,,0,0,0,0,0,18,18,18,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,1,20,,,,,,,,24,,,,,,,,93.920736100059,93.920736100059,93.920736100059,93.920736100059,93.920736100059,0,0,-0.08,-0.08,return,0.35774700017645955,0,0,0,-0.08,-0.08,return,0.2555778999812901,None,92.35418820008636,93.920736100059,-0.08,0.08,0.32,0.0,-0.07999999999999999,-0.08,-0.08,-0.08,0.08,92.05755000002682,92.05755000002682,92.05755000002682,92.05755000002682,92.05755000002682,92.05755000002682,92.05755000002682,92.05755000002682,92.05381743011532,0.40129019995220006,return,0.27499120007269084,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,3,2,3,5,0,3,64,,train_dim1_1,20,24,2,0,2,0,,,,,,,,,0,0,0,0,0,19,19,19,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,1,21,,,,,,,,24,,,,,,,,97.65405540005304,97.65405540005304,97.65405540005304,97.65405540005304,97.65405540005304,0,0,0.08,-0.24,return,0.4237573000136763,0,0,0,0.08,-0.24,return,0.3191082999110222,None,96.08743409998715,97.65405540005304,-0.08,0,0.08,0.0,-0.04,-0.08,-0.08,-0.08,0,95.82419690000825,95.82419690000825,95.82419690000825,95.82419690000825,95.82419690000825,95.82419690000825,95.82419690000825,95.82419690000825,95.82056203002577,0.36845070007257164,return,0.24350240011699498,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,2,4,2,5,0,1,62,,train_dim1_1,21,24,2,0,2,0,,,,,,,,,0,0,0,0,0,20,20,20,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,3,22,,,,,,,,24,,,,,,,,101.55400310014375,101.55400310014375,101.55400310014375,101.55400310014375,101.55400310014375,0,0,0,-0.08,return,0.45727459993213415,0,0,0,0,-0.08,return,0.35196939995512366,None,99.98735260008834,101.55400310014375,0.08,0,0.24,0.0,-0.12,0.08,0.08,0.08,0,99.63730230019428,99.63730230019428,99.63730230019428,99.63730230019428,99.63730230019428,99.63730230019428,99.63730230019428,99.63730230019428,99.62060033001472,0.4680637998972088,return,0.32212929986417294,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,0,1,0,5,0,4,65,,train_dim1_1,22,24,2,0,2,0,,,,,,,,,0,0,0,0,0,21,21,21,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,2,23,,,,,,,,24,,,,,,,,105.48754620016553,105.48754620016553,105.48754620016553,105.48754620016553,105.48754620016553,0,0,-0.16,-0.32,return,0.30648029991425574,0,0,0,-0.16,-0.32,return,0.21625549998134375,None,103.92067100014538,105.48754620016553,0,0,0.08,0.0,-0.04,0,0.0,0,0,103.55665600020438,103.55665600020438,103.55665600020438,103.55665600020438,103.55665600020438,103.55665600020438,103.55665600020438,103.55665600020438,103.55374033011032,0.46815759991295636,return,0.3465944998897612,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,2,3,2,6,0,3,64,,train_dim1_1,23,24,2,0,2,0,,,,,,,,,0,0,0,0,0,22,22,22,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,0,24,,,,,,,,24,,,,,,,,109.20423280005343,109.20423280005343,109.20423280005343,109.20423280005343,109.20423280005343,0,0,0,-0.16,return,0.44087799987755716,0,0,0,0,-0.16,return,0.34858589991927147,None,107.63718960015103,109.20423280005343,-0.16,0,0.32,0.0,-0.16,-0.16,-0.16,-0.16,0,107.35412720008753,107.35412720008753,107.35412720008753,107.35412720008753,107.35412720008753,107.35412720008753,107.35412720008753,107.35412720008753,107.33777833015193,0.4007338001392782,return,0.2534191000740975,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,1,1,1,6,0,5,66,,train_dim1_1,24,24,2,0,2,0,,,,,,,,,0,0,0,0,0,23,23,23,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,2,25,,,,,,,,24,,,,,,,,113.1374753001146,113.1374753001146,113.1374753001146,113.1374753001146,113.1374753001146,0,0,-0.08,-0.32,return,0.4740965999662876,0,0,0,-0.08,-0.32,return,0.3715319999027997,None,111.57077400013804,113.1374753001146,0,0.08,0.24,0.0,-0.04,0,0.0,0,0.08,111.2041165002156,111.2041165002156,111.2041165002156,111.2041165002156,111.2041165002156,111.2041165002156,111.2041165002156,111.2041165002156,111.1870687299641,0.48499200004152954,return,0.3484298998955637,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,2,0,2,1,0,1,62,,train_dim1_1,1,4,2,0,2,0,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,1,26,0,17,0.7,0.0,1,0,1,4,0,conditions/inputTrain_1.2.xlsx,99,1,1,1,0,117.0205711000599,117.0205711000599,117.0205711000599,117.0205711000599,117.0205711000599,0,0,0,-0.4,return,0.4435518002137542,0,0,0,0,-0.4,return,0.33795389998704195,None,115.43721400015056,117.0205711000599,-0.08,0.08,0.4,0.0,-0.12,-0.08,-0.08,-0.08,0.08,115.17074600001797,115.17074600001797,115.17074600001797,115.17074600001797,115.17074600001797,115.17074600001797,115.17074600001797,115.17074600001797,115.15363933013288,0.38477239990606904,return,0.2402663000393659,None,0,0,1,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,2,2,2,5,0,3,64,,train_dim1_1,2,4,2,0,2,0,,,,,,,,,1,0,1,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,2,1,,,,,,,,4,,,,,,,,122.28994670021348,122.28994670021348,122.28994670021348,122.28994670021348,122.28994670021348,0,0,0,-0.24,return,1.3753482999745756,0,0,0,0,-0.24,return,1.2865724998991936,None,120.73725490015931,122.28994670021348,0,-0.32,0.08,0.0,-0.36,0,0.0,0,-0.32,119.02063360018656,119.02063360018656,119.02063360018656,119.02063360018656,119.02063360018656,119.02063360018656,119.02063360018656,119.02063360018656,119.00370853005444,1.8348552000243217,return,1.6875614998862147,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,3,3,3,8,0,5,66,,train_dim1_1,3,4,2,0,2,0,,,,,,,,,1,0,1,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,2,2,,,,,,,,4,,,,,,,,127.7872196000535,127.7872196000535,127.7872196000535,127.7872196000535,127.7872196000535,0,0,0.08,-0.16,return,0.425164699787274,0,0,0,0.08,-0.16,return,0.33408049982972443,None,126.22039360017516,127.7872196000535,0,0,0.24,0.0,-0.12,0,0.0,0,0,125.23817920009606,125.23817920009606,125.23817920009606,125.23817920009606,125.23817920009606,125.23817920009606,125.23817920009606,125.23817920009606,125.22093662999106,1.1011206998955458,return,0.9502188002225012,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
