trialInstr,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,trialLength,version,trialTrain,praclen,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,moveLoop_train.thisRepN,moveLoop_train.thisTrialN,moveLoop_train.thisN,moveLoop_train.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,alienStim,instrFile,alienStim_instr,gridImage_instr.started,startPos_3.started,key_instr.started,alienImage_3.started,sounds_1.started,key_instr.keys,key_instr.rt,key_instr.duration,all_x,all_y,FBy_corrSteps,FBy_fixStart,FBx_corrSteps,FBx_fixStart,FBy_pathSize_check,FBx_pathSize_check,gridImage_9.started,alienImageFB_3.started,startPosFB_3.started,keyFB_3.started,pathLine_ydir_2.started,pathLine_xdir_2.started,alienFace_3.started,sounds_2.started,RTFB_instr,keyFB_3.keys,keyFB_3.rt,keyFB_3.duration,draw_alienStim,draw_alienID,test_x,nrepcount,cumAcctrain_check,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,gridImage_4.started,startPos.started,movePos.started,key_resp.started,alienImage.started,wLy_dir,wLx_dir,x_movePos,y_movePos,buttonPress_train,RTchoice_train,cumAcctrain,saveACC_choice,corrAns,x_movePos_end,y_movePos_end,key_resp.keys,key_resp.rt,key_resp.duration,text_2.started,text_2.stopped,aft_x_corrPos,aft_y_corrPos,y_pathSize_check,x_pathSize_check,y_pathdirY,x_pathdirY,x_pathdirX,x_corrPos,y_corrPos,gridImage_6.started,alienImageFB_2.started,startPosFB_2.started,movePosFB_2.started,keyFB_2.started,pathLine_xdir.started,pathLine_ydir.started,alienFace.started,sounds_4.started,RT_FBtrain,keyFB_2.keys,keyFB_2.rt,keyFB_2.duration,saveACC_pre,within_saveACC_train,earlystop_wloop,endstatus,url_stopearly,slide_stop.started,key_resp_3.started,participant,study_id,session_id,date,expName,psychopyVersion,frameRate,
,4,4,4,8,0,4,65,,train_dim1_1,4,4,2,0,2,0,,,,,,,,,1,0,1,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,3,3,,,,,,,,4,,,,,,,,132.0377539000474,132.0377539000474,132.0377539000474,132.0377539000474,132.0377539000474,0,0,0.16,-0.08,return,0.7232554000802338,0,0,0,0.16,-0.08,return,0.6265094000846148,None,130.47054830007255,132.0377539000474,0.08,0.24,0.4,0.0,0.039999999999999994,0.08,0.08,0.08,0.24,129.77063260017894,129.77063260017894,129.77063260017894,129.77063260017894,129.77063260017894,129.77063260017894,129.77063260017894,129.77063260017894,129.75356963004452,0.8189640000928193,return,0.6771337001118809,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,3,4,3,5,0,1,62,,train_dim1_1,1,4,2,0,2,0,,,,,,,,,2,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,4,4,0,17,0.7,0.0,2,0,1,4,0,conditions/inputTrain_1.3.xlsx,99,1,1,1,0,136.95511700003408,136.95511700003408,136.95511700003408,136.95511700003408,136.95511700003408,0,0,0.08,-0.08,return,0.662678699940443,0,0,0,0.08,-0.08,return,0.5692787000443786,None,135.38697510003112,136.95511700003408,0.16,0.24,0.32,0.0,0.07999999999999999,0.16,0.16,0.16,0.24,134.3204204000067,134.3204204000067,134.3204204000067,134.3204204000067,134.3204204000067,134.3204204000067,134.3204204000067,134.3204204000067,134.30403052999173,1.1840221001766622,return,1.046148099936545,None,0,0,2,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,4,0,4,4,0,4,65,,train_dim1_1,2,4,2,0,2,0,,,,,,,,,2,0,2,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,3,1,,,,,,,,4,,,,,,,,143.13952170009725,143.13952170009725,143.13952170009725,143.13952170009725,143.13952170009725,0,0,0.16,-0.4,return,0.525033500045538,0,0,0,0.16,-0.4,return,0.39006260014139116,None,141.5369612001814,143.13952170009725,0.08,0,0.08,0.0,-0.04,0.08,0.08,0.08,0,139.18728539999574,139.18728539999574,139.18728539999574,139.18728539999574,139.18728539999574,139.18728539999574,139.18728539999574,139.18728539999574,139.17015213014093,2.4681611999403685,return,2.3261072000022978,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,0,3,0,6,0,3,64,,train_dim1_1,3,4,2,0,2,0,,,,,,,,,2,0,2,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,4,2,,,,,,,,4,,,,,,,,148.4203517001588,148.4203517001588,148.4203517001588,148.4203517001588,148.4203517001588,0,0,-0.16,-0.16,return,1.3913773000240326,0,0,0,-0.16,-0.16,return,1.2994947999250144,None,146.8536429000087,148.4203517001588,0.16,-0.08,0.32,0.0,-0.24000000000000002,0.16,0.16,0.16,-0.08,145.20366880018264,145.20366880018264,145.20366880018264,145.20366880018264,145.20366880018264,145.20366880018264,145.20366880018264,145.20366880018264,145.18677582014354,1.7843929000664502,return,1.6263834999408573,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,4,1,4,6,0,5,66,,train_dim1_1,4,4,2,0,2,0,,,,,,,,,2,0,2,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,0,3,,,,,,,,4,,,,,,,,153.5869551000651,153.5869551000651,153.5869551000651,153.5869551000651,153.5869551000651,0,0,0.16,-0.32,return,0.3914208000060171,0,0,0,0.16,-0.32,return,0.28702699998393655,None,152.02054160018452,153.5869551000651,-0.16,0.08,0.24,0.0,-0.04,-0.16,-0.16,-0.16,0.08,151.37131000007503,151.37131000007503,151.37131000007503,151.37131000007503,151.37131000007503,151.37131000007503,151.37131000007503,151.37131000007503,151.35321963003372,0.7686257001478225,return,0.6224185999017209,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,1,3,1,6,0,3,64,,train_dim1_1,1,4,2,0,2,0,,,,,,,,,3,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,4,4,0,17,0.7,0.0,3,0,1,4,0,conditions/inputTrain_1.4.xlsx,99,1,1,1,0,157.45384880015627,157.45384880015627,157.45384880015627,157.45384880015627,157.45384880015627,0,0,-0.08,-0.16,return,0.3110124000813812,0,0,0,-0.08,-0.16,return,0.18060499988496304,None,155.83679150021635,157.45384880015627,0.16,0.08,0.4,0.0,-0.12,0.16,0.16,0.16,0.08,155.53921640012413,155.53921640012413,155.53921640012413,155.53921640012413,155.53921640012413,155.53921640012413,155.53921640012413,155.53921640012413,155.51988933009562,0.4181308001279831,return,0.2719826998654753,None,0,0,3,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,0,0,0,4,0,4,65,,train_dim1_1,2,4,2,0,2,0,,,,,,,,,3,0,3,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,1,1,,,,,,,,4,,,,,,,,161.12028640019707,161.12028640019707,161.12028640019707,161.12028640019707,161.12028640019707,0,0,-0.16,-0.4,return,0.3556158998981118,0,0,0,-0.16,-0.4,return,0.26576410001143813,None,159.55370350019075,161.12028640019707,-0.08,0.08,0.24,0.0,-0.04,-0.08,-0.08,-0.08,0.08,159.28698820015416,159.28698820015416,159.28698820015416,159.28698820015416,159.28698820015416,159.28698820015416,159.28698820015416,159.28698820015416,159.27007033007686,0.38541379990056157,return,0.24628530000336468,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,4,2,4,3,0,1,62,,train_dim1_1,3,4,2,0,2,0,,,,,,,,,3,0,3,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,0,2,,,,,,,,4,,,,,,,,164.9199959000107,164.9199959000107,164.9199959000107,164.9199959000107,164.9199959000107,0,0,0.16,-0.24,return,0.4063665000721812,0,0,0,0.16,-0.24,return,0.30555859999731183,None,163.35342680010945,164.9199959000107,-0.16,-0.08,0.32,0.0,-0.24000000000000002,-0.16,-0.16,-0.16,-0.08,163.03865310014226,163.03865310014226,163.03865310014226,163.03865310014226,163.03865310014226,163.03865310014226,163.03865310014226,163.03865310014226,163.01974493016024,0.43560640001669526,return,0.28689890005625784,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,3,0,3,5,0,5,66,,train_dim1_1,4,4,2,0,2,0,,,,,,,,,3,0,3,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,4,3,,,,,,,,4,,,,,,,,169.10326870018616,169.10326870018616,169.10326870018616,169.10326870018616,169.10326870018616,0,0,0.08,-0.4,return,0.4232257001567632,0,0,0,0.08,-0.4,return,0.3339931999798864,None,167.53735360014252,169.10326870018616,0.16,-0.16,0.08,0.0,-0.2,0.16,0.16,0.16,-0.16,166.88696860009804,166.88696860009804,166.88696860009804,166.88696860009804,166.88696860009804,166.88696860009804,166.88696860009804,166.88696860009804,166.87090283010622,0.7674482997972518,return,0.6256094998680055,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,2,1,2,4,0,3,64,,train_dim1_1,1,4,2,0,2,0,,,,,,,,,4,0,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,3,4,0,17,0.7,0.0,4,0,1,4,0,conditions/inputTrain_1.5.xlsx,99,1,1,1,0,173.00346180005,173.00346180005,173.00346180005,173.00346180005,173.00346180005,0,0,0,-0.32,return,0.4278994998894632,0,0,0,0,-0.32,return,0.3148490998428315,None,171.40337519999593,173.00346180005,0.08,0,0.4,0.0,-0.2,0.08,0.08,0.08,0,171.0872045001015,171.0872045001015,171.0872045001015,171.0872045001015,171.0872045001015,171.0872045001015,171.0872045001015,171.0872045001015,171.06998053013814,0.4343736998271197,return,0.2844145998824388,None,0,0,4,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,4,3,4,7,0,4,65,,train_dim1_1,2,4,2,0,2,0,,,,,,,,,4,0,4,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,2,1,,,,,,,,4,,,,,,,,176.8701569000259,176.8701569000259,176.8701569000259,176.8701569000259,176.8701569000259,0,0,0.16,-0.16,return,0.3733671000227332,0,0,0,0.16,-0.16,return,0.283862299984321,None,175.30803600000218,175.01122420001775,0,-0.08,0.24,0.0,-0.2,0,0.0,0,-0.08,175.01122420001775,175.01122420001775,175.01122420001775,175.01122420001775,175.01122420001775,175.01122420001775,175.01122420001775,175.01122420001775,174.98664750999305,0.4381482999306172,return,0.2562086000107229,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,1,0,1,5,0,5,66,,train_dim1_1,3,4,2,0,2,0,,,,,,,,,4,0,4,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,4,2,,,,,,,,4,,,,,,,,180.67063770000823,180.67063770000823,180.67063770000823,180.67063770000823,180.67063770000823,0,0,-0.08,-0.4,return,0.571045899996534,0,0,0,-0.08,-0.4,return,0.4784115001093596,None,179.10327620012686,180.67063770000823,0.16,0.16,0.32,0.0,0.0,0.16,0.16,0.16,0.16,178.80707000009716,178.80707000009716,178.80707000009716,178.80707000009716,178.80707000009716,178.80707000009716,178.80707000009716,178.80707000009716,178.78691493005027,0.41739309998229146,return,0.2661286999937147,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,3,1,3,2,0,1,62,,train_dim1_1,4,4,2,0,2,0,,,,,,,,,4,0,4,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,1,3,,,,,,,,4,,,,,,,,184.9205734001007,184.9205734001007,184.9205734001007,184.9205734001007,184.9205734001007,0,0,0.08,-0.32,return,0.6729369999375194,0,0,0,0.08,-0.32,return,0.5770048000849783,None,183.35317640006542,184.9205734001007,-0.08,0,0.4,0.0,-0.2,-0.08,-0.08,-0.08,0,182.80444910004735,182.80444910004735,182.80444910004735,182.80444910004735,182.80444910004735,182.80444910004735,182.80444910004735,182.80444910004735,182.7866152299801,0.6679630998987705,return,0.5266651001293212,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,0,2,0,7,0,5,66,,train_dim1_1,1,4,2,0,2,0,,,,,,,,,5,0,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,3,4,0,17,0.7,0.0,5,0,1,4,0,conditions/inputTrain_1.6.xlsx,99,1,1,1,0,189.22011880017817,189.22011880017817,189.22011880017817,189.22011880017817,189.22011880017817,0,0,-0.16,-0.24,return,0.4754979000426829,0,0,0,-0.16,-0.24,return,0.3754555000923574,None,187.63691820017993,189.22011880017817,0.08,-0.24,0.08,0.0,-0.28,0.08,0.08,0.08,-0.24,187.1700761001557,187.1700761001557,187.1700761001557,187.1700761001557,187.1700761001557,187.1700761001557,187.1700761001557,187.1700761001557,187.1534791200422,0.6010084000881761,return,0.44427850004285574,None,0,0,5,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,1,2,1,6,0,4,65,,train_dim1_1,2,4,2,0,2,0,,,,,,,,,5,0,5,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,0,1,,,,,,,,4,,,,,,,,193.3364943000488,193.3364943000488,193.3364943000488,193.3364943000488,193.3364943000488,0,0,-0.08,-0.24,return,3.323151299962774,0,0,0,-0.08,-0.24,return,3.2218440000433475,None,191.76986080012284,193.3364943000488,-0.16,0.16,0.4,0.0,-0.039999999999999994,-0.16,-0.16,-0.16,0.16,191.26999030006118,191.26999030006118,191.26999030006118,191.26999030006118,191.26999030006118,191.26999030006118,191.26999030006118,191.26999030006118,191.25353823003826,0.6177167999558151,return,0.47022380004636943,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,1,4,1,5,0,1,62,,train_dim1_1,3,4,2,0,2,0,,,,,,,,,5,0,5,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,1,2,,,,,,,,4,,,,,,,,200.45290300017223,200.45290300017223,200.45290300017223,200.45290300017223,200.45290300017223,0,0,-0.08,-0.08,return,0.506764099933207,0,0,0,-0.08,-0.08,return,0.4088818000163883,None,198.8863191001583,200.45290300017223,-0.08,0.08,0.32,0.0,-0.07999999999999999,-0.08,-0.08,-0.08,0.08,198.21957600000314,198.21957600000314,198.21957600000314,198.21957600000314,198.21957600000314,198.21957600000314,198.21957600000314,198.21957600000314,198.2043441299582,0.7845180998556316,return,0.6513219000771642,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,3,2,3,5,0,3,64,,train_dim1_1,4,4,2,0,2,0,,,,,,,,,5,0,5,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,1,3,,,,,,,,4,,,,,,,,204.7530828001909,204.7530828001909,204.7530828001909,204.7530828001909,204.7530828001909,0,0,0.08,-0.24,return,0.373510800069198,0,0,0,0.08,-0.24,return,0.2792905999813229,None,203.18636150006205,204.7530828001909,-0.08,0,0.08,0.0,-0.04,-0.08,-0.08,-0.08,0,202.5031415000558,202.5031415000558,202.5031415000558,202.5031415000558,202.5031415000558,202.5031415000558,202.5031415000558,202.5031415000558,202.4861820401624,0.7848565999884158,return,0.6537484000436962,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,2,4,2,5,0,1,62,,train_dim1_1,1,4,2,0,2,0,,,,,,,,,6,0,6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,3,4,0,17,0.7,0.0,6,0,1,4,0,conditions/inputTrain_1.7.xlsx,99,1,1,1,0,208.87034060014412,208.87034060014412,208.87034060014412,208.87034060014412,208.87034060014412,0,0,0,-0.08,return,0.3950182998087257,0,0,0,0,-0.08,return,0.30698259989731014,None,207.30304400017485,208.87034060014412,0.08,0,0.24,0.0,-0.12,0.08,0.08,0.08,0,206.6705366000533,206.6705366000533,206.6705366000533,206.6705366000533,206.6705366000533,206.6705366000533,206.6705366000533,206.6705366000533,206.6528729401529,0.734392800135538,return,0.6011324999853969,None,0,0,6,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,0,1,0,5,0,4,65,,train_dim1_1,2,4,2,0,2,0,,,,,,,,,6,0,6,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,2,1,,,,,,,,4,,,,,,,,212.8205338001717,212.8205338001717,212.8205338001717,212.8205338001717,212.8205338001717,0,0,-0.16,-0.32,return,1.1393093999940902,0,0,0,-0.16,-0.32,return,1.043978399829939,None,211.25303990021348,212.8205338001717,0,0,0.08,0.0,-0.04,0,0.0,0,0,210.82040650001727,210.82040650001727,210.82040650001727,210.82040650001727,210.82040650001727,210.82040650001727,210.82040650001727,210.82040650001727,210.81960842998234,0.5344293999951333,return,0.4040512000210583,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,2,3,2,6,0,3,64,,train_dim1_1,3,4,2,0,2,0,,,,,,,,,6,0,6,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,0,2,,,,,,,,4,,,,,,,,217.636369000189,217.636369000189,217.636369000189,217.636369000189,217.636369000189,0,0,0,-0.16,return,0.42528240010142326,0,0,0,0,-0.16,return,0.3262761998921633,None,216.0697987000458,217.636369000189,-0.16,0,0.32,0.0,-0.16,-0.16,-0.16,-0.16,0,215.51980460016057,215.51980460016057,215.51980460016057,215.51980460016057,215.51980460016057,215.51980460016057,215.51980460016057,215.51980460016057,215.5025674300967,0.6684477000962943,return,0.5273170999716967,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,1,1,1,6,0,5,66,,train_dim1_1,4,4,2,0,2,0,,,,,,,,,6,0,6,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,2,3,,,,,,,,4,,,,,,,,221.7529521000106,221.7529521000106,221.7529521000106,221.7529521000106,221.7529521000106,0,0,-0.08,-0.32,return,0.5071407000068575,0,0,0,-0.08,-0.32,return,0.40189710003323853,None,220.18611650005914,221.7529521000106,0,0.08,0.24,0.0,-0.04,0,0.0,0,0.08,219.61941500008106,219.61941500008106,219.61941500008106,219.61941500008106,219.61941500008106,219.61941500008106,219.61941500008106,219.61941500008106,219.60275542999153,0.6853251000866294,return,0.5512490998953581,None,,,,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,,,,,,,,,,,4,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,1,4,0,17,0.7,0.0,7,0,1,4,0,conditions/inputTrain_1.8.xlsx,99,1,1,1,1,,,,,,,,,,,,,,0,,,,,,224.43673750013113,226.0564857001882,-0.08,0.08,0.4,0.0,-0.12,-0.08,-0.08,-0.08,0.08,223.82208010018803,223.82208010018803,223.82208010018803,223.82208010018803,223.82208010018803,223.82208010018803,223.82208010018803,223.82208010018803,223.81930341995323,0.7351377001032233,return,0.5845598999876529,None,0,0,7,,,,,,,,2024-06-25_15h43.20.002,HideSeek_v1,2023.1.3,59.686775757302264,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experiment_finished_early,0,226.0564857001882,226.0564857001882,,,,,,,,
