trialInstr,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,trialLength,version,trialTrain,praclen,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,moveLoop_train.thisRepN,moveLoop_train.thisTrialN,moveLoop_train.thisN,moveLoop_train.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,alienStim,instrFile,alienStim_instr,gridImage_instr.started,startPos_3.started,key_instr.started,alienImage_3.started,sounds_1.started,key_instr.keys,key_instr.rt,all_x,all_y,FBy_corrSteps,FBy_fixStart,FBx_corrSteps,FBx_fixStart,FBy_pathSize_check,FBx_pathSize_check,gridImage_9.started,alienImageFB_3.started,startPosFB_3.started,keyFB_3.started,pathLine_ydir_2.started,pathLine_xdir_2.started,alienFace_3.started,sounds_2.started,RTFB_instr,keyFB_3.keys,keyFB_3.rt,draw_alienStim,draw_alienID,test_x,nrepcount,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,gridImage_4.started,startPos.started,movePos.started,key_resp.started,alienImage.started,buttonPress_train,RTchoice_train,cumAcctrain,aCorr,saveACC_choice,corrAns,x_movePos_end,y_movePos_end,key_resp.keys,key_resp.rt,wLy_dir,wLx_dir,x_movePos,y_movePos,text_2.started,text_2.stopped,aft_x_corrPos,aft_y_corrPos,y_pathSize_check,x_pathSize_check,y_pathdirY,x_pathdirY,x_pathdirX,x_corrPos,y_corrPos,gridImage_6.started,alienImageFB_2.started,startPosFB_2.started,movePosFB_2.started,keyFB_2.started,pathLine_xdir.started,pathLine_ydir.started,alienFace.started,sounds_4.started,RT_FBtrain,keyFB_2.keys,keyFB_2.rt,saveACC_pre,ACC,within_saveACC_train,earlystop_wloop,cumAcctrain_check,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,start_all_time,testround,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide1.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio1.wav,37.14032180001959,37.077811069897145,1,[1.5384119999944232],[1.5384234000230208],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h19.10.720,HideSeek_v1,2022.2.5,60.02350520193826,
,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide2.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio2.wav,38.699652099981904,38.69002344997716,2,"[1.5384119999944232, 0.4608952000271529]","[0.12685260002035648, 0.4609044000389986]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h19.10.720,HideSeek_v1,2022.2.5,60.02350520193826,
,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide3.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio3.wav,39.232327300007455,39.22286314997473,3,"[1.5384119999944232, 0.4608952000271529, 0.26947880000807345]","[0.12685260002035648, 0.00026519998209550977, 0.2694879000191577]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h19.10.720,HideSeek_v1,2022.2.5,60.02350520193826,
,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide4.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio4.wav,39.57438349997392,39.55978214999777,4,"[1.5384119999944232, 0.4608952000271529, 0.26947880000807345, 0.22030520002590492]","[0.12685260002035648, 0.00026519998209550977, 0.019268799980636686, 0.2203150999848731]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h19.10.720,HideSeek_v1,2022.2.5,60.02350520193826,
,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide5.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio5.wav,39.852869700000156,39.84084884000476,5,"[1.5384119999944232, 0.4608952000271529, 0.26947880000807345, 0.22030520002590492, 0.22372000000905246]","[0.12685260002035648, 0.00026519998209550977, 0.019268799980636686, 0.03972329996759072, 0.22372940002242103]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h19.10.720,HideSeek_v1,2022.2.5,60.02350520193826,
,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide6.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio6.wav,40.135986000008415,40.12316613998264,6,"[1.5384119999944232, 0.4608952000271529, 0.26947880000807345, 0.22030520002590492, 0.22372000000905246, 0.22307069995440543]","[0.12685260002035648, 0.00026519998209550977, 0.019268799980636686, 0.03972329996759072, 0.018585999961942434, 0.22308099997462705]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h19.10.720,HideSeek_v1,2022.2.5,60.02350520193826,
,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide7.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio7.wav,40.42691819998436,40.422870949987555,7,"[1.5384119999944232, 0.4608952000271529, 0.26947880000807345, 0.22030520002590492, 0.22372000000905246, 0.22307069995440543, 0.23403079999843612]","[0.12685260002035648, 0.00026519998209550977, 0.019268799980636686, 0.03972329996759072, 0.018585999961942434, 0.0003089999663643539, 0.2340392000041902]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h19.10.720,HideSeek_v1,2022.2.5,60.02350520193826,
,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide8.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio8.wav,40.72142630000599,40.707097540015816,8,"[1.5384119999944232, 0.4608952000271529, 0.26947880000807345, 0.22030520002590492, 0.22372000000905246, 0.22307069995440543, 0.23403079999843612, 0.25588920002337545]","[0.12685260002035648, 0.00026519998209550977, 0.019268799980636686, 0.03972329996759072, 0.018585999961942434, 0.0003089999663643539, 0.00027540000155568123, 0.2559002000489272]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h19.10.720,HideSeek_v1,2022.2.5,60.02350520193826,
,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide9.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio9.wav,41.04210710001644,41.024315839970946,9,"[1.5384119999944232, 0.4608952000271529, 0.26947880000807345, 0.22030520002590492, 0.22372000000905246, 0.22307069995440543, 0.23403079999843612, 0.25588920002337545, 0.3014567000209354]","[0.12685260002035648, 0.00026519998209550977, 0.019268799980636686, 0.03972329996759072, 0.018585999961942434, 0.0003089999663643539, 0.00027540000155568123, 0.019350500020664185, 0.30146550002973527]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h19.10.720,HideSeek_v1,2022.2.5,60.02350520193826,
,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide10.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio10.wav,41.38781119999476,41.37372072996222,10,"[1.5384119999944232, 0.4608952000271529, 0.26947880000807345, 0.22030520002590492, 0.22372000000905246, 0.22307069995440543, 0.23403079999843612, 0.25588920002337545, 0.3014567000209354, 0.35697540000546724]","[0.12685260002035648, 0.00026519998209550977, 0.019268799980636686, 0.03972329996759072, 0.018585999961942434, 0.0003089999663643539, 0.00027540000155568123, 0.019350500020664185, 0.03806799999438226, 0.35698779998347163]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h19.10.720,HideSeek_v1,2022.2.5,60.02350520193826,
