trialTrain,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,testlen,version,trial_label,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,alienStim,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,saveACC_choice,corrAns_test,x_movePos_end,y_movePos_end,key_resp_test.keys,key_resp_test.rt,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide18.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio18.wav,74.33626000001095,74.32506261984818,18,"[5.014598099980503, 1.0235376998316497, 0.4226609000470489, 0.36884919996373355, 0.4220479999203235, 0.30987880006432533, 0.29910510010086, 0.32376749999821186, 0.26403750013560057, 0.3277515999507159, 0.3105701000895351, 0.30476019997149706, 0.15811989991925657, 0.4083155000116676, 0.22101239999756217, 0.40889489999972284, 0.5072348001413047, 0.46036579995416105]","[0.05419289995916188, 0.10639690002426505, 0.0988884000107646, 0.11825609998777509, 0.1099935001693666, 0.11524750012904406, 0.10668859980069101, 0.11521900002844632, 0.12477979995310307, 0.10887690004892647, 0.10358810005709529, 0.30477350018918514, 0.10534310014918447, 0.408330500125885, 0.10544139984995127, 0.018182599917054176, 0.09295119997113943, 0.4603770999237895]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide19.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio19.wav,74.8819242999889,74.87450791997836,19,"[5.014598099980503, 1.0235376998316497, 0.4226609000470489, 0.36884919996373355, 0.4220479999203235, 0.30987880006432533, 0.29910510010086, 0.32376749999821186, 0.26403750013560057, 0.3277515999507159, 0.3105701000895351, 0.30476019997149706, 0.15811989991925657, 0.4083155000116676, 0.22101239999756217, 0.40889489999972284, 0.5072348001413047, 0.46036579995416105, 0.7466036998666823]","[0.05419289995916188, 0.10639690002426505, 0.0988884000107646, 0.11825609998777509, 0.1099935001693666, 0.11524750012904406, 0.10668859980069101, 0.11521900002844632, 0.12477979995310307, 0.10887690004892647, 0.10358810005709529, 0.30477350018918514, 0.10534310014918447, 0.408330500125885, 0.10544139984995127, 0.018182599917054176, 0.09295119997113943, 0.10984289995394647, 0.7466254997998476]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide20.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio20.wav,75.70977639988996,75.70764271994122,20,"[5.014598099980503, 1.0235376998316497, 0.4226609000470489, 0.36884919996373355, 0.4220479999203235, 0.30987880006432533, 0.29910510010086, 0.32376749999821186, 0.26403750013560057, 0.3277515999507159, 0.3105701000895351, 0.30476019997149706, 0.15811989991925657, 0.4083155000116676, 0.22101239999756217, 0.40889489999972284, 0.5072348001413047, 0.46036579995416105, 0.7466036998666823, 0.41576190013438463]","[0.05419289995916188, 0.10639690002426505, 0.0988884000107646, 0.11825609998777509, 0.1099935001693666, 0.11524750012904406, 0.10668859980069101, 0.11521900002844632, 0.12477979995310307, 0.10887690004892647, 0.10358810005709529, 0.30477350018918514, 0.10534310014918447, 0.408330500125885, 0.10544139984995127, 0.018182599917054176, 0.09295119997113943, 0.10984289995394647, 0.09816850000061095, 0.4157742999959737]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide21.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio21.wav,76.31368689984083,76.30755793997088,21,"[5.014598099980503, 1.0235376998316497, 0.4226609000470489, 0.36884919996373355, 0.4220479999203235, 0.30987880006432533, 0.29910510010086, 0.32376749999821186, 0.26403750013560057, 0.3277515999507159, 0.3105701000895351, 0.30476019997149706, 0.15811989991925657, 0.4083155000116676, 0.22101239999756217, 0.40889489999972284, 0.5072348001413047, 0.46036579995416105, 0.7466036998666823, 0.41576190013438463, 0.3481527999974787]","[0.05419289995916188, 0.10639690002426505, 0.0988884000107646, 0.11825609998777509, 0.1099935001693666, 0.11524750012904406, 0.10668859980069101, 0.11521900002844632, 0.12477979995310307, 0.10887690004892647, 0.10358810005709529, 0.30477350018918514, 0.10534310014918447, 0.408330500125885, 0.10544139984995127, 0.018182599917054176, 0.09295119997113943, 0.10984289995394647, 0.09816850000061095, 0.020054700085893273, 0.34818780003115535]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide22.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio22.wav,76.85986609989777,76.84161744005979,22,"[5.014598099980503, 1.0235376998316497, 0.4226609000470489, 0.36884919996373355, 0.4220479999203235, 0.30987880006432533, 0.29910510010086, 0.32376749999821186, 0.26403750013560057, 0.3277515999507159, 0.3105701000895351, 0.30476019997149706, 0.15811989991925657, 0.4083155000116676, 0.22101239999756217, 0.40889489999972284, 0.5072348001413047, 0.46036579995416105, 0.7466036998666823, 0.41576190013438463, 0.3481527999974787, 0.30346160009503365]","[0.05419289995916188, 0.10639690002426505, 0.0988884000107646, 0.11825609998777509, 0.1099935001693666, 0.11524750012904406, 0.10668859980069101, 0.11521900002844632, 0.12477979995310307, 0.10887690004892647, 0.10358810005709529, 0.30477350018918514, 0.10534310014918447, 0.408330500125885, 0.10544139984995127, 0.018182599917054176, 0.09295119997113943, 0.10984289995394647, 0.09816850000061095, 0.020054700085893273, 0.00034740008413791656, 0.30347079993225634]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide23.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio23.wav,77.3458730999846,77.34163834010252,23,"[5.014598099980503, 1.0235376998316497, 0.4226609000470489, 0.36884919996373355, 0.4220479999203235, 0.30987880006432533, 0.29910510010086, 0.32376749999821186, 0.26403750013560057, 0.3277515999507159, 0.3105701000895351, 0.30476019997149706, 0.15811989991925657, 0.4083155000116676, 0.22101239999756217, 0.40889489999972284, 0.5072348001413047, 0.46036579995416105, 0.7466036998666823, 0.41576190013438463, 0.3481527999974787, 0.30346160009503365, 0.38262820011004806]","[0.05419289995916188, 0.10639690002426505, 0.0988884000107646, 0.11825609998777509, 0.1099935001693666, 0.11524750012904406, 0.10668859980069101, 0.11521900002844632, 0.12477979995310307, 0.10887690004892647, 0.10358810005709529, 0.30477350018918514, 0.10534310014918447, 0.408330500125885, 0.10544139984995127, 0.018182599917054176, 0.09295119997113943, 0.10984289995394647, 0.09816850000061095, 0.020054700085893273, 0.00034740008413791656, 0.016767200082540512, 0.3826404002029449]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide24.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio24.wav,77.80776829994284,77.80774562000298,24,"[5.014598099980503, 1.0235376998316497, 0.4226609000470489, 0.36884919996373355, 0.4220479999203235, 0.30987880006432533, 0.29910510010086, 0.32376749999821186, 0.26403750013560057, 0.3277515999507159, 0.3105701000895351, 0.30476019997149706, 0.15811989991925657, 0.4083155000116676, 0.22101239999756217, 0.40889489999972284, 0.5072348001413047, 0.46036579995416105, 0.7466036998666823, 0.41576190013438463, 0.3481527999974787, 0.30346160009503365, 0.38262820011004806, 0.4999776999466121]","[0.05419289995916188, 0.10639690002426505, 0.0988884000107646, 0.11825609998777509, 0.1099935001693666, 0.11524750012904406, 0.10668859980069101, 0.11521900002844632, 0.12477979995310307, 0.10887690004892647, 0.10358810005709529, 0.30477350018918514, 0.10534310014918447, 0.408330500125885, 0.10544139984995127, 0.018182599917054176, 0.09295119997113943, 0.10984289995394647, 0.09816850000061095, 0.020054700085893273, 0.00034740008413791656, 0.016767200082540512, 0.11523139989003539, 0.49998790002427995]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide25.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio25.wav,78.39108329988085,78.37427080003545,25,"[5.014598099980503, 1.0235376998316497, 0.4226609000470489, 0.36884919996373355, 0.4220479999203235, 0.30987880006432533, 0.29910510010086, 0.32376749999821186, 0.26403750013560057, 0.3277515999507159, 0.3105701000895351, 0.30476019997149706, 0.15811989991925657, 0.4083155000116676, 0.22101239999756217, 0.40889489999972284, 0.5072348001413047, 0.46036579995416105, 0.7466036998666823, 0.41576190013438463, 0.3481527999974787, 0.30346160009503365, 0.38262820011004806, 0.4999776999466121, 0.6509559999685735]","[0.05419289995916188, 0.10639690002426505, 0.0988884000107646, 0.11825609998777509, 0.1099935001693666, 0.11524750012904406, 0.10668859980069101, 0.11521900002844632, 0.12477979995310307, 0.10887690004892647, 0.10358810005709529, 0.30477350018918514, 0.10534310014918447, 0.408330500125885, 0.10544139984995127, 0.018182599917054176, 0.09295119997113943, 0.10984289995394647, 0.09816850000061095, 0.020054700085893273, 0.00034740008413791656, 0.016767200082540512, 0.11523139989003539, 0.06502719991840422, 0.6509660999290645]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide26.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio26.wav,79.2248602998443,79.22423593997956,26,"[5.014598099980503, 1.0235376998316497, 0.4226609000470489, 0.36884919996373355, 0.4220479999203235, 0.30987880006432533, 0.29910510010086, 0.32376749999821186, 0.26403750013560057, 0.3277515999507159, 0.3105701000895351, 0.30476019997149706, 0.15811989991925657, 0.4083155000116676, 0.22101239999756217, 0.40889489999972284, 0.5072348001413047, 0.46036579995416105, 0.7466036998666823, 0.41576190013438463, 0.3481527999974787, 0.30346160009503365, 0.38262820011004806, 0.4999776999466121, 0.6509559999685735, 0.617294300114736]","[0.05419289995916188, 0.10639690002426505, 0.0988884000107646, 0.11825609998777509, 0.1099935001693666, 0.11524750012904406, 0.10668859980069101, 0.11521900002844632, 0.12477979995310307, 0.10887690004892647, 0.10358810005709529, 0.30477350018918514, 0.10534310014918447, 0.408330500125885, 0.10544139984995127, 0.018182599917054176, 0.09295119997113943, 0.10984289995394647, 0.09816850000061095, 0.020054700085893273, 0.00034740008413791656, 0.016767200082540512, 0.11523139989003539, 0.06502719991840422, 0.0002916001249104738, 0.6173042999580503]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide27.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio27.wav,80.04345479980111,80.04052505996079,27,"[5.014598099980503, 1.0235376998316497, 0.4226609000470489, 0.36884919996373355, 0.4220479999203235, 0.30987880006432533, 0.29910510010086, 0.32376749999821186, 0.26403750013560057, 0.3277515999507159, 0.3105701000895351, 0.30476019997149706, 0.15811989991925657, 0.4083155000116676, 0.22101239999756217, 0.40889489999972284, 0.5072348001413047, 0.46036579995416105, 0.7466036998666823, 0.41576190013438463, 0.3481527999974787, 0.30346160009503365, 0.38262820011004806, 0.4999776999466121, 0.6509559999685735, 0.617294300114736, 0.38448870019055903]","[0.05419289995916188, 0.10639690002426505, 0.0988884000107646, 0.11825609998777509, 0.1099935001693666, 0.11524750012904406, 0.10668859980069101, 0.11521900002844632, 0.12477979995310307, 0.10887690004892647, 0.10358810005709529, 0.30477350018918514, 0.10534310014918447, 0.408330500125885, 0.10544139984995127, 0.018182599917054176, 0.09295119997113943, 0.10984289995394647, 0.09816850000061095, 0.020054700085893273, 0.00034740008413791656, 0.016767200082540512, 0.11523139989003539, 0.06502719991840422, 0.0002916001249104738, 0.00031310017220675945, 0.3845037000719458]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide28.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio28.wav,80.62438359996304,80.60820494005458,28,"[5.014598099980503, 1.0235376998316497, 0.4226609000470489, 0.36884919996373355, 0.4220479999203235, 0.30987880006432533, 0.29910510010086, 0.32376749999821186, 0.26403750013560057, 0.3277515999507159, 0.3105701000895351, 0.30476019997149706, 0.15811989991925657, 0.4083155000116676, 0.22101239999756217, 0.40889489999972284, 0.5072348001413047, 0.46036579995416105, 0.7466036998666823, 0.41576190013438463, 0.3481527999974787, 0.30346160009503365, 0.38262820011004806, 0.4999776999466121, 0.6509559999685735, 0.617294300114736, 0.38448870019055903, 0.3913377998396754]","[0.05419289995916188, 0.10639690002426505, 0.0988884000107646, 0.11825609998777509, 0.1099935001693666, 0.11524750012904406, 0.10668859980069101, 0.11521900002844632, 0.12477979995310307, 0.10887690004892647, 0.10358810005709529, 0.30477350018918514, 0.10534310014918447, 0.408330500125885, 0.10544139984995127, 0.018182599917054176, 0.09295119997113943, 0.10984289995394647, 0.09816850000061095, 0.020054700085893273, 0.00034740008413791656, 0.016767200082540512, 0.11523139989003539, 0.06502719991840422, 0.0002916001249104738, 0.00031310017220675945, 0.3845037000719458, 0.39134779991582036]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide29.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio29.wav,81.09041299996898,81.07422379986383,29,"[5.014598099980503, 1.0235376998316497, 0.4226609000470489, 0.36884919996373355, 0.4220479999203235, 0.30987880006432533, 0.29910510010086, 0.32376749999821186, 0.26403750013560057, 0.3277515999507159, 0.3105701000895351, 0.30476019997149706, 0.15811989991925657, 0.4083155000116676, 0.22101239999756217, 0.40889489999972284, 0.5072348001413047, 0.46036579995416105, 0.7466036998666823, 0.41576190013438463, 0.3481527999974787, 0.30346160009503365, 0.38262820011004806, 0.4999776999466121, 0.6509559999685735, 0.617294300114736, 0.38448870019055903, 0.3913377998396754, 0.4166284000966698]","[0.05419289995916188, 0.10639690002426505, 0.0988884000107646, 0.11825609998777509, 0.1099935001693666, 0.11524750012904406, 0.10668859980069101, 0.11521900002844632, 0.12477979995310307, 0.10887690004892647, 0.10358810005709529, 0.30477350018918514, 0.10534310014918447, 0.408330500125885, 0.10544139984995127, 0.018182599917054176, 0.09295119997113943, 0.10984289995394647, 0.09816850000061095, 0.020054700085893273, 0.00034740008413791656, 0.016767200082540512, 0.11523139989003539, 0.06502719991840422, 0.0002916001249104738, 0.00031310017220675945, 0.3845037000719458, 0.11663660011254251, 0.41663730004802346]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide30.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio30.wav,81.55896950000897,81.55680018002168,30,"[5.014598099980503, 1.0235376998316497, 0.4226609000470489, 0.36884919996373355, 0.4220479999203235, 0.30987880006432533, 0.29910510010086, 0.32376749999821186, 0.26403750013560057, 0.3277515999507159, 0.3105701000895351, 0.30476019997149706, 0.15811989991925657, 0.4083155000116676, 0.22101239999756217, 0.40889489999972284, 0.5072348001413047, 0.46036579995416105, 0.7466036998666823, 0.41576190013438463, 0.3481527999974787, 0.30346160009503365, 0.38262820011004806, 0.4999776999466121, 0.6509559999685735, 0.617294300114736, 0.38448870019055903, 0.3913377998396754, 0.4166284000966698, 0.39697409979999065]","[0.05419289995916188, 0.10639690002426505, 0.0988884000107646, 0.11825609998777509, 0.1099935001693666, 0.11524750012904406, 0.10668859980069101, 0.11521900002844632, 0.12477979995310307, 0.10887690004892647, 0.10358810005709529, 0.30477350018918514, 0.10534310014918447, 0.408330500125885, 0.10544139984995127, 0.018182599917054176, 0.09295119997113943, 0.10984289995394647, 0.09816850000061095, 0.020054700085893273, 0.00034740008413791656, 0.016767200082540512, 0.11523139989003539, 0.06502719991840422, 0.0002916001249104738, 0.00031310017220675945, 0.3845037000719458, 0.11663660011254251, 0.14711679983884096, 0.3969820998609066]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide31.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio31.wav,82.03368769981898,82.02344510005787,31,"[5.014598099980503, 1.0235376998316497, 0.4226609000470489, 0.36884919996373355, 0.4220479999203235, 0.30987880006432533, 0.29910510010086, 0.32376749999821186, 0.26403750013560057, 0.3277515999507159, 0.3105701000895351, 0.30476019997149706, 0.15811989991925657, 0.4083155000116676, 0.22101239999756217, 0.40889489999972284, 0.5072348001413047, 0.46036579995416105, 0.7466036998666823, 0.41576190013438463, 0.3481527999974787, 0.30346160009503365, 0.38262820011004806, 0.4999776999466121, 0.6509559999685735, 0.617294300114736, 0.38448870019055903, 0.3913377998396754, 0.4166284000966698, 0.39697409979999065, 0.33926260005682707]","[0.05419289995916188, 0.10639690002426505, 0.0988884000107646, 0.11825609998777509, 0.1099935001693666, 0.11524750012904406, 0.10668859980069101, 0.11521900002844632, 0.12477979995310307, 0.10887690004892647, 0.10358810005709529, 0.30477350018918514, 0.10534310014918447, 0.408330500125885, 0.10544139984995127, 0.018182599917054176, 0.09295119997113943, 0.10984289995394647, 0.09816850000061095, 0.020054700085893273, 0.00034740008413791656, 0.016767200082540512, 0.11523139989003539, 0.06502719991840422, 0.0002916001249104738, 0.00031310017220675945, 0.3845037000719458, 0.11663660011254251, 0.14711679983884096, 0.1394968000240624, 0.3392741000279784]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
1,3,3,7,4,4,1,22,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/22.png,82.58891259995289,82.58891259995289,82.58891259995289,82.58891259995289,82.58891259995289,0,0,return,1.4957862000446767,0,0,0,0.08,-0.16,return,1.3951853001490235,A,train_y,x_increasing_steps,top_left,2024-10-25_16h14.30.213,HideSeek_v1,2022.2.5,59.759218189086944,
