trialTrain,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,testlen,version,trial_label,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,alienStim,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,saveACC_choice,corrAns_test,x_movePos_end,y_movePos_end,key_resp_test.keys,key_resp_test.rt,fixation_text.started,image_break_2.started,key_resp_6.started,fixation_text.stopped,key_resp_6.keys,key_resp_6.rt,draw_alienStim,draw_alienID,test_x,nrepcount,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,start_all_time,testround,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide1.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio1.wav,53.80132570001297,53.75029216331896,1,[4.032592199975625],[4.032607200089842],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h37.41.582,HideSeek_v1,2022.2.5,60.17506130435341,
,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide2.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio2.wav,57.8638647000771,57.8519144001184,2,"[4.032592199975625, 0.7570530001539737]","[0.13758110022172332, 0.7570603000931442]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h37.41.582,HideSeek_v1,2022.2.5,60.17506130435341,
,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide3.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio3.wav,58.683071800041944,58.66776822013781,3,"[4.032592199975625, 0.7570530001539737, 0.484627400059253]","[0.13758110022172332, 0.08603939996100962, 0.48463440011255443]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h37.41.582,HideSeek_v1,2022.2.5,60.17506130435341,
,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide4.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio4.wav,59.2299816000741,59.217718420038004,4,"[4.032592199975625, 0.7570530001539737, 0.484627400059253, 0.6549277999438345]","[0.13758110022172332, 0.08603939996100962, 0.05396209983155131, 0.6549384999088943]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h37.41.582,HideSeek_v1,2022.2.5,60.17506130435341,
,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide5.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio5.wav,59.961246100021526,59.9510992000578,5,"[4.032592199975625, 0.7570530001539737, 0.484627400059253, 0.6549277999438345, 0.35854770010337234]","[0.13758110022172332, 0.08603939996100962, 0.05396209983155131, 0.04166450002230704, 0.358562899986282]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h37.41.582,HideSeek_v1,2022.2.5,60.17506130435341,
,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide6.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio6.wav,60.39018950005993,60.384845600114204,6,"[4.032592199975625, 0.7570530001539737, 0.484627400059253, 0.6549277999438345, 0.35854770010337234, 0.24733490007929504]","[0.13758110022172332, 0.08603939996100962, 0.05396209983155131, 0.04166450002230704, 0.019385999999940395, 0.24735340010374784]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h37.41.582,HideSeek_v1,2022.2.5,60.17506130435341,
,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide7.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio7.wav,60.69995760009624,60.68501352001913,7,"[4.032592199975625, 0.7570530001539737, 0.484627400059253, 0.6549277999438345, 0.35854770010337234, 0.24733490007929504, 0.22040260001085699]","[0.13758110022172332, 0.08603939996100962, 0.05396209983155131, 0.04166450002230704, 0.019385999999940395, 0.017979600001126528, 0.2204113001935184]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h37.41.582,HideSeek_v1,2022.2.5,60.17506130435341,
,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide8.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio8.wav,60.98791479994543,60.98558680003043,8,"[4.032592199975625, 0.7570530001539737, 0.484627400059253, 0.6549277999438345, 0.35854770010337234, 0.24733490007929504, 0.22040260001085699, 0.11432960000820458]","[0.13758110022172332, 0.08603939996100962, 0.05396209983155131, 0.04166450002230704, 0.019385999999940395, 0.017979600001126528, 0.2204113001935184, 0.11433679983019829]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h37.41.582,HideSeek_v1,2022.2.5,60.17506130435341,
,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide9.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio9.wav,61.169958600075915,61.150172720151026,9,"[4.032592199975625, 0.7570530001539737, 0.484627400059253, 0.6549277999438345, 0.35854770010337234, 0.24733490007929504, 0.22040260001085699, 0.11432960000820458, 0.05245370022021234]","[0.13758110022172332, 0.08603939996100962, 0.05396209983155131, 0.04166450002230704, 0.019385999999940395, 0.017979600001126528, 0.2204113001935184, 0.0003445001784712076, 0.052464800188317895]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h37.41.582,HideSeek_v1,2022.2.5,60.17506130435341,
,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide10.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio10.wav,61.26867679995485,61.251189540163615,10,"[4.032592199975625, 0.7570530001539737, 0.484627400059253, 0.6549277999438345, 0.35854770010337234, 0.24733490007929504, 0.22040260001085699, 0.11432960000820458, 0.05245370022021234, 0.20529089984484017]","[0.13758110022172332, 0.08603939996100962, 0.05396209983155131, 0.04166450002230704, 0.019385999999940395, 0.017979600001126528, 0.2204113001935184, 0.0003445001784712076, 0.023499899776652455, 0.20530509995296597]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-25_16h37.41.582,HideSeek_v1,2022.2.5,60.17506130435341,
