trialTrain,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,testlen,version,trial_label,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,alienStim,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,saveACC_choice,corrAns_test,x_movePos_end,y_movePos_end,key_resp_test.keys,key_resp_test.rt,fixation_text.started,fixation_text.stopped,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,start_all_time,testround,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide1.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio1.wav,31.600846000015736,31.46096730004065,1,[2.0172965999227017],[2.0173117999220267],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-23_15h11.15.747,HideSeek_v1,2022.2.5,60.104858965715344,
,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide2.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio2.wav,33.56992989999708,33.55313889998943,2,"[2.0172965999227017, 0.3477506999624893]","[2.0173117999220267, 0.3477591999107972]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-23_15h11.15.747,HideSeek_v1,2022.2.5,60.104858965715344,
,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide3.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio3.wav,33.971023399964906,33.95316240002867,3,"[2.0172965999227017, 0.3477506999624893, 0.2895836998941377]","[2.0173117999220267, 0.00021239998750388622, 0.2895903999451548]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-23_15h11.15.747,HideSeek_v1,2022.2.5,60.104858965715344,
,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide4.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio4.wav,34.31734279997181,34.302967200032434,4,"[2.0172965999227017, 0.3477506999624893, 0.2895836998941377, 0.28793160000350326]","[2.0173117999220267, 0.00021239998750388622, 0.018444200046360493, 0.28794070007279515]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-23_15h11.15.747,HideSeek_v1,2022.2.5,60.104858965715344,
,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide5.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio5.wav,34.66226849996019,34.65267509999685,5,"[2.0172965999227017, 0.3477506999624893, 0.2895836998941377, 0.28793160000350326, 0.2896688000764698]","[2.0173117999220267, 0.00021239998750388622, 0.018444200046360493, 0.015943300095386803, 0.2896768000209704]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-23_15h11.15.747,HideSeek_v1,2022.2.5,60.104858965715344,
,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide6.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio6.wav,35.00623179995455,35.00237690003123,6,"[2.0172965999227017, 0.3477506999624893, 0.2895836998941377, 0.28793160000350326, 0.2896688000764698, 0.2963416000129655]","[2.0173117999220267, 0.00021239998750388622, 0.018444200046360493, 0.015943300095386803, 0.00023639993742108345, 0.2963480999460444]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-23_15h11.15.747,HideSeek_v1,2022.2.5,60.104858965715344,
,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide7.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio7.wav,35.395445300033316,35.3855388999451,7,"[2.0172965999227017, 0.3477506999624893, 0.2895836998941377, 0.28793160000350326, 0.2896688000764698, 0.2963416000129655, 0.24017879995517433]","[2.0173117999220267, 0.00021239998750388622, 0.018444200046360493, 0.015943300095386803, 0.00023639993742108345, 0.016039500012993813, 0.24018630001228303]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-23_15h11.15.747,HideSeek_v1,2022.2.5,60.104858965715344,
,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide8.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio8.wav,35.69005219999235,35.68572609997354,8,"[2.0172965999227017, 0.3477506999624893, 0.2895836998941377, 0.28793160000350326, 0.2896688000764698, 0.2963416000129655, 0.24017879995517433, 0.31232829997316003]","[2.0173117999220267, 0.00021239998750388622, 0.018444200046360493, 0.015943300095386803, 0.00023639993742108345, 0.016039500012993813, 0.07642659998964518, 0.31233549991156906]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-23_15h11.15.747,HideSeek_v1,2022.2.5,60.104858965715344,
,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide9.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio9.wav,36.05444520001765,36.05250720002223,9,"[2.0172965999227017, 0.3477506999624893, 0.2895836998941377, 0.28793160000350326, 0.2896688000764698, 0.2963416000129655, 0.24017879995517433, 0.31232829997316003, 1.0821570999687538]","[2.0173117999220267, 0.00021239998750388622, 0.018444200046360493, 0.015943300095386803, 0.00023639993742108345, 0.016039500012993813, 0.07642659998964518, 0.016290599945932627, 1.0821640000212938]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-23_15h11.15.747,HideSeek_v1,2022.2.5,60.104858965715344,
,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide10.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio10.wav,37.17670209996868,37.169862049992666,10,"[2.0172965999227017, 0.3477506999624893, 0.2895836998941377, 0.28793160000350326, 0.2896688000764698, 0.2963416000129655, 0.24017879995517433, 0.31232829997316003, 1.0821570999687538, 0.7264787000603974]","[2.0173117999220267, 0.00021239998750388622, 0.018444200046360493, 0.015943300095386803, 0.00023639993742108345, 0.016039500012993813, 0.07642659998964518, 0.016290599945932627, 0.0002741999924182892, 0.7264855999965221]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-23_15h11.15.747,HideSeek_v1,2022.2.5,60.104858965715344,
