trialInstr,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,trialLength,version,trialTrain,praclen,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,moveLoop_train.thisRepN,moveLoop_train.thisTrialN,moveLoop_train.thisN,moveLoop_train.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,alienStim,instrFile,alienStim_instr,gridImage_instr.started,startPos_3.started,key_instr.started,alienImage_3.started,sounds_1.started,key_instr.keys,key_instr.rt,all_x,all_y,FBy_corrSteps,FBy_fixStart,FBx_corrSteps,FBx_fixStart,FBy_pathSize_check,FBx_pathSize_check,gridImage_9.started,alienImageFB_3.started,startPosFB_3.started,keyFB_3.started,pathLine_ydir_2.started,pathLine_xdir_2.started,alienFace_3.started,sounds_2.started,RTFB_instr,keyFB_3.keys,keyFB_3.rt,draw_alienStim,draw_alienID,test_x,nrepcount,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,gridImage_4.started,startPos.started,movePos.started,key_resp.started,alienImage.started,buttonPress_train,RTchoice_train,cumAcctrain,aCorr,saveACC_choice,corrAns,x_movePos_end,y_movePos_end,key_resp.keys,key_resp.rt,wLy_dir,wLx_dir,x_movePos,y_movePos,text_2.started,text_2.stopped,aft_x_corrPos,aft_y_corrPos,y_pathSize_check,x_pathSize_check,y_pathdirY,x_pathdirY,x_pathdirX,x_corrPos,y_corrPos,gridImage_6.started,alienImageFB_2.started,startPosFB_2.started,movePosFB_2.started,keyFB_2.started,pathLine_xdir.started,pathLine_ydir.started,alienFace.started,sounds_4.started,RT_FBtrain,keyFB_2.keys,keyFB_2.rt,saveACC_pre,ACC,within_saveACC_train,earlystop_wloop,cumAcctrain_check,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,start_all_time,testround,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide1.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio1.wav,45.19107770000119,45.15587780094938,1,[4.21800340001937],[4.2180119000258856],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h46.10.468,HideSeek_v1,2022.2.5,59.45458738315335,
,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide2.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio2.wav,49.475021000020206,49.457574600039514,2,"[4.21800340001937, 0.312289800029248]","[4.2180119000258856, 0.3123061000369489]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h46.10.468,HideSeek_v1,2022.2.5,59.45458738315335,
,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide3.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio3.wav,49.8585965000093,49.841391550027765,3,"[4.21800340001937, 0.312289800029248, 0.29638459999114275]","[4.2180119000258856, 0.3123061000369489, 0.2963943000067957]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h46.10.468,HideSeek_v1,2022.2.5,59.45458738315335,
,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide4.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio4.wav,50.22640670003602,50.20773435005685,4,"[4.21800340001937, 0.312289800029248, 0.29638459999114275, 0.23180820001289248]","[4.2180119000258856, 0.3123061000369489, 0.2963943000067957, 0.23181929998099804]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h46.10.468,HideSeek_v1,2022.2.5,59.45458738315335,
,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide5.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio5.wav,50.524383200041484,50.507989450066816,5,"[4.21800340001937, 0.312289800029248, 0.29638459999114275, 0.23180820001289248, 0.2616313000326045]","[4.2180119000258856, 0.3123061000369489, 0.2963943000067957, 0.23181929998099804, 0.2616468000342138]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h46.10.468,HideSeek_v1,2022.2.5,59.45458738315335,
,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide6.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio6.wav,50.840932700026315,50.82489570005564,6,"[4.21800340001937, 0.312289800029248, 0.29638459999114275, 0.23180820001289248, 0.2616313000326045, 0.3223417000262998]","[4.2180119000258856, 0.3123061000369489, 0.2963943000067957, 0.23181929998099804, 0.00024170003598555923, 0.32235910004237667]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h46.10.468,HideSeek_v1,2022.2.5,59.45458738315335,
,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide7.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio7.wav,51.224780999997165,51.206267700030004,7,"[4.21800340001937, 0.312289800029248, 0.29638459999114275, 0.23180820001289248, 0.2616313000326045, 0.3223417000262998, 0.1925347000360489]","[4.2180119000258856, 0.3123061000369489, 0.2963943000067957, 0.23181929998099804, 0.00024170003598555923, 0.32235910004237667, 0.19254390004789457]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h46.10.468,HideSeek_v1,2022.2.5,59.45458738315335,
,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide8.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio8.wav,51.470929600007366,51.45695300000953,8,"[4.21800340001937, 0.312289800029248, 0.29638459999114275, 0.23180820001289248, 0.2616313000326045, 0.3223417000262998, 0.1925347000360489, 0.27212219999637455]","[4.2180119000258856, 0.3123061000369489, 0.2963943000067957, 0.23181929998099804, 0.00024170003598555923, 0.32235910004237667, 0.017556700040586293, 0.2721324000158347]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h46.10.468,HideSeek_v1,2022.2.5,59.45458738315335,
,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide9.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio9.wav,51.808535400021356,51.79177250005305,9,"[4.21800340001937, 0.312289800029248, 0.29638459999114275, 0.23180820001289248, 0.2616313000326045, 0.3223417000262998, 0.1925347000360489, 0.27212219999637455, 0.24114220001501963]","[4.2180119000258856, 0.3123061000369489, 0.2963943000067957, 0.23181929998099804, 0.00024170003598555923, 0.32235910004237667, 0.017556700040586293, 0.0002875000354833901, 0.24115370004437864]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h46.10.468,HideSeek_v1,2022.2.5,59.45458738315335,
,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide10.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio10.wav,52.088044800038915,52.07496955005917,10,"[4.21800340001937, 0.312289800029248, 0.29638459999114275, 0.23180820001289248, 0.2616313000326045, 0.3223417000262998, 0.1925347000360489, 0.27212219999637455, 0.24114220001501963, 0.28998679999494925]","[4.2180119000258856, 0.3123061000369489, 0.2963943000067957, 0.23181929998099804, 0.00024170003598555923, 0.32235910004237667, 0.017556700040586293, 0.0002875000354833901, 0.07338790001813322, 0.29000390000874177]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h46.10.468,HideSeek_v1,2022.2.5,59.45458738315335,
