trialTrain,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,testlen,version,trial_label,break_on_off,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,breaks.thisRepN,breaks.thisTrialN,breaks.thisN,breaks.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,alienStim,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,saveACC_choice,corrAns_test,x_movePos_end,y_movePos_end,key_resp_test.keys,key_resp_test.rt,fixation_text.started,fixation_text.stopped,draw_alienStim,draw_alienID,test_x,nrepcount,image_break_3.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,participant,train_first,00_coordinate,starting corner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,start_all_time,testround,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide1.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio1.wav,24.941529099829495,24.85531921982765,1,[1.5445487000979483],[1.5445581001695246],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h51.59.527,HideSeek_v1,2022.2.5,60.3974150075163,
,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide2.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio2.wav,26.4910156999249,26.47527759987861,2,"[1.5445487000979483, 0.2576631000265479]","[1.5445581001695246, 0.2576715999748558]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h51.59.527,HideSeek_v1,2022.2.5,60.3974150075163,
,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide3.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio3.wav,26.808063099859282,26.791382539924232,3,"[1.5445487000979483, 0.2576631000265479, 0.14370210003107786]","[1.5445581001695246, 0.2576715999748558, 0.14371259999461472]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h51.59.527,HideSeek_v1,2022.2.5,60.3974150075163,
,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide4.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio4.wav,27.008348499890417,26.9918660399504,4,"[1.5445487000979483, 0.2576631000265479, 0.14370210003107786, 0.2619350999593735]","[1.5445581001695246, 0.2576715999748558, 0.14371259999461472, 0.26194439991377294]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h51.59.527,HideSeek_v1,2022.2.5,60.3974150075163,
,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide5.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio5.wav,27.30849379999563,27.291588279930874,5,"[1.5445487000979483, 0.2576631000265479, 0.14370210003107786, 0.2619350999593735, 0.14163780002854764]","[1.5445581001695246, 0.2576715999748558, 0.14371259999461472, 0.26194439991377294, 0.14164579985663295]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h51.59.527,HideSeek_v1,2022.2.5,60.3974150075163,
,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide6.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio6.wav,27.478529899846762,27.47484517986886,6,"[1.5445487000979483, 0.2576631000265479, 0.14370210003107786, 0.2619350999593735, 0.14163780002854764, 0.14433849998749793]","[1.5445581001695246, 0.2576715999748558, 0.14371259999461472, 0.26194439991377294, 0.14164579985663295, 0.1443447999190539]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h51.59.527,HideSeek_v1,2022.2.5,60.3974150075163,
,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide7.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio7.wav,27.66065760003403,27.658256179932504,7,"[1.5445487000979483, 0.2576631000265479, 0.14370210003107786, 0.2619350999593735, 0.14163780002854764, 0.14433849998749793, 0.1275933999568224]","[1.5445581001695246, 0.2576715999748558, 0.14371259999461472, 0.26194439991377294, 0.14164579985663295, 0.00019919988699257374, 0.12760200002230704]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h51.59.527,HideSeek_v1,2022.2.5,60.3974150075163,
,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide8.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio8.wav,27.86004429985769,27.858089099870995,8,"[1.5445487000979483, 0.2576631000265479, 0.14370210003107786, 0.2619350999593735, 0.14163780002854764, 0.14433849998749793, 0.1275933999568224, 0.11216500005684793]","[1.5445581001695246, 0.2576715999748558, 0.14371259999461472, 0.26194439991377294, 0.14164579985663295, 0.00019919988699257374, 0.00020499993115663528, 0.11217109998688102]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h51.59.527,HideSeek_v1,2022.2.5,60.3974150075163,
,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide9.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio9.wav,28.024837999837473,28.008118280023336,9,"[1.5445487000979483, 0.2576631000265479, 0.14370210003107786, 0.2619350999593735, 0.14163780002854764, 0.14433849998749793, 0.1275933999568224, 0.11216500005684793, 0.224958699895069]","[1.5445581001695246, 0.2576715999748558, 0.14371259999461472, 0.26194439991377294, 0.14164579985663295, 0.00019919988699257374, 0.00020499993115663528, 0.058529699919745326, 0.22496669995598495]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h51.59.527,HideSeek_v1,2022.2.5,60.3974150075163,
,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide10.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio10.wav,28.274664599914104,28.257900119945404,10,"[1.5445487000979483, 0.2576631000265479, 0.14370210003107786, 0.2619350999593735, 0.14163780002854764, 0.14433849998749793, 0.1275933999568224, 0.11216500005684793, 0.224958699895069, 0.32172170002013445]","[1.5445581001695246, 0.2576715999748558, 0.14371259999461472, 0.26194439991377294, 0.14164579985663295, 0.00019919988699257374, 0.00020499993115663528, 0.058529699919745326, 0.00021760002709925175, 0.32172839995473623]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h51.59.527,HideSeek_v1,2022.2.5,60.3974150075163,
