trialInstr,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,trialLength,version,trialTrain,praclen,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,moveLoop_train.thisRepN,moveLoop_train.thisTrialN,moveLoop_train.thisN,moveLoop_train.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,testlen,trial_label,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,alienStim,instrFile,alienStim_instr,gridImage_instr.started,startPos_3.started,key_instr.started,alienImage_3.started,sounds_1.started,key_instr.keys,key_instr.rt,all_x,all_y,FBy_corrSteps,FBy_fixStart,FBx_corrSteps,FBx_fixStart,FBy_pathSize_check,FBx_pathSize_check,gridImage_9.started,alienImageFB_3.started,startPosFB_3.started,keyFB_3.started,pathLine_ydir_2.started,pathLine_xdir_2.started,alienFace_3.started,sounds_2.started,RTFB_instr,keyFB_3.keys,keyFB_3.rt,draw_alienStim,draw_alienID,test_x,nrepcount,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,gridImage_4.started,startPos.started,movePos.started,key_resp.started,alienImage.started,buttonPress_train,RTchoice_train,cumAcctrain,aCorr,saveACC_choice,corrAns,x_movePos_end,y_movePos_end,key_resp.keys,key_resp.rt,wLy_dir,wLx_dir,x_movePos,y_movePos,text_2.started,text_2.stopped,aft_x_corrPos,aft_y_corrPos,y_pathSize_check,x_pathSize_check,y_pathdirY,x_pathdirY,x_pathdirX,x_corrPos,y_corrPos,gridImage_6.started,alienImageFB_2.started,startPosFB_2.started,movePosFB_2.started,keyFB_2.started,pathLine_xdir.started,pathLine_ydir.started,alienFace.started,sounds_4.started,RT_FBtrain,keyFB_2.keys,keyFB_2.rt,saveACC_pre,ACC,within_saveACC_train,earlystop_wloop,cumAcctrain_check,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
,1,0,2,0,1,0,26,,train_dim1_1,22,30,2,0,2,0,,,,,,,,,0,0,0,0,0,21,21,21,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,212.2771316000144,212.2771316000144,212.2771316000144,212.2771316000144,212.2771316000144,return,0.3433320999611169,22,0,0,1,0.0,-0.4,return,0.2654880000045523,0,47,0.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,2,1,7,1,5,0,66,,train_dim1_1,23,30,2,0,2,0,,,,,,,,,0,0,0,0,0,22,22,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,26,1,24,,,,,,,30,,,,,,,,216.1961605999968,216.1961605999968,216.1961605999968,216.1961605999968,216.1961605999968,right,0.8915447000181302,22,0,0,99,0.08,-0.32,right,0.7766941000008956,,,,,214.6218864999828,216.1961605999968,0,-0.4,0.0,0.08,-0.4,0,-0.04,0,-0.4,214.20518489996903,214.20518489996903,214.20518489996903,214.20518489996903,214.20518489996903,214.20518489996903,214.20518489996903,214.20518489996903,214.15495029996964,0.5356442999909632,return,0.38968610001029447,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,2,1,7,1,5,0,66,,train_dim1_1,23,30,2,0,2,0,,,,,,,,,0,0,0,0,0,22,22,22,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,217.0582912999671,217.0582912999671,217.0582912999671,217.0582912999671,217.0582912999671,right,0.31071550003252923,22,0,0,99,0.16,-0.32,right,0.23074769997037947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,2,1,7,1,5,0,66,,train_dim1_1,23,30,2,0,2,0,,,,,,,,,0,0,0,0,0,22,22,22,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,217.37374710000586,217.37374710000586,217.37374710000586,217.37374710000586,217.37374710000586,right,0.2938057000283152,22,0,0,99,0.24,-0.32,right,0.2283045999938622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,2,1,7,1,5,0,66,,train_dim1_1,23,30,2,0,2,0,,,,,,,,,0,0,0,0,0,22,22,22,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,217.67491549998522,217.67491549998522,217.67491549998522,217.67491549998522,217.67491549998522,right,0.2941901999874972,22,0,0,99,0.32,-0.32,right,0.2183223000029102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,2,1,7,1,5,0,66,,train_dim1_1,23,30,2,0,2,0,,,,,,,,,0,0,0,0,0,22,22,22,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,217.97173499997007,217.97173499997007,217.97173499997007,217.97173499997007,217.97173499997007,right,0.2946624999749474,22,0,0,99,0.4,-0.32,right,0.2194088000105694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,2,1,7,1,5,0,66,,train_dim1_1,23,30,2,0,2,0,,,,,,,,,0,0,0,0,0,22,22,22,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,218.2735044999863,218.2735044999863,218.2735044999863,218.2735044999863,218.2735044999863,return,0.27730549999978393,23,0,0,1,0.4,-0.32,return,0.20413179998286068,0,52,0.4,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,4,4,7,4,3,0,46,,train_dim1_1,24,30,2,0,2,0,,,,,,,,,0,0,0,0,0,23,23,23,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,2,25,,,,,,,30,,,,,,,,222.4757857999648,222.4757857999648,222.4757857999648,222.4757857999648,222.4757857999648,right,2.9748012000345625,23,0,0,99,0.24,-0.08,right,2.8812568000284955,,,,,220.92126530001406,222.4757857999648,0.4,-0.32,0.0,0.4,-0.32,0.4,0.2,0.4,-0.32,220.1349650999764,220.1349650999764,220.1349650999764,220.1349650999764,220.1349650999764,220.1349650999764,220.1349650999764,220.1349650999764,220.0878354999877,0.902119499980472,return,0.7679480999941006,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,4,4,7,4,3,0,46,,train_dim1_1,24,30,2,0,2,0,,,,,,,,,0,0,0,0,0,23,23,23,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,225.44329510000534,225.44329510000534,225.44329510000534,225.44329510000534,225.44329510000534,right,0.29423430003225803,23,0,0,99,0.32,-0.08,right,0.21238879999145865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,4,4,7,4,3,0,46,,train_dim1_1,24,30,2,0,2,0,,,,,,,,,0,0,0,0,0,23,23,23,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,225.73560049996013,225.73560049996013,225.73560049996013,225.73560049996013,225.73560049996013,right,0.29371110000647604,23,0,0,99,0.4,-0.08,right,0.22514530003536493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,4,4,7,4,3,0,46,,train_dim1_1,24,30,2,0,2,0,,,,,,,,,0,0,0,0,0,23,23,23,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,226.0431433999911,226.0431433999911,226.0431433999911,226.0431433999911,226.0431433999911,return,0.2923776999814436,24,0,0,1,0.4,-0.08,return,0.2157539000036195,0,55,0.4,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,3,0,3,0,0,0,16,,train_dim1_1,25,30,2,0,2,0,,,,,,,,,0,0,0,0,0,24,24,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/16.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,46,4,26,,,,,,,30,,,,,,,,232.45446689997334,232.45446689997334,232.45446689997334,232.45446689997334,232.45446689997334,return,1.3238180999760516,25,0,0,1,0.08,-0.4,return,1.2237563999951817,0,55,0.08,-0.4,230.88827269995818,232.45446689997334,0.4,-0.08,0.0,0.24,-0.08,0.4,0.28,0.4,-0.08,227.91789069998777,227.91789069998777,227.91789069998777,227.91789069998777,227.91789069998777,227.91789069998777,227.91789069998777,227.91789069998777,227.8709816999908,3.0857470000046305,return,2.954000299971085,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,1,1,6,1,5,0,66,,train_dim1_1,26,30,2,0,2,0,,,,,,,,,0,0,0,0,0,25,25,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/16.png,16,3,27,,,,,,,30,,,,,,,,238.03753049997613,238.03753049997613,238.03753049997613,238.03753049997613,238.03753049997613,right,1.2079937999951653,25,0,0,99,0.0,-0.32,right,1.0947814999963157,,,,,236.45431379997171,238.03753049997613,0.08,-0.4,0.0,0.0,-0.4,0.08,0.08,0.08,-0.4,235.3408524999977,235.3408524999977,235.3408524999977,235.3408524999977,235.3408524999977,235.3408524999977,235.3408524999977,235.3408524999977,235.28792189995875,1.2356683000107296,return,1.0904057000298053,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,1,1,6,1,5,0,66,,train_dim1_1,26,30,2,0,2,0,,,,,,,,,0,0,0,0,0,25,25,25,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,239.24610649998067,239.24610649998067,239.24610649998067,239.24610649998067,239.24610649998067,right,0.3434971999959089,25,0,0,99,0.08,-0.32,right,0.22763420001138002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,1,1,6,1,5,0,66,,train_dim1_1,26,30,2,0,2,0,,,,,,,,,0,0,0,0,0,25,25,25,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,239.55482809996465,239.55482809996465,239.55482809996465,239.55482809996465,239.55482809996465,right,0.34486409998498857,25,0,0,99,0.16,-0.32,right,0.27243240003008395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,1,1,6,1,5,0,66,,train_dim1_1,26,30,2,0,2,0,,,,,,,,,0,0,0,0,0,25,25,25,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,239.9056652999716,239.9056652999716,239.9056652999716,239.9056652999716,239.9056652999716,right,0.361054899985902,25,0,0,99,0.24,-0.32,right,0.2874028999940492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,1,1,6,1,5,0,66,,train_dim1_1,26,30,2,0,2,0,,,,,,,,,0,0,0,0,0,25,25,25,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,240.2725021999795,240.2725021999795,240.2725021999795,240.2725021999795,240.2725021999795,right,0.29408219998003915,25,0,0,99,0.32,-0.32,right,0.23130089999176562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,1,1,6,1,5,0,66,,train_dim1_1,26,30,2,0,2,0,,,,,,,,,0,0,0,0,0,25,25,25,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,240.57345009996789,240.57345009996789,240.57345009996789,240.57345009996789,240.57345009996789,return,0.344271200010553,26,0,0,1,0.32,-0.32,return,0.2781334000173956,0,60,0.32,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,0,1,2,1,2,0,36,,train_dim1_1,27,30,2,0,2,0,,,,,,,,,0,0,0,0,0,26,26,26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/36.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,1,28,,,,,,,30,,,,,,,,246.97752760001458,246.97752760001458,246.97752760001458,246.97752760001458,246.97752760001458,right,1.1249395000049844,26,0,0,99,-0.08,-0.32,right,1.0335010000271723,,,,,245.4212990999804,246.97752760001458,0.32,-0.32,0.0,0.4,-0.32,0.32,0.12,0.32,-0.32,242.51611719996436,242.51611719996436,242.51611719996436,242.51611719996436,242.51611719996436,242.51611719996436,242.51611719996436,242.51611719996436,242.47096559996135,3.018945000017993,return,2.8731444999575615,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,0,1,2,1,2,0,36,,train_dim1_1,27,30,2,0,2,0,,,,,,,,,0,0,0,0,0,26,26,26,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,248.0881606999901,248.0881606999901,248.0881606999901,248.0881606999901,248.0881606999901,right,0.4767965999781154,26,0,0,99,0.0,-0.32,right,0.4134489999851212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,0,1,2,1,2,0,36,,train_dim1_1,27,30,2,0,2,0,,,,,,,,,0,0,0,0,0,26,26,26,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,248.56986220000545,248.56986220000545,248.56986220000545,248.56986220000545,248.56986220000545,return,0.361419000022579,27,0,0,1,0.0,-0.32,return,0.30020900000818074,0,62,0.0,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,3,1,4,1,1,0,26,,train_dim1_1,28,30,2,0,2,0,,,,,,,,,0,0,0,0,0,27,27,27,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/36.png,36,0,29,,,,,,,30,,,,,,,,271.2298224999686,271.2298224999686,271.2298224999686,271.2298224999686,271.2298224999686,right,2.124990100041032,27,0,0,99,0.16,-0.32,right,2.035329099977389,,,,,269.67063790000975,271.2298224999686,0,-0.32,0.0,0.16,-0.32,0,-0.08,0,-0.32,250.5259191999794,250.5259191999794,250.5259191999794,250.5259191999794,250.5259191999794,250.5259191999794,250.5259191999794,250.5259191999794,250.47078159995726,19.268719400046393,return,19.12343989999499,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,3,1,4,1,1,0,26,,train_dim1_1,28,30,2,0,2,0,,,,,,,,,0,0,0,0,0,27,27,27,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,273.34454700001515,273.34454700001515,273.34454700001515,273.34454700001515,273.34454700001515,return,0.4771904000081122,28,0,0,1,0.16,-0.32,return,0.40863449999596924,0,63,0.16,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,4,0,7,0,3,0,46,,train_dim1_1,29,30,2,0,2,0,,,,,,,,,0,0,0,0,0,28,28,28,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,26,3,30,,,,,,,30,,,,,,,,277.8706461999682,277.8706461999682,277.8706461999682,277.8706461999682,277.8706461999682,right,3.3254895000136457,28,0,0,99,0.24,-0.4,right,3.2271986000123434,,,,,276.3043580999947,277.8706461999682,0.16,-0.32,0.0,0.08,-0.32,0.16,0.12,0.16,-0.32,275.394665299973,275.394665299973,275.394665299973,275.394665299973,275.394665299973,275.394665299973,275.394665299973,275.394665299973,275.3538806999859,1.0189065000158735,return,0.8859914999920875,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,4,0,7,0,3,0,46,,train_dim1_1,29,30,2,0,2,0,,,,,,,,,0,0,0,0,0,28,28,28,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,281.1716180999647,281.1716180999647,281.1716180999647,281.1716180999647,281.1716180999647,right,0.32769700000062585,28,0,0,99,0.32,-0.4,right,0.2589348999899812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,4,0,7,0,3,0,46,,train_dim1_1,29,30,2,0,2,0,,,,,,,,,0,0,0,0,0,28,28,28,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,281.5132025000057,281.5132025000057,281.5132025000057,281.5132025000057,281.5132025000057,right,0.2574037000304088,28,0,0,99,0.4,-0.4,right,0.18840330000966787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,4,0,7,0,3,0,46,,train_dim1_1,29,30,2,0,2,0,,,,,,,,,0,0,0,0,0,28,28,28,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,281.7743882999639,281.7743882999639,281.7743882999639,281.7743882999639,281.7743882999639,return,0.29429130000062287,29,0,0,1,0.4,-0.4,return,0.22479770000791177,0,66,0.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,2,2,2,2,0,0,16,,train_dim1_1,30,30,2,0,2,0,,,,,,,,,0,0,0,0,0,29,29,29,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/16.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,46,4,31,,,,,,,30,,,,,,,,286.1214352999814,286.1214352999814,286.1214352999814,286.1214352999814,286.1214352999814,return,3.8913215000065975,30,0,0,1,0,-0.24,return,3.7729172999970615,0,66,0,-0.24,284.53732399997534,286.1214352999814,0.4,-0.4,0.0,0.24,-0.4,0.4,0.28,0.4,-0.4,283.653819500003,283.653819500003,283.653819500003,283.653819500003,283.653819500003,283.653819500003,283.653819500003,283.653819500003,283.6038433999929,1.0017495999927633,return,0.8555453000008129,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,,,,,,,,,,,30,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/16.png,16,2,32,17,0.7,1.25,1,1,1,30,0,conditions/schedules/train_x_first/x_increasing_steps/top_left/inputTrain_2.1.xlsx,99,1,2,1,0,,,,,,,,,,,1,,,,,,,,,292.4374305999954,293.97222820000025,0,-0.24,0.0,0.0,-0.24,0,0.0,0,-0.24,291.5537518999772,291.5537518999772,291.5537518999772,291.5537518999772,291.5537518999772,291.5537518999772,291.5537518999772,291.5537518999772,291.5039607999788,1.0022034000139683,return,0.8673969999654219,0,1.25,0,1,30,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,,,,,,,,,,,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide17.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio17.wav,293.97222820000025,293.97057020001233,17,"[4.644008600036614, 0.3743260999908671, 0.39635190000990406, 0.37714880000567064, 0.48543589998735115, 0.37962809996679425, 0.41163279995089397, 0.45220970001537353, 1.1445273999706842, 0.7237837999709882, 0.6556941000162624, 0.6399773000157438, 0.8884019000106491, 0.5702399000292644, 0.8402631999924779, 0.4707971000461839, 2.7468074000207707]","[0.14003739994950593, 0.1639331000042148, 0.12865879997843876, 0.15204760001506656, 0.16213889996288344, 0.1779988999478519, 0.15157809999072924, 0.1603078999905847, 0.1717153000063263, 0.15542990004178137, 0.17367629997897893, 0.6399841000093147, 0.17017350002424791, 0.570245300012175, 0.16953720001038164, 0.47080440004356205, 2.746815800026525]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,,,,,,,,,,,,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide18.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio18.wav,296.76421319996007,296.75405789999644,18,"[4.644008600036614, 0.3743260999908671, 0.39635190000990406, 0.37714880000567064, 0.48543589998735115, 0.37962809996679425, 0.41163279995089397, 0.45220970001537353, 1.1445273999706842, 0.7237837999709882, 0.6556941000162624, 0.6399773000157438, 0.8884019000106491, 0.5702399000292644, 0.8402631999924779, 0.4707971000461839, 2.7468074000207707, 1.8378130000201054]","[0.14003739994950593, 0.1639331000042148, 0.12865879997843876, 0.15204760001506656, 0.16213889996288344, 0.1779988999478519, 0.15157809999072924, 0.1603078999905847, 0.1717153000063263, 0.15542990004178137, 0.17367629997897893, 0.6399841000093147, 0.17017350002424791, 0.570245300012175, 0.16953720001038164, 0.47080440004356205, 0.07051640003919601, 1.8378206000197679]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
,,,,,,,,,,,,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide19.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio19.wav,298.64233920001425,298.637387399975,19,"[4.644008600036614, 0.3743260999908671, 0.39635190000990406, 0.37714880000567064, 0.48543589998735115, 0.37962809996679425, 0.41163279995089397, 0.45220970001537353, 1.1445273999706842, 0.7237837999709882, 0.6556941000162624, 0.6399773000157438, 0.8884019000106491, 0.5702399000292644, 0.8402631999924779, 0.4707971000461839, 2.7468074000207707, 1.8378130000201054, 0.6436516999965534]","[0.14003739994950593, 0.1639331000042148, 0.12865879997843876, 0.15204760001506656, 0.16213889996288344, 0.1779988999478519, 0.15157809999072924, 0.1603078999905847, 0.1717153000063263, 0.15542990004178137, 0.17367629997897893, 0.6399841000093147, 0.17017350002424791, 0.570245300012175, 0.16953720001038164, 0.47080440004356205, 0.07051640003919601, 0.04315119999228045, 0.6436575999832712]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,top_left,2024-10-29_23h27.35.844,HideSeek_v1,2022.2.5,60.44560498012444,
