beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,start_all_time,testround,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide1.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio1.wav,32.47017639997648,32.32837813937804,1,[3.792720500030555],[3.792732400004752],0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h56.06.433,HideSeek_v1,2022.2.5,60.45594667477739,
0,0,0,0,1,0,1,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide2.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio2.wav,36.199090800015256,36.18617080000695,2,"[3.792720500030555, 2.286742000025697]","[0.00025460001779720187, 2.286749700026121]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h56.06.433,HideSeek_v1,2022.2.5,60.45594667477739,
0,0,0,0,2,0,2,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide3.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio3.wav,38.570170899969526,38.55311789998086,3,"[3.792720500030555, 2.286742000025697, 5.422839600010775]","[0.00025460001779720187, 0.0002978999982587993, 5.422848600021098]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h56.06.433,HideSeek_v1,2022.2.5,60.45594667477739,
0,0,0,0,3,0,3,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide4.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio4.wav,44.06498999998439,44.05259420000948,4,"[3.792720500030555, 2.286742000025697, 5.422839600010775, 0.7250392999849282]","[0.00025460001779720187, 0.0002978999982587993, 0.01749210001435131, 0.7250499000074342]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h56.06.433,HideSeek_v1,2022.2.5,60.45594667477739,
0,0,0,0,4,0,4,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide5.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio5.wav,44.85325799998827,44.836200520000425,5,"[3.792720500030555, 2.286742000025697, 5.422839600010775, 0.7250392999849282, 0.5197478999616578]","[0.00025460001779720187, 0.0002978999982587993, 0.01749210001435131, 0.019833399972412735, 0.519756099965889]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h56.06.433,HideSeek_v1,2022.2.5,60.45594667477739,
0,0,0,0,5,0,5,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide6.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio6.wav,45.47312310000416,45.46912145996467,6,"[3.792720500030555, 2.286742000025697, 5.422839600010775, 0.7250392999849282, 0.5197478999616578, 0.29637820000061765]","[0.00025460001779720187, 0.0002978999982587993, 0.01749210001435131, 0.019833399972412735, 0.519756099965889, 0.2963865000056103]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h56.06.433,HideSeek_v1,2022.2.5,60.45594667477739,
0,0,0,0,6,0,6,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide7.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio7.wav,45.837186000018846,45.820008519990374,7,"[3.792720500030555, 2.286742000025697, 5.422839600010775, 0.7250392999849282, 0.5197478999616578, 0.29637820000061765, 0.24520900001516566]","[0.00025460001779720187, 0.0002978999982587993, 0.01749210001435131, 0.019833399972412735, 0.519756099965889, 0.00029739999445155263, 0.24521990003995597]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h56.06.433,HideSeek_v1,2022.2.5,60.45594667477739,
0,0,0,0,7,0,7,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide8.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio8.wav,46.153841499995906,46.136181799985934,8,"[3.792720500030555, 2.286742000025697, 5.422839600010775, 0.7250392999849282, 0.5197478999616578, 0.29637820000061765, 0.24520900001516566, 0.2320221000118181]","[0.00025460001779720187, 0.0002978999982587993, 0.01749210001435131, 0.019833399972412735, 0.519756099965889, 0.00029739999445155263, 0.00025969999842345715, 0.23204779997467995]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h56.06.433,HideSeek_v1,2022.2.5,60.45594667477739,
0,0,0,0,8,0,8,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide9.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio9.wav,46.43258169997716,46.419523720000875,9,"[3.792720500030555, 2.286742000025697, 5.422839600010775, 0.7250392999849282, 0.5197478999616578, 0.29637820000061765, 0.24520900001516566, 0.2320221000118181, 0.2898983000195585]","[0.00025460001779720187, 0.0002978999982587993, 0.01749210001435131, 0.019833399972412735, 0.519756099965889, 0.00029739999445155263, 0.00025969999842345715, 0.0002761000068858266, 0.2899061000207439]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h56.06.433,HideSeek_v1,2022.2.5,60.45594667477739,
0,0,0,0,9,0,9,0,,,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Slide10.png,conditions/schedules/train_x_first/x_increasing_steps/top_left/instructions/Audio10.wav,46.76016319997143,46.75330284001539,10,"[3.792720500030555, 2.286742000025697, 5.422839600010775, 0.7250392999849282, 0.5197478999616578, 0.29637820000061765, 0.24520900001516566, 0.2320221000118181, 0.2898983000195585, 0.29289519996382296]","[0.00025460001779720187, 0.0002978999982587993, 0.01749210001435131, 0.019833399972412735, 0.519756099965889, 0.00029739999445155263, 0.00025969999842345715, 0.0002761000068858266, 0.015590099967084825, 0.29290299996500835]",0,,,A,train_x,x_increasing_steps,top_left,2024-10-29_20h56.06.433,HideSeek_v1,2022.2.5,60.45594667477739,
