trialTrain,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,testlen,version,trial_label,break_on_off,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,breaks.thisRepN,breaks.thisTrialN,breaks.thisN,breaks.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,alienStim,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,saveACC_choice,corrAns_test,x_movePos_end,y_movePos_end,key_resp_test.keys,key_resp_test.rt,fixation_text.started,fixation_text.stopped,draw_alienStim,draw_alienID,test_x,nrepcount,image_break_3.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,participant,train_first,00_coordinate,starting corner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,start_all_time,testround,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide1.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio1.wav,38.59165380010381,38.54277179716155,1,[8.400029599899426],[8.400042199995369],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h39.51.238,HideSeek_v1,2022.2.5,60.066192973183675,
,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide2.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio2.wav,47.07516650017351,47.04211440007202,2,"[8.400029599899426, 0.17040430009365082]","[8.400042199995369, 0.17042080010287464]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h39.51.238,HideSeek_v1,2022.2.5,60.066192973183675,
,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide3.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio3.wav,47.341692900052294,47.309227199992165,3,"[8.400029599899426, 0.17040430009365082, 0.08478579996153712]","[8.400042199995369, 0.17042080010287464, 0.08480020007118583]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h39.51.238,HideSeek_v1,2022.2.5,60.066192973183675,
,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide4.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio4.wav,47.50994770019315,47.49161670007743,4,"[8.400029599899426, 0.17040430009365082, 0.08478579996153712, 0.10749369999393821]","[8.400042199995369, 0.17042080010287464, 0.08480020007118583, 0.10750679997727275]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h39.51.238,HideSeek_v1,2022.2.5,60.066192973183675,
,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide5.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio5.wav,47.80714530008845,47.67472455010284,5,"[8.400029599899426, 0.17040430009365082, 0.08478579996153712, 0.10749369999393821, 0.13663300010375679]","[8.400042199995369, 0.17042080010287464, 0.08480020007118583, 0.10750679997727275, 0.13664710009470582]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h39.51.238,HideSeek_v1,2022.2.5,60.066192973183675,
,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide6.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio6.wav,47.90797040006146,47.890350550063886,6,"[8.400029599899426, 0.17040430009365082, 0.08478579996153712, 0.10749369999393821, 0.13663300010375679, 0.058051500003784895]","[8.400042199995369, 0.17042080010287464, 0.08480020007118583, 0.10750679997727275, 0.13664710009470582, 0.058064299868419766]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h39.51.238,HideSeek_v1,2022.2.5,60.066192973183675,
,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide7.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio7.wav,48.05756420013495,48.04107669997029,7,"[8.400029599899426, 0.17040430009365082, 0.08478579996153712, 0.10749369999393821, 0.13663300010375679, 0.058051500003784895, 0.08433050010353327]","[8.400042199995369, 0.17042080010287464, 0.08480020007118583, 0.10750679997727275, 0.13664710009470582, 0.058064299868419766, 0.08434429997578263]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h39.51.238,HideSeek_v1,2022.2.5,60.066192973183675,
,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide8.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio8.wav,48.21265170001425,48.19139195012394,8,"[8.400029599899426, 0.17040430009365082, 0.08478579996153712, 0.10749369999393821, 0.13663300010375679, 0.058051500003784895, 0.08433050010353327, 0.10554179991595447]","[8.400042199995369, 0.17042080010287464, 0.08480020007118583, 0.10750679997727275, 0.13664710009470582, 0.058064299868419766, 0.08434429997578263, 0.10555440001189709]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h39.51.238,HideSeek_v1,2022.2.5,60.066192973183675,
,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide9.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio9.wav,48.40913310018368,48.37522104999516,9,"[8.400029599899426, 0.17040430009365082, 0.08478579996153712, 0.10749369999393821, 0.13663300010375679, 0.058051500003784895, 0.08433050010353327, 0.10554179991595447, 0.1216796999797225]","[8.400042199995369, 0.17042080010287464, 0.08480020007118583, 0.10750679997727275, 0.13664710009470582, 0.058064299868419766, 0.08434429997578263, 0.10555440001189709, 0.12169249984435737]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h39.51.238,HideSeek_v1,2022.2.5,60.066192973183675,
,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Slide10.png,conditions/schedules/train_y_first/red_square_00/top_left/instructions/Audio10.wav,48.57464090012945,48.55781300016679,10,"[8.400029599899426, 0.17040430009365082, 0.08478579996153712, 0.10749369999393821, 0.13663300010375679, 0.058051500003784895, 0.08433050010353327, 0.10554179991595447, 0.1216796999797225, 0.17950119986198843]","[8.400042199995369, 0.17042080010287464, 0.08480020007118583, 0.10750679997727275, 0.13664710009470582, 0.058064299868419766, 0.08434429997578263, 0.10555440001189709, 0.00036509986966848373, 0.17953510000370443]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,red_square,top_left,2024-11-07_15h39.51.238,HideSeek_v1,2022.2.5,60.066192973183675,
