trialTrain,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,testlen,version,trial_label,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,mini_instr2_trials.thisRepN,mini_instr2_trials.thisTrialN,mini_instr2_trials.thisN,mini_instr2_trials.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,alienStim,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,saveACC_choice,corrAns_test,x_movePos_end,y_movePos_end,key_resp_test.keys,key_resp_test.rt,fixation_text.started,fixation_text.stopped,draw_alienStim,draw_alienID,test_x,nrepcount,total_time,end_all_time,key_resp_3.keys,slides_2.started,sounds_3.started,nextButton_2.numClicks,nextButton_2.timesOn,nextButton_2.timesOff,prev_but_2.numClicks,prev_but_2.timesOn,prev_but_2.timesOff,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide27.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio27.wav,100.46644250000827,100.45863232003758,30,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216, 3.299084599944763, 3.1692842999473214, 1.9194669000571594, 2.0408350999932736, 0.637990599963814, 0.536925199907273, 2.706163899973035, 1.2876791000599042, 0.7907787000294775]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 0.014302999945357442, 3.299091699998826, 0.15270320000126958, 0.14087060000747442, 0.07170970004517585, 0.00021520000882446766, 0.1676125000230968, 0.08966569998301566, 0.10805780009832233, 0.7907858000835404]",3,"[5.566907299915329, 0.6727371000451967, 0.6042633999604732]","[0.07106240000575781, 0.03704730002209544, 0.03872119996231049]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide28.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio28.wav,101.29595230007544,101.29236812003656,31,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216, 3.299084599944763, 3.1692842999473214, 1.9194669000571594, 2.0408350999932736, 0.637990599963814, 0.536925199907273, 2.706163899973035, 1.2876791000599042, 0.7907787000294775, 1.4606070999288931]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 0.014302999945357442, 3.299091699998826, 0.15270320000126958, 0.14087060000747442, 0.07170970004517585, 0.00021520000882446766, 0.1676125000230968, 0.08966569998301566, 0.10805780009832233, 0.1096914999652654, 1.4606136999791488]",3,"[5.566907299915329, 0.6727371000451967, 0.6042633999604732]","[0.07106240000575781, 0.03704730002209544, 0.03872119996231049]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,9,0,9,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide29.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio29.wav,102.81488189997617,102.80908985997085,32,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216, 3.299084599944763, 3.1692842999473214, 1.9194669000571594, 2.0408350999932736, 0.637990599963814, 0.536925199907273, 2.706163899973035, 1.2876791000599042, 0.7907787000294775, 1.4606070999288931, 4.9211142000276595]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 0.014302999945357442, 3.299091699998826, 0.15270320000126958, 0.14087060000747442, 0.07170970004517585, 0.00021520000882446766, 0.1676125000230968, 0.08966569998301566, 0.10805780009832233, 0.1096914999652654, 0.04140850005205721, 4.92112149996683]",3,"[5.566907299915329, 0.6727371000451967, 0.6042633999604732]","[0.07106240000575781, 0.03704730002209544, 0.03872119996231049]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,9,0,9,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide30.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio30.wav,107.77574660000391,107.77192482001847,32,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216, 3.299084599944763, 3.1692842999473214, 1.9194669000571594, 2.0408350999932736, 0.637990599963814, 0.536925199907273, 2.706163899973035, 1.2876791000599042, 0.7907787000294775, 1.4606070999288931, 4.9211142000276595]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 0.014302999945357442, 3.299091699998826, 0.15270320000126958, 0.14087060000747442, 0.07170970004517585, 0.00021520000882446766, 0.1676125000230968, 0.08966569998301566, 0.10805780009832233, 0.1096914999652654, 0.04140850005205721, 0.06284930009860545]",4,"[5.566907299915329, 0.6727371000451967, 0.6042633999604732, 10.180698200012557]","[0.07106240000575781, 0.03704730002209544, 0.03872119996231049, 10.18070460006129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,9,0,9,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide29.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio29.wav,117.9999718000181,117.9926079199533,33,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216, 3.299084599944763, 3.1692842999473214, 1.9194669000571594, 2.0408350999932736, 0.637990599963814, 0.536925199907273, 2.706163899973035, 1.2876791000599042, 0.7907787000294775, 1.4606070999288931, 4.9211142000276595, 11.32447770005092]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 0.014302999945357442, 3.299091699998826, 0.15270320000126958, 0.14087060000747442, 0.07170970004517585, 0.00021520000882446766, 0.1676125000230968, 0.08966569998301566, 0.10805780009832233, 0.1096914999652654, 0.04140850005205721, 0.06284930009860545, 11.324483899981715]",4,"[5.566907299915329, 0.6727371000451967, 0.6042633999604732, 10.180698200012557]","[0.07106240000575781, 0.03704730002209544, 0.03872119996231049, 0.038712200010195374]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,9,0,9,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide30.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio30.wav,129.35540430003311,129.34191418003758,34,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216, 3.299084599944763, 3.1692842999473214, 1.9194669000571594, 2.0408350999932736, 0.637990599963814, 0.536925199907273, 2.706163899973035, 1.2876791000599042, 0.7907787000294775, 1.4606070999288931, 4.9211142000276595, 11.32447770005092, 1.0017082000849769]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 0.014302999945357442, 3.299091699998826, 0.15270320000126958, 0.14087060000747442, 0.07170970004517585, 0.00021520000882446766, 0.1676125000230968, 0.08966569998301566, 0.10805780009832233, 0.1096914999652654, 0.04140850005205721, 0.06284930009860545, 0.1150433000875637, 1.0017162000294775]",4,"[5.566907299915329, 0.6727371000451967, 0.6042633999604732, 10.180698200012557]","[0.07106240000575781, 0.03704730002209544, 0.03872119996231049, 0.038712200010195374]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,9,0,9,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide31.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio31.wav,130.41500989999622,130.40853606003802,35,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216, 3.299084599944763, 3.1692842999473214, 1.9194669000571594, 2.0408350999932736, 0.637990599963814, 0.536925199907273, 2.706163899973035, 1.2876791000599042, 0.7907787000294775, 1.4606070999288931, 4.9211142000276595, 11.32447770005092, 1.0017082000849769, 3.038475100067444]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 0.014302999945357442, 3.299091699998826, 0.15270320000126958, 0.14087060000747442, 0.07170970004517585, 0.00021520000882446766, 0.1676125000230968, 0.08966569998301566, 0.10805780009832233, 0.1096914999652654, 0.04140850005205721, 0.06284930009860545, 0.1150433000875637, 0.09151759999804199, 3.0384810001123697]",4,"[5.566907299915329, 0.6727371000451967, 0.6042633999604732, 10.180698200012557]","[0.07106240000575781, 0.03704730002209544, 0.03872119996231049, 0.038712200010195374]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
1,3,3,7,4,4,1,22,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/22.png,133.60790369997267,133.60790369997267,133.60790369997267,133.60790369997267,133.60790369997267,0,0,return,1.047381900018081,0,0,0,0.08,-0.16,return,0.9393379000248387,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
1,3,3,7,4,4,1,22,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.59161980007775,135.65789699996822,stimuli/alien_stimuli/22.png,22,3,1,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
2,0,1,0,3,0,2,63,72,test_exp,untrained_1D_first_leftout,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/63.png,135.65789699996822,135.65789699996822,135.65789699996822,135.65789699996822,135.65789699996822,0,0,return,0.14612149994354695,0,0,0,-0.16,-0.32,return,0.03509259992279112,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
2,0,1,0,3,0,2,63,72,test_exp,untrained_1D_first_leftout,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.74088180006947,136.80323900002986,stimuli/alien_stimuli/63.png,63,0,2,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
3,3,1,6,4,3,3,34,72,test_exp,train_2D_new,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/34.png,136.80323900002986,136.80323900002986,136.80323900002986,136.80323900002986,136.80323900002986,0,0,return,0.2962103000609204,0,0,0,0.08,-0.32,return,0.19042820006143302,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
3,3,1,6,4,3,3,34,72,test_exp,train_2D_new,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.04153990000486,138.10682530002668,stimuli/alien_stimuli/34.png,34,3,3,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
4,3,4,4,5,1,1,52,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/52.png,138.10682530002668,138.10682530002668,138.10682530002668,138.10682530002668,138.10682530002668,0,0,return,0.1295021999394521,0,0,0,0.08,-0.08,return,0.007907700026407838,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
4,3,4,4,5,1,1,52,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.17577560001519,139.24144220002927,stimuli/alien_stimuli/52.png,52,3,4,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
5,2,0,5,4,3,4,35,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/35.png,139.24144220002927,139.24144220002927,139.24144220002927,139.24144220002927,139.24144220002927,0,0,return,0.1459185000276193,0,0,0,0,-0.4,return,0.05105600005481392,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
5,2,0,5,4,3,4,35,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.34114709997084,140.39202849997673,stimuli/alien_stimuli/35.png,35,2,5,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
6,4,1,6,5,2,4,45,72,test_exp,train_2D_repeat,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/45.png,140.39202849997673,140.39202849997673,140.39202849997673,140.39202849997673,140.39202849997673,0,0,return,0.2642640999983996,0,0,0,0.16,-0.32,return,0.16996029997244477,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
6,4,1,6,5,2,4,45,72,test_exp,train_2D_repeat,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.60749680001754,141.6614701000508,stimuli/alien_stimuli/45.png,45,4,6,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
7,3,0,4,0,1,0,51,72,test_exp,train_1D_sec_new,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/51.png,141.6614701000508,141.6614701000508,141.6614701000508,141.6614701000508,141.6614701000508,0,0,return,0.19464929995592684,0,0,0,0.08,-0.4,return,0.10727069992572069,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
7,3,0,4,0,1,0,51,72,test_exp,train_1D_sec_new,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.80768239998724,142.86077640007716,stimuli/alien_stimuli/51.png,51,3,7,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
8,3,2,7,2,4,0,21,72,test_exp,train_1D_sec_repeat,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/21.png,142.86077640007716,142.86077640007716,142.86077640007716,142.86077640007716,142.86077640007716,0,0,return,0.11353249999228865,0,0,0,0.08,-0.24,return,0.008753799949772656,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
8,3,2,7,2,4,0,21,72,test_exp,train_1D_sec_repeat,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.9240191000281,143.97221909998916,stimuli/alien_stimuli/21.png,21,3,8,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
9,0,3,2,6,2,3,44,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/44.png,143.97221909998916,143.97221909998916,143.97221909998916,143.97221909998916,143.97221909998916,0,0,return,0.19624479999765754,0,0,0,-0.16,-0.16,return,0.11201169993728399,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
9,0,3,2,6,2,3,44,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.12413350003771,145.17733630002476,stimuli/alien_stimuli/44.png,44,0,9,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
10,2,1,7,6,5,5,16,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/16.png,145.17733630002476,145.17733630002476,145.17733630002476,145.17733630002476,145.17733630002476,0,0,return,0.24695419997442514,0,0,0,0,-0.32,return,0.1600620000390336,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
10,2,1,7,6,5,5,16,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.37458850000985,146.43739700003061,stimuli/alien_stimuli/16.png,16,2,10,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
11,2,2,2,5,0,3,64,72,test_exp,train_1D_first_repeat,,,,,,,,,,,,,,,,,,,,,0,10,10,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,146.43739700003061,146.43739700003061,146.43739700003061,146.43739700003061,146.43739700003061,0,0,return,0.21278359997086227,0,0,0,0,-0.24,return,0.11899660003837198,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
11,2,2,2,5,0,3,64,72,test_exp,train_1D_first_repeat,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.59112310002092,147.64343409996945,stimuli/alien_stimuli/64.png,64,2,11,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
12,0,2,5,2,5,0,11,72,test_exp,train_1D_sec_new,,,,,,,,,,,,,,,,,,,,,0,11,11,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/11.png,147.64343409996945,147.64343409996945,147.64343409996945,147.64343409996945,147.64343409996945,0,0,return,0.1809297000290826,0,0,0,-0.16,-0.24,return,0.09277220000512898,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
12,0,2,5,2,5,0,11,72,test_exp,train_1D_sec_new,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.7752302000299,148.84510330006015,stimuli/alien_stimuli/11.png,11,0,12,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
