trialTrain,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,testlen,version,trial_label,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,mini_instr2_trials.thisRepN,mini_instr2_trials.thisTrialN,mini_instr2_trials.thisN,mini_instr2_trials.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,alienStim,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,saveACC_choice,corrAns_test,x_movePos_end,y_movePos_end,key_resp_test.keys,key_resp_test.rt,fixation_text.started,fixation_text.stopped,draw_alienStim,draw_alienID,test_x,nrepcount,total_time,end_all_time,key_resp_3.keys,slides_2.started,sounds_3.started,nextButton_2.numClicks,nextButton_2.timesOn,nextButton_2.timesOff,prev_but_2.numClicks,prev_but_2.timesOn,prev_but_2.timesOff,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide18.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio18.wav,61.1717141000554,61.16045021997997,18,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 2.085028500063345]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide19.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio19.wav,63.300444600055926,63.292612420034125,19,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 4.672595800017007]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide20.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio20.wav,68.03093530004844,68.02556305998006,20,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 2.960344100021757]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide21.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio21.wav,71.14094010007102,71.14266030001454,21,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 5.915612900047563]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide22.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio22.wav,77.1912910999963,77.19268885996426,22,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216, 3.299084599944763]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 0.014302999945357442, 3.299091699998826]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide23.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio23.wav,80.62608670000918,80.60970181999728,23,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216, 3.299084599944763, 3.1692842999473214]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 0.014302999945357442, 3.299091699998826, 3.1692919000051916]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide24.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio24.wav,83.85428520001005,83.8423143599881,24,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216, 3.299084599944763, 3.1692842999473214, 1.9194669000571594]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 0.014302999945357442, 3.299091699998826, 0.15270320000126958, 1.9194735999917611]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide25.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio25.wav,85.83281040005386,85.82593106003479,25,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216, 3.299084599944763, 3.1692842999473214, 1.9194669000571594, 2.0408350999932736]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 0.014302999945357442, 3.299091699998826, 0.15270320000126958, 0.14087060000747442, 2.040841000038199]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide26.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio26.wav,87.98505440005101,87.9761327799759,26,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216, 3.299084599944763, 3.1692842999473214, 1.9194669000571594, 2.0408350999932736, 0.637990599963814]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 0.014302999945357442, 3.299091699998826, 0.15270320000126958, 0.14087060000747442, 0.07170970004517585, 0.6379992000292987]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide27.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio27.wav,88.76815630006604,88.74261481994763,27,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216, 3.299084599944763, 3.1692842999473214, 1.9194669000571594, 2.0408350999932736, 0.637990599963814, 0.536925199907273]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 0.014302999945357442, 3.299091699998826, 0.15270320000126958, 0.14087060000747442, 0.07170970004517585, 0.00021520000882446766, 0.5369316999567673]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide28.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio28.wav,89.40636590006761,89.4088722200133,27,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216, 3.299084599944763, 3.1692842999473214, 1.9194669000571594, 2.0408350999932736, 0.637990599963814, 0.536925199907273]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 0.014302999945357442, 3.299091699998826, 0.15270320000126958, 0.14087060000747442, 0.07170970004517585, 0.00021520000882446766, 0.1676125000230968]",1,[5.566907299915329],[5.566925099934451],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide27.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio27.wav,95.01770890003536,95.00894121999154,27,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216, 3.299084599944763, 3.1692842999473214, 1.9194669000571594, 2.0408350999932736, 0.637990599963814, 0.536925199907273]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 0.014302999945357442, 3.299091699998826, 0.15270320000126958, 0.14087060000747442, 0.07170970004517585, 0.00021520000882446766, 0.1676125000230968]",2,"[5.566907299915329, 0.6727371000451967]","[0.07106240000575781, 0.6727441999828443]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide26.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio26.wav,95.73521750001237,95.72554481994594,27,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216, 3.299084599944763, 3.1692842999473214, 1.9194669000571594, 2.0408350999932736, 0.637990599963814, 0.536925199907273]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 0.014302999945357442, 3.299091699998826, 0.15270320000126958, 0.14087060000747442, 0.07170970004517585, 0.00021520000882446766, 0.1676125000230968]",3,"[5.566907299915329, 0.6727371000451967, 0.6042633999604732]","[0.07106240000575781, 0.03704730002209544, 0.6042702000122517]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide25.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio25.wav,96.39164430007804,96.37568922002102,28,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216, 3.299084599944763, 3.1692842999473214, 1.9194669000571594, 2.0408350999932736, 0.637990599963814, 0.536925199907273, 2.706163899973035]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 0.014302999945357442, 3.299091699998826, 0.15270320000126958, 0.14087060000747442, 0.07170970004517585, 0.00021520000882446766, 0.1676125000230968, 2.7061700000194833]",3,"[5.566907299915329, 0.6727371000451967, 0.6042633999604732]","[0.07106240000575781, 0.03704730002209544, 0.03872119996231049]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
,,,,,,,,,,,9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide26.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio26.wav,99.13464880001266,99.12622101999587,29,"[2.9574287000577897, 0.17829399998299778, 0.21566729992628098, 0.13886899990029633, 0.11860120005439967, 0.649534699972719, 0.15055230003781617, 0.10447569994721562, 0.38457009999547154, 1.079923199955374, 5.738681499962695, 4.444607299985364, 2.3891169999260455, 1.7457868000492454, 1.1926894000498578, 2.482321499963291, 0.9396038000704721, 2.085021900013089, 4.672587699955329, 2.9603360999608412, 5.915605499991216, 3.299084599944763, 3.1692842999473214, 1.9194669000571594, 2.0408350999932736, 0.637990599963814, 0.536925199907273, 2.706163899973035, 1.2876791000599042]","[2.957438400015235, 0.014481399906799197, 0.21567740000318736, 0.13887709996197373, 0.014147899928502738, 0.0002452000044286251, 0.1505588999716565, 0.00022629997693002224, 0.00019319995772093534, 1.079930100007914, 0.043976099928840995, 0.015104699996300042, 0.04484860005322844, 1.7457976000150666, 0.14779299998190254, 0.013844700064510107, 0.21807750000152737, 0.07220779999624938, 0.014819300035014749, 0.014191200025379658, 0.014302999945357442, 3.299091699998826, 0.15270320000126958, 0.14087060000747442, 0.07170970004517585, 0.00021520000882446766, 0.1676125000230968, 0.08966569998301566, 1.2876871000044048]",3,"[5.566907299915329, 0.6727371000451967, 0.6042633999604732]","[0.07106240000575781, 0.03704730002209544, 0.03872119996231049]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
