beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide25.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio25.wav,43.098845099972095,43.08887357999338,25,"[2.156699799990747, 0.3430309999966994, 0.3172010999987833, 0.24030379997566342, 0.2636276999837719, 0.24638969998341054, 0.24752999999327585, 0.23132979997899383, 0.18071000004420057, 0.2072875999729149, 0.1875859000138007, 0.16380400001071393, 0.081730600039009, 0.19344170001568273, 0.11612959997728467, 0.12381329998606816, 0.16034130001207814, 0.14789480000035837, 0.14626309997402132, 0.14060599997173995, 0.06679159996565431, 0.042858999979216605, 0.06254469999112189, 0.1325834000017494, 0.17145919997710735]","[0.060790799965616316, 0.05013510002754629, 0.040586099959909916, 0.015426999947521836, 0.01533750002272427, 0.047489300020970404, 0.015424399985931814, 0.017066300031729043, 0.04174129996681586, 0.02125240000896156, 0.016342399991117418, 0.16381190001266077, 0.02537540002958849, 0.19345160003285855, 0.00028789998032152653, 0.04389959998661652, 0.017907400033436716, 0.016182999999728054, 0.023571099969558418, 0.14061279996531084, 0.06680410000262782, 0.04286589997354895, 0.00020160002168267965, 0.0001962999813258648, 0.17146729998057708]",0,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h08.44.275,HideSeek_v1,2022.2.5,59.848774122612674,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,A,train_y,x_increasing_steps,top_left,2024-10-29_18h08.44.275,HideSeek_v1,2022.2.5,59.848774122612674,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide26.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio26.wav,43.384748000011314,43.38113536001183,26,"[2.156699799990747, 0.3430309999966994, 0.3172010999987833, 0.24030379997566342, 0.2636276999837719, 0.24638969998341054, 0.24752999999327585, 0.23132979997899383, 0.18071000004420057, 0.2072875999729149, 0.1875859000138007, 0.16380400001071393, 0.081730600039009, 0.19344170001568273, 0.11612959997728467, 0.12381329998606816, 0.16034130001207814, 0.14789480000035837, 0.14626309997402132, 0.14060599997173995, 0.06679159996565431, 0.042858999979216605, 0.06254469999112189, 0.1325834000017494, 0.17145919997710735, 0.1300895999884233]","[0.060790799965616316, 0.05013510002754629, 0.040586099959909916, 0.015426999947521836, 0.01533750002272427, 0.047489300020970404, 0.015424399985931814, 0.017066300031729043, 0.04174129996681586, 0.02125240000896156, 0.016342399991117418, 0.16381190001266077, 0.02537540002958849, 0.19345160003285855, 0.00028789998032152653, 0.04389959998661652, 0.017907400033436716, 0.016182999999728054, 0.023571099969558418, 0.14061279996531084, 0.06680410000262782, 0.04286589997354895, 0.00020160002168267965, 0.0001962999813258648, 0.17146729998057708, 0.1301005000132136]",0,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h08.44.275,HideSeek_v1,2022.2.5,59.848774122612674,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,A,train_y,x_increasing_steps,top_left,2024-10-29_18h08.44.275,HideSeek_v1,2022.2.5,59.848774122612674,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide27.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio27.wav,43.649039299984,43.63089786000783,27,"[2.156699799990747, 0.3430309999966994, 0.3172010999987833, 0.24030379997566342, 0.2636276999837719, 0.24638969998341054, 0.24752999999327585, 0.23132979997899383, 0.18071000004420057, 0.2072875999729149, 0.1875859000138007, 0.16380400001071393, 0.081730600039009, 0.19344170001568273, 0.11612959997728467, 0.12381329998606816, 0.16034130001207814, 0.14789480000035837, 0.14626309997402132, 0.14060599997173995, 0.06679159996565431, 0.042858999979216605, 0.06254469999112189, 0.1325834000017494, 0.17145919997710735, 0.1300895999884233, 0.14165040000807494]","[0.060790799965616316, 0.05013510002754629, 0.040586099959909916, 0.015426999947521836, 0.01533750002272427, 0.047489300020970404, 0.015424399985931814, 0.017066300031729043, 0.04174129996681586, 0.02125240000896156, 0.016342399991117418, 0.16381190001266077, 0.02537540002958849, 0.19345160003285855, 0.00028789998032152653, 0.04389959998661652, 0.017907400033436716, 0.016182999999728054, 0.023571099969558418, 0.14061279996531084, 0.06680410000262782, 0.04286589997354895, 0.00020160002168267965, 0.0001962999813258648, 0.17146729998057708, 0.1301005000132136, 0.14165790000697598]",0,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h08.44.275,HideSeek_v1,2022.2.5,59.848774122612674,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,A,train_y,x_increasing_steps,top_left,2024-10-29_18h08.44.275,HideSeek_v1,2022.2.5,59.848774122612674,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide28.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio28.wav,43.9538558999775,43.94769782001386,28,"[2.156699799990747, 0.3430309999966994, 0.3172010999987833, 0.24030379997566342, 0.2636276999837719, 0.24638969998341054, 0.24752999999327585, 0.23132979997899383, 0.18071000004420057, 0.2072875999729149, 0.1875859000138007, 0.16380400001071393, 0.081730600039009, 0.19344170001568273, 0.11612959997728467, 0.12381329998606816, 0.16034130001207814, 0.14789480000035837, 0.14626309997402132, 0.14060599997173995, 0.06679159996565431, 0.042858999979216605, 0.06254469999112189, 0.1325834000017494, 0.17145919997710735, 0.1300895999884233, 0.14165040000807494, 0.13203750003594905]","[0.060790799965616316, 0.05013510002754629, 0.040586099959909916, 0.015426999947521836, 0.01533750002272427, 0.047489300020970404, 0.015424399985931814, 0.017066300031729043, 0.04174129996681586, 0.02125240000896156, 0.016342399991117418, 0.16381190001266077, 0.02537540002958849, 0.19345160003285855, 0.00028789998032152653, 0.04389959998661652, 0.017907400033436716, 0.016182999999728054, 0.023571099969558418, 0.14061279996531084, 0.06680410000262782, 0.04286589997354895, 0.00020160002168267965, 0.0001962999813258648, 0.17146729998057708, 0.1301005000132136, 0.14165790000697598, 0.13204619998577982]",0,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h08.44.275,HideSeek_v1,2022.2.5,59.848774122612674,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide29.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio29.wav,44.14875409996603,44.13206508000149,29,"[2.156699799990747, 0.3430309999966994, 0.3172010999987833, 0.24030379997566342, 0.2636276999837719, 0.24638969998341054, 0.24752999999327585, 0.23132979997899383, 0.18071000004420057, 0.2072875999729149, 0.1875859000138007, 0.16380400001071393, 0.081730600039009, 0.19344170001568273, 0.11612959997728467, 0.12381329998606816, 0.16034130001207814, 0.14789480000035837, 0.14626309997402132, 0.14060599997173995, 0.06679159996565431, 0.042858999979216605, 0.06254469999112189, 0.1325834000017494, 0.17145919997710735, 0.1300895999884233, 0.14165040000807494, 0.13203750003594905, 0.390597700024955]","[0.060790799965616316, 0.05013510002754629, 0.040586099959909916, 0.015426999947521836, 0.01533750002272427, 0.047489300020970404, 0.015424399985931814, 0.017066300031729043, 0.04174129996681586, 0.02125240000896156, 0.016342399991117418, 0.16381190001266077, 0.02537540002958849, 0.19345160003285855, 0.00028789998032152653, 0.04389959998661652, 0.017907400033436716, 0.016182999999728054, 0.023571099969558418, 0.14061279996531084, 0.06680410000262782, 0.04286589997354895, 0.00020160002168267965, 0.0001962999813258648, 0.17146729998057708, 0.1301005000132136, 0.14165790000697598, 0.03999050002312288, 0.39060630003223196]",0,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h08.44.275,HideSeek_v1,2022.2.5,59.848774122612674,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide30.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio30.wav,44.57235390000278,44.565218460012694,30,"[2.156699799990747, 0.3430309999966994, 0.3172010999987833, 0.24030379997566342, 0.2636276999837719, 0.24638969998341054, 0.24752999999327585, 0.23132979997899383, 0.18071000004420057, 0.2072875999729149, 0.1875859000138007, 0.16380400001071393, 0.081730600039009, 0.19344170001568273, 0.11612959997728467, 0.12381329998606816, 0.16034130001207814, 0.14789480000035837, 0.14626309997402132, 0.14060599997173995, 0.06679159996565431, 0.042858999979216605, 0.06254469999112189, 0.1325834000017494, 0.17145919997710735, 0.1300895999884233, 0.14165040000807494, 0.13203750003594905, 0.390597700024955, 0.34603419998893514]","[0.060790799965616316, 0.05013510002754629, 0.040586099959909916, 0.015426999947521836, 0.01533750002272427, 0.047489300020970404, 0.015424399985931814, 0.017066300031729043, 0.04174129996681586, 0.02125240000896156, 0.016342399991117418, 0.16381190001266077, 0.02537540002958849, 0.19345160003285855, 0.00028789998032152653, 0.04389959998661652, 0.017907400033436716, 0.016182999999728054, 0.023571099969558418, 0.14061279996531084, 0.06680410000262782, 0.04286589997354895, 0.00020160002168267965, 0.0001962999813258648, 0.17146729998057708, 0.1301005000132136, 0.14165790000697598, 0.03999050002312288, 0.060162900015711784, 0.346042099990882]",0,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h08.44.275,HideSeek_v1,2022.2.5,59.848774122612674,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide31.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio31.wav,44.98235060001025,44.96662287997315,31,"[2.156699799990747, 0.3430309999966994, 0.3172010999987833, 0.24030379997566342, 0.2636276999837719, 0.24638969998341054, 0.24752999999327585, 0.23132979997899383, 0.18071000004420057, 0.2072875999729149, 0.1875859000138007, 0.16380400001071393, 0.081730600039009, 0.19344170001568273, 0.11612959997728467, 0.12381329998606816, 0.16034130001207814, 0.14789480000035837, 0.14626309997402132, 0.14060599997173995, 0.06679159996565431, 0.042858999979216605, 0.06254469999112189, 0.1325834000017494, 0.17145919997710735, 0.1300895999884233, 0.14165040000807494, 0.13203750003594905, 0.390597700024955, 0.34603419998893514, 0.30540660000406206]","[0.060790799965616316, 0.05013510002754629, 0.040586099959909916, 0.015426999947521836, 0.01533750002272427, 0.047489300020970404, 0.015424399985931814, 0.017066300031729043, 0.04174129996681586, 0.02125240000896156, 0.016342399991117418, 0.16381190001266077, 0.02537540002958849, 0.19345160003285855, 0.00028789998032152653, 0.04389959998661652, 0.017907400033436716, 0.016182999999728054, 0.023571099969558418, 0.14061279996531084, 0.06680410000262782, 0.04286589997354895, 0.00020160002168267965, 0.0001962999813258648, 0.17146729998057708, 0.1301005000132136, 0.14165790000697598, 0.03999050002312288, 0.060162900015711784, 0.03782929998124018, 0.3054124999907799]",0,,,,,,,,,,,,,,,,,A,train_y,x_increasing_steps,top_left,2024-10-29_18h08.44.275,HideSeek_v1,2022.2.5,59.848774122612674,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.7,0,0,99,1,30,0,conditions/inputTrain_1.1.xlsx,99,1,1,1,0,A,train_y,x_increasing_steps,top_left,2024-10-29_18h08.44.275,HideSeek_v1,2022.2.5,59.848774122612674,
