trialTrain,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,testlen,version,trial_label,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,alienStim,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,saveACC_choice,corrAns_test,x_movePos_end,y_movePos_end,key_resp_test.keys,key_resp_test.rt,fixation_text.started,fixation_text.stopped,image_break.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,draw_alienStim,draw_alienID,test_x,nrepcount,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,start_all_time,testround,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide1.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio1.wav,43.83281849999912,43.73636671736604,1,[2.46450810006354],[2.4645169000141323],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h17.54.127,HideSeek_v1,2022.2.5,60.05901400303004,
,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide2.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio2.wav,46.269679700024426,46.262006760016085,2,"[2.46450810006354, 0.4287969000870362]","[0.14395040005911142, 0.42880310001783073]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h17.54.127,HideSeek_v1,2022.2.5,60.05901400303004,
,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide3.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio3.wav,46.796143600018695,46.783178839925675,3,"[2.46450810006354, 0.4287969000870362, 0.26856080000288785]","[0.14395040005911142, 0.09839210007339716, 0.26856650004629046]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h17.54.127,HideSeek_v1,2022.2.5,60.05901400303004,
,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide4.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio4.wav,47.132321599987336,47.11661545992829,4,"[2.46450810006354, 0.4287969000870362, 0.26856080000288785, 0.2653195000020787]","[0.14395040005911142, 0.09839210007339716, 0.14592619996983558, 0.2653269999427721]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h17.54.127,HideSeek_v1,2022.2.5,60.05901400303004,
,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide5.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio5.wav,47.428758100024424,47.41655392000684,5,"[2.46450810006354, 0.4287969000870362, 0.26856080000288785, 0.2653195000020787, 0.5694631000515074]","[0.14395040005911142, 0.09839210007339716, 0.14592619996983558, 0.4512487000320107, 0.569469700101763]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h17.54.127,HideSeek_v1,2022.2.5,60.05901400303004,
,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide6.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio6.wav,48.043645399971865,48.03390621998114,6,"[2.46450810006354, 0.4287969000870362, 0.26856080000288785, 0.2653195000020787, 0.5694631000515074, 0.8371361000463367]","[0.14395040005911142, 0.09839210007339716, 0.14592619996983558, 0.4512487000320107, 0.7161326000932604, 0.8371434001019225]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h17.54.127,HideSeek_v1,2022.2.5,60.05901400303004,
,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide7.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio7.wav,48.9284958000062,48.91571991994278,7,"[2.46450810006354, 0.4287969000870362, 0.26856080000288785, 0.2653195000020787, 0.5694631000515074, 0.8371361000463367, 0.137403899920173]","[0.14395040005911142, 0.09839210007339716, 0.14592619996983558, 0.4512487000320107, 0.7161326000932604, 0.015939999953843653, 0.13741480000317097]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h17.54.127,HideSeek_v1,2022.2.5,60.05901400303004,
,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide8.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio8.wav,49.1135643000016,49.09977631991496,8,"[2.46450810006354, 0.4287969000870362, 0.26856080000288785, 0.2653195000020787, 0.5694631000515074, 0.8371361000463367, 0.137403899920173, 0.13572819996625185]","[0.14395040005911142, 0.09839210007339716, 0.14592619996983558, 0.4512487000320107, 0.7161326000932604, 0.015939999953843653, 0.0002725999802350998, 0.13573679991532117]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h17.54.127,HideSeek_v1,2022.2.5,60.05901400303004,
,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide9.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio9.wav,49.29444680002052,49.283209619915574,9,"[2.46450810006354, 0.4287969000870362, 0.26856080000288785, 0.2653195000020787, 0.5694631000515074, 0.8371361000463367, 0.137403899920173, 0.13572819996625185, 0.4531762000406161]","[0.14395040005911142, 0.09839210007339716, 0.14592619996983558, 0.4512487000320107, 0.7161326000932604, 0.015939999953843653, 0.0002725999802350998, 0.05217650008853525, 0.45318380009848624]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h17.54.127,HideSeek_v1,2022.2.5,60.05901400303004,
,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Slide10.png,conditions/schedules/train_x_first/x_decreasing_steps/top_left/instructions/Audio10.wav,49.78306739998516,49.78229191991267,10,"[2.46450810006354, 0.4287969000870362, 0.26856080000288785, 0.2653195000020787, 0.5694631000515074, 0.8371361000463367, 0.137403899920173, 0.13572819996625185, 0.4531762000406161, 0.14862120000179857]","[0.14395040005911142, 0.09839210007339716, 0.14592619996983558, 0.4512487000320107, 0.7161326000932604, 0.015939999953843653, 0.0002725999802350998, 0.05217650008853525, 0.01453180005773902, 0.14862790005281568]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_15h17.54.127,HideSeek_v1,2022.2.5,60.05901400303004,
