trialTrain,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,testlen,version,trial_label,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,alienStim,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,saveACC_choice,corrAns_test,x_movePos_end,y_movePos_end,key_resp_test.keys,key_resp_test.rt,fixation_text.started,fixation_text.stopped,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,start_all_time,testround,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide1.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio1.wav,22.86207320005633,22.8064889388741,1,[4.724720900005195],[4.724733799987007],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,increasing,top_left,2024-10-30_16h41.47.026,HideSeek_v1,2022.2.5,60.18121768238091,
,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide2.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio2.wav,27.597605900024064,27.58238905998878,2,"[4.724720900005195, 0.2879864000133239]","[4.724733799987007, 0.2879939000122249]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,increasing,top_left,2024-10-30_16h41.47.026,HideSeek_v1,2022.2.5,60.18121768238091,
,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide3.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio3.wav,27.931243600032758,27.914315570035253,3,"[4.724720900005195, 0.2879864000133239, 0.10671300004469231]","[4.724733799987007, 0.2879939000122249, 0.1067204000428319]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,increasing,top_left,2024-10-30_16h41.47.026,HideSeek_v1,2022.2.5,60.18121768238091,
,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide4.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio4.wav,28.076432000030763,28.063882970024135,4,"[4.724720900005195, 0.2879864000133239, 0.10671300004469231, 0.1353304999647662]","[4.724733799987007, 0.2879939000122249, 0.000221800000872463, 0.13533749995986]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,increasing,top_left,2024-10-30_16h41.47.026,HideSeek_v1,2022.2.5,60.18121768238091,
,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide5.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio5.wav,28.24760740000056,28.247746270039354,5,"[4.724720900005195, 0.2879864000133239, 0.10671300004469231, 0.1353304999647662, 0.27973569999448955]","[4.724733799987007, 0.2879939000122249, 0.000221800000872463, 0.012819499999750406, 0.27974249998806044]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,increasing,top_left,2024-10-30_16h41.47.026,HideSeek_v1,2022.2.5,60.18121768238091,
,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide6.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio6.wav,28.565373400051612,28.564588969986655,6,"[4.724720900005195, 0.2879864000133239, 0.10671300004469231, 0.1353304999647662, 0.27973569999448955, 0.16368399997008964]","[4.724733799987007, 0.2879939000122249, 0.000221800000872463, 0.012819499999750406, 0.014468999987002462, 0.16369219997432083]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,increasing,top_left,2024-10-30_16h41.47.026,HideSeek_v1,2022.2.5,60.18121768238091,
,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide7.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio7.wav,28.765746500052046,28.764767770020992,7,"[4.724720900005195, 0.2879864000133239, 0.10671300004469231, 0.1353304999647662, 0.27973569999448955, 0.16368399997008964, 0.12829970003804192]","[4.724733799987007, 0.2879939000122249, 0.000221800000872463, 0.012819499999750406, 0.014468999987002462, 0.00021229998674243689, 0.12830620002932847]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,increasing,top_left,2024-10-30_16h41.47.026,HideSeek_v1,2022.2.5,60.18121768238091,
,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide8.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio8.wav,28.934247600031085,28.930189870012693,8,"[4.724720900005195, 0.2879864000133239, 0.10671300004469231, 0.1353304999647662, 0.27973569999448955, 0.16368399997008964, 0.12829970003804192, 0.14314360002754256]","[4.724733799987007, 0.2879939000122249, 0.000221800000872463, 0.012819499999750406, 0.014468999987002462, 0.00021229998674243689, 0.00021000002743676305, 0.14314920001197606]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,increasing,top_left,2024-10-30_16h41.47.026,HideSeek_v1,2022.2.5,60.18121768238091,
,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide9.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio9.wav,29.115657600050326,29.113606470002562,9,"[4.724720900005195, 0.2879864000133239, 0.10671300004469231, 0.1353304999647662, 0.27973569999448955, 0.16368399997008964, 0.12829970003804192, 0.14314360002754256, 0.12863029999425635]","[4.724733799987007, 0.2879939000122249, 0.000221800000872463, 0.012819499999750406, 0.014468999987002462, 0.00021229998674243689, 0.00021000002743676305, 0.14314920001197606, 0.12863829999696463]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,increasing,top_left,2024-10-30_16h41.47.026,HideSeek_v1,2022.2.5,60.18121768238091,
,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Slide10.png,conditions/schedules/train_y_first/x_increasing_steps/top_left/instructions/Audio10.wav,29.271378600038588,29.263963880040684,10,"[4.724720900005195, 0.2879864000133239, 0.10671300004469231, 0.1353304999647662, 0.27973569999448955, 0.16368399997008964, 0.12829970003804192, 0.14314360002754256, 0.12863029999425635, 0.13843019999330863]","[4.724733799987007, 0.2879939000122249, 0.000221800000872463, 0.012819499999750406, 0.014468999987002462, 0.00021229998674243689, 0.00021000002743676305, 0.14314920001197606, 0.0001878999755717814, 0.13843609998002648]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_y,increasing,top_left,2024-10-30_16h41.47.026,HideSeek_v1,2022.2.5,60.18121768238091,
