trialInstr,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,trialLength,version,trialTrain,praclen,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,moveLoop_train.thisRepN,moveLoop_train.thisTrialN,moveLoop_train.thisN,moveLoop_train.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,alienStim,instrFile,alienStim_instr,gridImage_instr.started,startPos_3.started,key_instr.started,alienImage_3.started,sounds_1.started,key_instr.keys,key_instr.rt,all_x,all_y,FBy_corrSteps,FBy_fixStart,FBx_corrSteps,FBx_fixStart,FBy_pathSize_check,FBx_pathSize_check,gridImage_9.started,alienImageFB_3.started,startPosFB_3.started,keyFB_3.started,pathLine_ydir_2.started,pathLine_xdir_2.started,alienFace_3.started,sounds_2.started,RTFB_instr,keyFB_3.keys,keyFB_3.rt,draw_alienStim,draw_alienID,test_x,nrepcount,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,gridImage_4.started,startPos.started,movePos.started,key_resp.started,alienImage.started,wLy_dir,wLx_dir,x_movePos,y_movePos,buttonPress_train,RTchoice_train,cumAcctrain,aCorr,saveACC_choice,corrAns,x_movePos_end,y_movePos_end,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,aft_x_corrPos,aft_y_corrPos,y_pathSize_check,x_pathSize_check,y_pathdirY,x_pathdirY,x_pathdirX,x_corrPos,y_corrPos,gridImage_6.started,alienImageFB_2.started,startPosFB_2.started,movePosFB_2.started,keyFB_2.started,pathLine_xdir.started,pathLine_ydir.started,alienFace.started,sounds_4.started,RT_FBtrain,keyFB_2.keys,keyFB_2.rt,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/bottom_left/instructions/Slide15.png,conditions/schedules/train_x_first/x_increasing_steps/bottom_left/instructions/Audio15.wav,220.47369190002792,220.46014973005515,16,"[5.31526770000346, 2.2167117000790313, 1.0150953000411391, 0.9007976999273524, 1.0681150000309572, 0.8994977999245748, 0.7761782000306994, 0.7718876999570057, 0.6799631000030786, 0.8350959999952465, 5.522498499951325, 7.535076899919659, 44.88968679995742, 24.139638800057583, 16.41516600002069, 4.387828200007789]","[5.315281599992886, 2.216718400013633, 1.0151022999780253, 0.9008039999753237, 1.068122599972412, 0.8995055999839678, 0.776184800080955, 0.7718953000148758, 0.00021630001720041037, 0.8351018999237567, 5.522506300010718, 0.03917329991236329, 44.88969439989887, 0.1442049000179395, 16.41517420008313, 4.387835899950005]",1,[44.12131760001648],[0.01676879997830838],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,,,,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,conditions/schedules/train_x_first/x_increasing_steps/bottom_left/instructions/Slide16.png,conditions/schedules/train_x_first/x_increasing_steps/bottom_left/instructions/Audio16.wav,224.92010810005013,224.91085576002953,17,"[5.31526770000346, 2.2167117000790313, 1.0150953000411391, 0.9007976999273524, 1.0681150000309572, 0.8994977999245748, 0.7761782000306994, 0.7718876999570057, 0.6799631000030786, 0.8350959999952465, 5.522498499951325, 7.535076899919659, 44.88968679995742, 24.139638800057583, 16.41516600002069, 4.387828200007789, 1.2053204000694677]","[5.315281599992886, 2.216718400013633, 1.0151022999780253, 0.9008039999753237, 1.068122599972412, 0.8995055999839678, 0.776184800080955, 0.7718953000148758, 0.00021630001720041037, 0.8351018999237567, 5.522506300010718, 0.03917329991236329, 44.88969439989887, 0.1442049000179395, 16.41517420008313, 0.1384228999959305, 1.2053287000162527]",1,[44.12131760001648],[0.01676879997830838],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,2,0,2,1,0,1,62,,train_dim1_1,1,30,2,0,2,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,226.20446010003798,226.20446010003798,226.20446010003798,226.20446010003798,226.20446010003798,0,0,0,-0.4,return,9.01544880005531,0,1,0,0,0,-0.4,return,8.933744099922478,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,2,2,2,5,0,3,64,,train_dim1_1,2,30,2,0,2,0,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,2,3,,,,,,,30,,,,,,,,239.20736230001785,239.20736230001785,239.20736230001785,239.20736230001785,239.20736230001785,,,,,up,1.2930532000027597,0,1,0,99,0,-0.15999999999999998,up,1.2049134999979287,237.65918399998918,239.20736230001785,0,-0.32,0.08,0.0,-0.36,0,0.0,0,-0.32,236.77400299999863,236.77400299999863,236.77400299999863,236.77400299999863,236.77400299999863,236.77400299999863,236.77400299999863,236.77400299999863,236.74272575002396,0.9854505000403151,return,0.8628640999086201,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,2,2,2,5,0,3,64,,train_dim1_1,2,30,2,0,2,0,,,,,,,,,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,240.49875540006906,240.49875540006906,240.49875540006906,240.49875540006906,240.49875540006906,,,,,up,0.26130649994593114,0,1,0,99,0,-0.07999999999999997,up,0.19409679993987083,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,2,2,2,5,0,3,64,,train_dim1_1,2,30,2,0,2,0,,,,,,,,,0,0,0,0,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,240.78166199999396,240.78166199999396,240.78166199999396,240.78166199999396,240.78166199999396,,,,,up,0.4441534000216052,0,1,0,99,0,2.7755575615628914e-17,up,0.3614303000504151,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,2,2,2,5,0,3,64,,train_dim1_1,2,30,2,0,2,0,,,,,,,,,0,0,0,0,0,1,1,1,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,241.21378910006024,241.21378910006024,241.21378910006024,241.21378910006024,241.21378910006024,3,0,0,2.7755575615628914e-17,return,0.36098300002049655,1,0,0,1,0,2.7755575615628914e-17,return,0.28867599996738136,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,3,3,3,8,0,5,66,,train_dim1_1,3,30,2,0,2,0,,,,,,,,,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,64,2,4,,,,,,,30,,,,,,,,245.30173380009364,245.30173380009364,245.30173380009364,245.30173380009364,245.30173380009364,,,,,up,0.7769504999741912,1,0,0,99,0.08,-0.08,up,0.6817025999771431,243.72674270009156,243.12973769998644,0,0,0.24,0.0,-0.12,0,0.0,0,0,243.12973769998644,243.12973769998644,243.12973769998644,243.12973769998644,243.12973769998644,243.12973769998644,243.12973769998644,243.12973769998644,243.12586364005693,0.6871694999281317,return,0.5754051000112668,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,3,3,3,8,0,5,66,,train_dim1_1,3,30,2,0,2,0,,,,,,,,,0,0,0,0,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,246.06846099998802,246.06846099998802,246.06846099998802,246.06846099998802,246.06846099998802,,,,,up,1.7426508999196813,1,0,0,99,0.08,0.0,up,1.6616952000185847,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,3,3,3,8,0,5,66,,train_dim1_1,3,30,2,0,2,0,,,,,,,,,0,0,0,0,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,247.81564390007406,247.81564390007406,247.81564390007406,247.81564390007406,247.81564390007406,,,,,up,0.3123173000058159,1,0,0,99,0.08,0.08,up,0.2297909000189975,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,3,3,3,8,0,5,66,,train_dim1_1,3,30,2,0,2,0,,,,,,,,,0,0,0,0,0,2,2,2,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,248.1314565000357,248.1314565000357,248.1314565000357,248.1314565000357,248.1314565000357,,,,,up,0.21186549996491522,1,0,0,99,0.08,0.16,up,0.13799760001711547,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,3,3,3,8,0,5,66,,train_dim1_1,3,30,2,0,2,0,,,,,,,,,0,0,0,0,0,2,2,2,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,248.3497693000827,248.3497693000827,248.3497693000827,248.3497693000827,248.3497693000827,,,,,up,0.26042710000183433,1,0,0,99,0.08,0.24,up,0.19079400005284697,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,3,3,3,8,0,5,66,,train_dim1_1,3,30,2,0,2,0,,,,,,,,,0,0,0,0,0,2,2,2,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,248.6143314000219,248.6143314000219,248.6143314000219,248.6143314000219,248.6143314000219,8,0,0.08,0.24,return,0.6114149000495672,2,0,0,1,0.08,0.24,return,0.5296805999241769,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,4,4,4,8,0,4,65,,train_dim1_1,4,30,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,66,3,5,,,,,,,30,,,,,,,,252.71417140006088,252.71417140006088,252.71417140006088,252.71417140006088,252.71417140006088,,,,,up,17.692744600004517,2,0,0,99,0.16,0.0,up,17.597926599904895,251.1594613000052,252.71417140006088,0.08,0.24,0.4,0.0,0.039999999999999994,0.08,0.08,0.08,0.24,250.78427689999808,250.78427689999808,250.78427689999808,250.78427689999808,250.78427689999808,250.78427689999808,250.78427689999808,250.78427689999808,250.77634344000836,0.46860210003796965,return,0.3588661999674514,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,4,4,4,8,0,4,65,,train_dim1_1,4,30,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,270.3977917000884,270.3977917000884,270.3977917000884,270.3977917000884,270.3977917000884,,,,,up,0.2445204999530688,2,0,0,99,0.16,0.08,up,0.1668309000087902,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,4,4,4,8,0,4,65,,train_dim1_1,4,30,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,270.6500718999887,270.6500718999887,270.6500718999887,270.6500718999887,270.6500718999887,,,,,up,0.8441545000532642,2,0,0,99,0.16,0.16,up,0.7710410000290722,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,4,4,4,8,0,4,65,,train_dim1_1,4,30,2,0,2,0,,,,,,,,,0,0,0,0,0,3,3,3,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,271.50667320005596,271.50667320005596,271.50667320005596,271.50667320005596,271.50667320005596,11,0,0.16,0.16,return,0.27807939995545894,2,1,0,0,0.16,0.16,return,0.19430700002703816,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,2,2,2,2,0,0,61,,train_dim1_1,5,30,2,0,2,0,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/61.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,65,4,6,,,,,,,30,,,,,,,,276.35026800003834,276.35026800003834,276.35026800003834,276.35026800003834,276.35026800003834,,,,,up,1.1614312999881804,2,1,0,99,0,-0.15999999999999998,up,1.0888350999448448,274.80898199998774,276.35026800003834,0.16,0.24,0.32,0.0,0.07999999999999999,0.16,0.16,0.16,0.24,273.33317890006583,273.33317890006583,273.33317890006583,273.33317890006583,273.33317890006583,273.33317890006583,273.33317890006583,273.33317890006583,273.3255599500262,1.5522392999846488,return,1.4466645000502467,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,2,2,2,2,0,0,61,,train_dim1_1,5,30,2,0,2,0,,,,,,,,,0,0,0,0,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,277.51874480000697,277.51874480000697,277.51874480000697,277.51874480000697,277.51874480000697,12,0,0,-0.15999999999999998,return,1.925307699944824,2,1,0,0,0,-0.15999999999999998,return,1.8426131000742316,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,3,4,3,5,0,1,62,,train_dim1_1,6,30,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,0,0,0,0,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/61.png,61,2,7,,,,,,,30,,,,,,,,284.9024664000608,284.9024664000608,284.9024664000608,284.9024664000608,284.9024664000608,,,,,up,1.2393768000183627,2,1,0,99,0.08,0.0,up,1.1731115999864414,283.35966070008,284.9024664000608,0,-0.24,0.0,0.0,-0.24,0,0.0,0,-0.24,281.0113832000643,281.0113832000643,281.0113832000643,281.0113832000643,281.0113832000643,281.0113832000643,281.0113832000643,281.0113832000643,281.0090294400696,2.4356184999924153,return,2.3216219999594614,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,3,4,3,5,0,1,62,,train_dim1_1,6,30,2,0,2,0,,,,,,,,,0,0,0,0,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,286.1672757000197,286.1672757000197,286.1672757000197,286.1672757000197,286.1672757000197,13,0,0.08,0.0,return,0.4286638000048697,3,0,0,1,0.08,0.0,return,0.32827180007006973,,,,,,,,,,,,,,,,,,,,,,,,A,train_x,x_increasing_steps,bottom_left,2024-10-23_12h49.30.451,HideSeek_v1,2022.2.5,60.74241817033258,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/62.png,62,3,8,,,,,,,,,,,,,,,290.1968771000393,290.1968771000393,290.1968771000393,290.1968771000393,290.1968771000393,,,,,,,,,,1,,,,,288.6589043000713,288.1247511000838,0.08,0,0.08,0.0,-0.04,0.08,0.08,0.08,0,288.1247511000838,288.1247511000838,288.1247511000838,288.1247511000838,288.1247511000838,288.1247511000838,288.1247511000838,288.1247511000838,288.108967850043,0.599640000029467,return,0.4971737000159919,,,,,,,,,
